caso_id,tomo,tipo_cambio,metodo,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_firma
329_p2864,329,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,Por todo lo expuesto decidió no hacer lugar a las nulidades ,"Por ello, Se Resuelve: Hacer lugar parcialmente a la avocaci",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p3235,329,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,unanime,0,1,"En consecuencia, se abre este interrogante ¿qué importancia ","Por todo ello, y de conformidad con lo dictaminado por el se",O. TAZZA (según su voto) — LUIS CÉSAR OTERO — ANTONIO PACILIO — ANGEL A. ARGAÑAR
329_p3680,329,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,7,"En consecuencia, mediante la previsión contenida en el art. ","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p3806,329,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,6,"en consecuencia, la de los actos posteriores a aquéllas, por","Por ello, se resuelve: Rechazar la demanda entablada por Rob",ENRIQUE SANTIAGO PETRACCHI — CARLOS S. FAYT — JUAN CARLOS MAQUEDA — E. RAÚL ZAFF
329_p4449,329,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"Por ello, agrega, en cumplimiento de la autorización que le ","Por ello, oído el señor Procurador General de la Nación, se ",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p4829,329,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,unanime,0,7,"en consecuencia, los arts. 1º, 14, 16, 17, 28, 31, 33, 75, i","Por ello, y de conformidad con lo dictaminado por la señora ",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p4944,329,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,7,"Por lo expuesto, se justiprecia el valor vida en $ 240.000, ","Por ello, se decide: I.– Hacer lugar a la demanda seguida po",ENRIQUE SANTIAGO PETRACCHI (en disidencia parcial) — ELENA I. HIGHTON DE NOLASCO
329_p5123,329,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"Por ello, si bien el desapoderamiento dispuesto por el art. ","Por ello, y lo concordemente dictaminado por el señor Procur",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia parcial)
329_p5310,329,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, respuesta a los planteos que formuló la parte en d","Por ello, y habiendo dictaminado el señor Procurador General",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p5543,329,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,2,"por ello, que la demanda debe ser enderezada contra el Estad","Por ello y oído el señor Procurador Fiscal subrogante, se re",ENRIQUE SANTIAGO PETRACCHI — CARLOS S. FAYT — JUAN CARLOS
329_p5903,329,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,disidencia,0,7,de conformidad con el procedimiento previsto por el art. 11 ,"Por ello, oído el señor Procurador General, se declara proce",ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disidencia parcial) — JUAN CARL
329_p5994,329,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,5,"En consecuencia, la denegación de la vía casatoria se apoyó ","Por ello, y lo dictaminado en sentido concordante por el señ",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
330_p76,330,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"Por ello, planteó ante el Superior Tribunal de Justicia una ","Por ello, oído el señor Procurador Fiscal subrogante, se hac",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p251,330,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,segun_su_voto,0,5,"De conformidad con lo previsto por el art. 24, inc. 7°, últi","Por ello, Se Resuelve: I.– Dejar sin efecto la excusación de",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CAR
330_p530,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, la Provincia de Misiones concluye que esas ",Por ello se resuelve rechazar la demanda contra la Provincia,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p563,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por lo expuesto, cabe admitir la responsabilidad del club or","Por ello, se decide: I. Hacer lugar a la demanda seguida por",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (CON AMPLIACIÓN DE FUNDAME
330_p1135,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,7,De conformidad con las previsiones contenidas en la ley 24.6,Por ello y de conformidad con lo dictaminado por la señora P,RICARDO LUIS LORENZETTI (según su voto) — ELENA I. HIGHTON DE NOLASCO — CARLOS S
330_p1478,330,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"En consecuencia, calificó el hecho por el cual fuera condena","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p1927,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,"En su mérito, la legislatura de la Provincia de San Juan adh","Por ello, oído el señor Procurador Fiscal, se resuelve: Rech",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1950,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,5,de conformidad con lo dispuesto en el segundo párrafo del ar,"Por ello, Se Resuelve: Avocar las actuaciones, dejar sin efe",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CAR
330_p2049,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,Por todo ello pide que se declare la improcedencia de la pre,"Por ello, y de conformidad con lo dictaminado por el señor P",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
330_p2748,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por ello expresa que, a partir de ese momento, se encontró i","Por ello, y lo dispuesto por el art. 1112 y concordantes del",RICARDO LUIS LORENZETTI (en disidencia parcial) — ELENA I. HIGHTON DE NOLASCO — 
330_p3160,330,mejora_gano_firma,forward_con_firma,otro,abstracto,sin_firma,mixed,0,7,"Por lo expuesto, surge un campo de tensión en la satisfacció","Por ello, oído el señor Procurador General de la Nación y co",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p3248,330,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,disidencia,0,6,Por ello tratándose el sub lite de la investigación de esa c,Por ello se declara procedente el recurso extraordinario y s,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
330_p3994,330,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,7,"en consecuencia, dejó sin efecto la resolución de la Adminis","Por ello, y con la salvedad de lo señalado en los consideran",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p4988,330,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,2,"Por ello, concluye, dicho “trasfondo explica correlativament","Por ello, y lo concordemente dictaminado, en lo pertinente, ",ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO
330_p5294,330,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,mixed,0,6,Por ello fue condenado a una pena única de siete años y seis,"Por ello, se hace lugar a la queja, se declara procedente el",ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI (según
330_p5306,330,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, los daños cuyo resarcimiento se reclama son","Por ello, se resuelve: Hacer lugar parcialmente a los recurs",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
331_p194,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"En mérito a lo expuesto, solicita que se cite como tercero a","Por ello y oída la señora Procuradora Fiscal, se resuelve de",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p382,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,de conformidad con la directiva impuesta en el art. 1º. Asim,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: ",Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p718,331,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"Por ello, solicita que se declaren erróneos los criterios in","Por ello y oído el señor Procurador General, se hace lugar p",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p819,331,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,mixed,0,6,"Por estas razones, cabe concluir que en la sentencia atacada","Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p1040,331,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,mixed,0,6,de conformidad con los decretos 762/2002 y 1242/2002. Señala,"Por ello y habiendo dictaminado el señor Procurador General,",Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Enrique 
331_p1123,331,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,segun_su_voto,0,7,"de conformidad con los arts. 16; 75, incs. 22 y 23 de la Con","Por ello, habiendo dictaminado el señor Procurador General, ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
331_p1234,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,de conformidad con lo dictaminado por el señor Procurador Ge,"Por ello, oída la señora Procuradora Fiscal, se decide: Hace",Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p1262,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"en consecuencia, conculca los arts. 14 bis, 17, 31, 75 (inc.","Por ello, y de conformidad con el dictamen de la señora Proc",Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p1312,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,de conformidad con los arts. 121 y 124 de la Ley Fundamental,Por ello y concordemente con lo dictaminado por la señora Pr,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p1412,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,5,"Por ello, pudo ser dictado este régimen en uso de las atribu","Por ello, y de conformidad con lo dictaminado por el señor P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p1530,331,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,segun_su_voto,0,7,Por ello corresponde transcribir los términos del editorial ,"Por ello, y lo concordemente dictaminado por el señor Procur",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p1690,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, el aquí actor, pese a no haber sido condena","Por ello, y en tanto se encuentran reunidos los presupuestos",Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
331_p1815,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,"Por todo lo expuesto, resulta incontrastable que el art. 4º ",en consecuencia.,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
331_p1942,331,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, desde el momento en que el Estado organiza el serv","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p2006,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,7,"En consecuencia, la cuestión debatida en autos es el conteni","Por ello, y oído el señor Procurador General, se declara for",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2406,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por estas razones, concluyó que no correspondía al profesion","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2550,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,6,"Por ello, técnicamente hablando, el término perito no puede ","Por todo ello, el Tribunal declara procedente el recurso ord",Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
331_p2638,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, aduce que no corresponde imputar al Estado ","Por ello, de conformidad con lo dictaminado por la señora Pr",Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago 
331_p2691,331,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,7,"Por ello, a los fines del sub lite, interesa particularmente","En consecuencia, se impone revocar la sentencia apelada, lo ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2745,331,mejora_mas_jueces,forward_con_firma,revoca,otro,unanime,unanime,1,6,"Por ello, oído el señor Procurador Fiscal subrogante, se dec","Por ello, se declaran procedentes los recursos extraordinari",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p51,332,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,unanime,0,5,"En consecuencia, lo condenó a restituir a la firma afectada ","Por ello, se declara inadmisible el recurso extraordinario d",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p66,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, considera que la interpretación que la acto",Por ello y concordemente con lo dictaminado por la señora Pr,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
332_p111,332,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,disidencia,0,7,por ello ha interpretado que el art. 18 de la Constitución n,"Por ello, oída la señora Procuradora Fiscal, se declara proc",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
332_p433,332,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,segun_su_voto,0,7,"En consecuencia, es menester advertir que los agravios relat","Por ello, y de conformidad con lo dictaminado por el señor P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
332_p674,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,7,"En consecuencia, corresponde desagregar esa proporción de I.","Por todo lo expuesto, se resuelve confirmar la sentencia ape",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1447,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,por ello la obra social actora es la legítima recipiendaria ,Por ello y de conformidad con lo dictaminado por la señora P,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1466,332,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,segun_su_voto,0,7,En consecuencia –continuó el actor– “ni la Constitución Naci,"Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
332_p1571,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,1,"en consecuencia, efectuó “el cálculo del ajuste por inflació","En consecuencia, tratándose de datos cuya constatación exigi",Enrique Santiago Petracchi.
332_p1633,332,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,disidencia,0,7,"En consecuencia, sólo le corresponde a este Tribunal expedir","Por ello, se confirma la sentencia apelada. Con costas. Noti",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1688,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,7,en consecuencia quien debe probarle al que fue su mandante h,"Por ello, se resuelve: Hacer lugar a la demanda deducida por",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1704,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,"En consecuencia, pide que el Tribunal declare que: a) la res","Por ello, y lo concordemente dictaminado por la señora Procu",Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago 
332_p1933,332,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,6,"en consecuencia, ordenó a la ANSeS que se abstuviera de cont","Por ello, oída la señora Procuradora Fiscal subrogante, se h",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
332_p2108,332,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,mixed,0,7,"en consecuencia, rechazó la excepción de prescripción opuest","Por ello, por mayoría, y de conformidad con lo dictaminado p",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia parcial) — 
332_p2159,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,2,de conformidad con la pretensión del demandante –daños produ,"Por ello, se declara parcialmente desierto el recurso ordina",Juan Carlos Maqueda — E. Raúl Zaffaroni. Recursos ordinarios interpuestos por Ru
332_p2288,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, las declaraciones que surgen de la document","Por ello, se declara admisible el recurso ordinario interpue",Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
332_p2487,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, no puede considerarse que la demandada haya","Por ello, y habiendo dictaminado la señora Procuradora Fisca",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p2504,332,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,mixed,0,7,"En consecuencia, el recurso debe ser desestimado también en ","Por ello, se desestima la queja. Notifíquese y, oportunament",Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
332_p2842,332,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,7,"Por ello, y para cumplir con ese objetivo, el Servicio Penit","Por ello y lo dispuesto por los artículos 1068, 1078, 1079, ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p215,333,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,"De conformidad con dicha normativa, el Estado Nacional –medi","Por ello, y lo que disponen el artículo 17 de la Constitució",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p360,333,mejora_gano_firma,forward_con_firma,otro,nulidad,sin_firma,unanime,0,4,"en consecuencia, hizo lugar a la demanda promovida por cuare","Por ello, se declara la nulidad de la resolución por la que ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p364,333,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,disidencia,0,6,"En consecuencia, al encontrarse reunidos la totalidad de los","Por ello, y de conformidad con lo dictaminado a fs. 632 por ",Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
333_p487,333,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,7,En consecuencia es en aquellos juicios donde corresponde que,Por ello y concordemente con lo dictaminado por la señora Pr,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p519,333,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, legalmente agotada toda posibilidad de apli","Por ello, oído el señor Procurador Fiscal ante esta Corte Su",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p924,333,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,unanime,0,4,de conformidad con lo dispuesto por el artículo 90 del Códig,"Por ello, se resuelve: I. Rechazar la oposición formulada a ",Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p1376,333,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,segun_su_voto,0,6,de conformidad con los precedentes de esta Corte.,"Por todo lo expuesto, y oída la señora Procuradora Fiscal, s",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
334_p13,334,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,6,"En consecuencia, las argumentaciones vertidas en el remedio ","Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p249,334,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,4,"Por lo expuesto, afirma que la actora pretende demostrar la ","Por ello, se confirma la sentencia apelada. Con costas (artí",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
334_p312,334,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,5,"Por ello, habiéndose transferido el crédito litigioso inhere","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p324,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,De conformidad con la previsión contenida en el decreto-ley ,"Por ello, y concordemente con lo dictaminado por la señora P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p376,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,"Por ello, en atención a lo precedentemente expuesto, a la ac","Por ello, se decide: I) Admitir la defensa de prescripción y",Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
334_p419,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,"Por lo expuesto, solicito que se decrete la apertura de la p","En consecuencia, soy de la opinión, que el agravio en estudi",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p596,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"Por todo ello, concluyó en el rechazo de la acción, lo que a","Por ello, y de conformidad con lo dictaminado por el señor P",Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco (según su 
334_p1018,334,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, la relación de trabajo sub examine no puede","Por ello, se declara procedente el recurso ordinario de la p",Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — Carmen M. A
334_p1162,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,7,"En consecuencia, una interpretación armónica de las normas r","Por ello, y de conformidad con lo dictaminado por la señora ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1276,334,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo afirmado por el a quo, ","Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
