caso_id,tomo,tipo_cambio,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_variante,new_firma
341_p1869,341,mejora_gano_firma,otro,desestima,sin_firma,segun_su_voto,0,5,de conformidad con el estándar de arbitrariedad fijado hace ,"Por ello, y de conformidad en lo pertinente con lo dictamina",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
341_p1924,341,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,de conformidad con la protección especial que ha otorgado la,"Por ello, el Tribunal resuelve: 1) Declarar formalmente admi",por_ello,Carlos Fernando Rosenkrantz (en disidencia) — Elena I. Highton de Nolasco (según
341_p1988,341,cambio_outcome,otro,hace_lugar,unanime,unanime,4,4,"En consecuencia, el fallo carece de la debida fundamentación","Por ello, y oído el señor Procurador Fiscal, se hace lugar a",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
341_p2027,341,REGRESION_menos_jueces,desestima,otro,unanime,unanime,5,3,"Por ello, se desestima esta presentación directa. Notifíques","Por ello, Acordaron: 1°. Sustituir el artículo 86, 2° párraf",por_ello,Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Horacio Daniel Rosatti. Héctor D
342_p39,342,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,5,"Por ello, y de acuerdo con lo normado por el art. 2340, inc.","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p77,342,cambio_outcome,otro,revoca,disidencia,disidencia,5,5,"En consecuencia, corresponde descalificar en este aspecto el","Por ello, y oída la señora Procuradora Fiscal subrogante, se",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p171,342,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,5,"por ello, -y según afirman, tomando en consideración la sent","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p287,342,mejora_gano_firma,otro,originaria,sin_firma,disidencia,0,5,"En consecuencia, la previsión contenida en el artículo 2°, i","Por ello, concordemente a lo dictaminado por la señora Procu",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p343,342,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,En mérito a lo expuesto no puede desconocérsele el palmario ,"Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
342_p411,342,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"En consecuencia, la cuestión federal planteada por la Admini",de conformidad con lo prescripto en la acordada 47/91. Notif,de_conformidad,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
342_p584,342,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"Por todo lo expuesto, concluyó que la decisión de la corte p","Por ello, corresponde: 1º) Hacer lugar a la queja, declarar ",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti.
342_p633,342,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, corresponde rechazar la demanda.","Por ello, y habiendo intervenido la señora Procuradora Fisca",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti. Nom
342_p654,342,cambio_outcome,otro,hace_lugar,disidencia,disidencia,5,5,"En consecuencia, la sentencia no contiene la fundamentación ","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p697,342,mejora_gano_firma,otro,otro,sin_firma,mixed,0,4,"En consecuencia, no procede la declaración de inconstitucion","Por todo lo expuesto, y habiendo dictaminado el señor Procur",por_todo_lo_exp,Carlos Fernando Rosenkrantz (en disidencia)— Juan Carlos Maqueda — Ricardo Luis 
342_p812,342,cambio_outcome,otro,procedente,disidencia,disidencia,5,5,"En consecuencia, solo a partir del resultado que se obtenga ","Por ello, oída la señora Procuradora Fiscal, se declara proc",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
342_p853,342,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,En consecuencia ordenó la suspensión inmediata de los efecto,"Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p917,342,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, la reglamentación específica y la práctica ","Por ello, se resuelve: I) Rechazar la demanda interpuesta po",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
342_p1017,342,mejora_gano_firma,otro,desestima,sin_firma,mixed,0,4,por ello resultaba responsable en los términos del art. 1074,"Por ello, se desestima la queja interpuesta por Provincia AR",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1170,342,mejora_mas_jueces,otro,desestima,unanime,unanime,1,5,"En consecuencia, se examinarán las siguientes cuestiones: pr","Por ello, por mayoría, se desestima el recurso ordinario ded",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1203,342,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"en consecuencia, rechazó la acción de amparo.","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1252,342,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,4,de conformidad con lo establecido por el art. 3841 del Códig,"Por ello, oída la señora Procuradora Fiscal subrogante, se d",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1309,342,cambio_outcome,hace_lugar,otro,unanime,unanime,4,4,"Por ello, se hace lugar a la queja, se declara procedente el",de conformidad con lo prescripto en la acordada 47/91. Agrég,de_conformidad,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Ricardo Luis Lorenze
342_p1327,342,mejora_gano_firma,otro,competencia,sin_firma,disidencia,0,5,"En consecuencia, cabe sostener prima facie que los hechos de","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p1404,342,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, esta Corte establecerá como monto indemniza","Por ello, se decide: Hacer lugar a la demanda seguida por la",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1426,342,cambio_outcome,otro,hace_lugar,disidencia,disidencia,5,5,por ello debe ser descartada.,"Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco (en disidencia)— Juan 
342_p1591,342,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,4,"En mérito a lo expuesto, en esta evaluación inaugural del ca",Por ello se resuelve: I. Declarar que la presente causa corr,por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Juan Carlos Maqueda — Ricardo Luis 
342_p1620,342,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,5,"En consecuencia, es indiscutible que los vicios endilgados s","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1644,342,cambio_outcome,otro,hace_lugar,disidencia,disidencia,5,5,"En consecuencia, corresponde descalificar el fallo recurrido","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1665,342,mejora_gano_firma,otro,procedente,sin_firma,mixed,0,5,"En consecuencia, en la presente causa se suscita un conflict","Por ello, oída la señora Procuradora General, se declara ino",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p1735,342,cambio_outcome,otro,revoca,unanime,unanime,4,4,"En consecuencia, la decisión apelada que responsabilizó al r","Por ello, y oída la señora Procuradora General, se declara p",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1903,342,cambio_outcome,otro,revoca,disidencia,disidencia,4,4,"En consecuencia, se está en presencia de una situación juríd","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1938,342,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"Por estas razones, se debe revocar la sentencia apelada en e","Por ello, de conformidad -en lo pertinente- con lo dictamina",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p2009,342,mejora_gano_firma,otro,confirma,sin_firma,segun_su_voto,0,5,"Por ello, teniendo en cuenta el momento en que se produjo el","Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco — Juan 
342_p2056,342,cambio_outcome,otro,procedente,unanime,unanime,3,3,"En consecuencia, corresponde la descalificación del fallo ap","Por ello, habiendo dictaminado el señor Procurador Fiscal, s",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
342_p2079,342,cambio_outcome,otro,procedente,unanime,unanime,4,4,Por lo expuesto corresponde descalificar lo decidido con arr,"Por ello, se declara procedente el recurso extraordinario y ",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p2136,342,mejora_gano_firma,otro,originaria,sin_firma,disidencia,0,5,en consecuencia.,"Por ello, se resuelve: I. Declarar concluido este proceso.",por_ello,Carlos Fernando Rosenkrantz (en disidencia parcial)— Elena I. Highton de Nolasco
342_p2256,342,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,en consecuencia ser interpretadas las normas de aquella de m,"Por ello, y de conformidad con lo dictaminado por la señora ",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p2344,342,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,4,"En consecuencia, si bien es cierto que la Corte Suprema solo","Por lo expuesto, oído el señor Procurador General de la Naci",por_lo_expuesto,Carlos Fernando Rosenkrantz (en disidencia parcial)— Juan Carlos Maqueda — Ricar
343_p38,343,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,de conformidad con lo previsto en la cláusula undécima del p,"Por ello, se resuelve hacer lugar a la queja, declarar proce",por_ello,Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Luis Lorenzetti.
343_p140,343,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"Por ello, la revisión judicial en juego, por ser la más deli","Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Ricardo Luis Lorenze
343_p195,343,mejora_gano_firma,otro,otro,sin_firma,unanime,0,1,"Por todo ello, solicita la habilitación de días y horas inhá","Por ello, y habiendo dictaminado el señor Procurador General",por_ello,Horacio Rosatti.
343_p283,343,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, el pleito corresponde al conocimiento de lo","Por ello, y oído el señor Procurador Fiscal de la Nación, se",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
343_p373,343,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"En consecuencia, el tema a decidir en el presente es el crit","Por ello, en atención al estado de las presentes actuaciones",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
343_p396,343,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"En consecuencia, el tema a decidir en el presente es el crit","Por ello, en atención al estado de las presentes actuaciones",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
343_p603,343,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, una comprensión amplia de la compleja situa","Por ello, en atención al estado de las presentes actuaciones",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco — Juan 
343_p1037,343,cambio_outcome,otro,hace_lugar,segun_su_voto,segun_su_voto,5,5,"En consecuencia, corresponde descalificar el fallo apelado p","Por ello, y lo concordemente dictaminado por el señor Procur",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco — Juan 
343_p1172,343,cambio_outcome,otro,procedente,unanime,unanime,5,5,"En consecuencia, corresponde –en el aspecto aludido- descali","Por ello, y lo dictaminado en sentido concordante por la señ",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
343_p1218,343,cambio_outcome,otro,revoca,mixed,mixed,5,5,"En consecuencia, se está en presencia de una situación juríd","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco — Juan 
343_p1259,343,mejora_gano_firma,otro,desestima,sin_firma,segun_su_voto,0,4,"Por ello, menos aún puede argumentarse que dicho instrumento","Por ello, oída la señora Procuradora Fiscal, se desestima el",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
343_p1457,343,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,1,"Por ello, oído el señor Procurador General de la Nación inte","Por ello, oído el señor Procurador General, se resuelve: I. ",por_ello,Elena I. Highton de Nolasco.
343_p1599,343,cambio_outcome,otro,competencia,unanime,unanime,4,4,"Por ello, aun cuando el valor del objeto es inferior a $ 500","Por ello, oído el señor Procurador General de la Nación inte",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
343_p1624,343,REGRESION_menos_jueces,hace_lugar,originaria,mixed,unanime,6,1,"Por ello, oído el señor Procurador General de la Nación inte","Por ello, habiendo dictaminado el señor Procurador General d",por_ello,Elena I. Highton de Nolasco.
343_p1738,343,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,en consecuencia dictada por autoridad jurisdiccional extranj,"Por lo expuesto, de conformidad en lo pertinente con lo dict",por_lo_expuesto,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti. Rec
343_p1784,343,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,4,"en consecuencia, hizo lugar a la acción entablada por Rosa A","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos Fernando Rosenkrantz (según su voto) — Elena I. Highton de Nolasco — Juan
343_p1923,343,mejora_gano_firma,otro,competencia,sin_firma,unanime,0,5,"De conformidad con lo dispuesto por el art. 21, inc. 1º, de ","Por ello, por mayoría, se resuelve: I.- Declarar que es esta",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
343_p1987,343,REGRESION_menos_jueces,otro,hace_lugar,unanime,unanime,5,3,"En consecuencia, aun cuando el estado actual de la investiga","Por ello, concordemente con lo expresado, se hace lugar a la",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Horacio Rosatti.
343_p2087,343,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,4,"En consecuencia, si el agravio invocado como sustento de la ","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
343_p2211,343,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,4,"En consecuencia, en la presente causa se suscita un conflict","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",por_ello,Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
343_p2280,343,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"en consecuencia, se aduce que “la participación de los encar","Por ello, habiendo dictaminado la señora Procuradora General",por_ello,Carlos Fernando Rosenkrantz (según su voto)— Juan Carlos Maqueda — Ricardo Luis 
344_p81,344,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"Por todo ello, el agravio planteado prescinde de las constan","Por ello, oído el señor Procurador General de la Nación inte",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p277,344,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,4,"en consecuencia sobre el fondo de la causa, en sustitución d","Por ello, y oída la señora Procuradora Fiscal, se hace lugar",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p421,344,REGRESION_menos_jueces,confirma,confirma,mixed,unanime,6,1,"Por ello, se declara formalmente procedente el recurso extra","Por ello, se declara formalmente admisible el recurso extrao",por_ello,Ricardo Luis Lorenzetti.
344_p494,344,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,de conformidad con las leyes 25.675 General del Ambiente (LG,"Por ello, oída en esta instancia la señora Procuradora Fisca",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco (según 
344_p507,344,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,4,"En consecuencia, adujo que a pesar de la reforma constitucio",Por ello y de conformidad con lo oportunamente dictaminado p,por_ello,Carlos Fernando Rosenkrantz (en disidencia parcial)– Juan Carlos Maqueda – Ricar
344_p711,344,cambio_outcome,otro,hace_lugar,unanime,unanime,4,4,"Por lo expuesto, el fallo impugnado resulta descalificable c","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p809,344,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,4,Por ello como se reconoció en los precedentes citados la Ciu,"Por ello, y oído el señor Procurador General de la Nación in",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Juan Carlos Maqueda – Ricardo Luis 
344_p936,344,mejora_gano_firma,otro,originaria,sin_firma,segun_su_voto,0,4,"En consecuencia, no se trata de una mera indagación o consul","Por ello, concordemente con el dictamen de la señora Procura",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p1013,344,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,5,"En consecuencia, concluyó en que el acto impugnado resultaba","Por ello, se declara procedente el recurso extraordinario y ",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p1033,344,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,5,"de conformidad con lo normado por el art. 27, primer párrafo","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1082,344,mejora_gano_firma,abstracto,otro,sin_firma,unanime,0,3,"Por ello, cabe excluir ese cargo de la procedencia de la ext","Por lo expuesto, de conformidad en lo pertinente con lo dict",por_lo_expuesto,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti. Rec
344_p1270,344,mejora_gano_firma,otro,desestima,sin_firma,segun_su_voto,0,5,"De conformidad con ello, quien pretenda la revisión judicial","Por ello, se desestima la queja. Notifíquese y, oportunament",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p1464,344,mejora_gano_firma,otro,procedente,sin_firma,disidencia,0,5,"En consecuencia, la consideración ab initio del a quo, se ap","Por ello, se declara procedente el recurso ordinario interpu",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1557,344,mejora_gano_firma,otro,confirma,sin_firma,segun_su_voto,0,2,"Por ello, el hecho de que el legislador local —a diferencia ","Por todo lo expuesto, y habiendo dictaminado la señora Procu",por_todo_lo_exp,Elena I. Highton de Nolasco – Ricardo Luis Lorenzetti – Martín Irurzun (según su
344_p1642,344,mejora_gano_firma,otro,competencia,sin_firma,disidencia,0,5,"En consecuencia, el tema a decidir en el presente es el crit","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p1857,344,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"Por ello, la facultad de los jueces locales de denegar el re","Por ello, y oída la señora Procuradora Fiscal, se declara pr",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2026,344,cambio_outcome,otro,revoca,unanime,unanime,3,3,"En consecuencia, habida cuenta de la ostensible orfandad de ","Por ello, se declara parcialmente procedente el recurso extr",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda.
344_p2062,344,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"En consecuencia, deben desestimarse los agravios en que se s","Por ello, de conformidad en lo pertinente con lo dictaminado",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco (en disidencia)– Juan 
344_p2339,344,mejora_gano_firma,otro,confirma,sin_firma,segun_su_voto,0,5,"En consecuencia, admitir el planteo del actor en lo que se r","Por ello, y concordemente con lo dictaminado por el señor Pr",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2393,344,cambio_outcome,otro,hace_lugar,unanime,unanime,4,4,"En consecuencia, se advierte que un argumento central plante","Por ello, y lo concordemente dictaminado por el señor Procur",por_ello,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2441,344,mejora_gano_firma,otro,desestima,sin_firma,segun_su_voto,0,5,"De conformidad con el trámite previsto por la ley 1565, se d","Por ello, se desestima la queja. Notifíquese y, oportunament",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco (según 
344_p2513,344,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"Por ello, si el legislador hubiese querido incluir otra exce","Por todo lo expuesto, oída la señora Procuradora Fiscal, se ",por_todo_lo_exp,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p2581,344,cambio_outcome,otro,procedente,mixed,mixed,4,4,En consecuencia y toda vez que es facultad del Tribunal atri,"Por ello, habiendo dictaminado el señor Procurador Fiscal, s",por_ello,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco (en dis
344_p2647,344,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,5,"En consecuencia, resulta evidente que en el caso no se ha co","Por ello, con el alcance que surge del presente pronunciamie",por_ello,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Elena I. H
344_p2868,344,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,5,"en consecuencia, ordenó al Instituto de Obra Social de la Pr","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",por_ello,Horacio Rosatti (según su voto)– Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p3156,344,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"Atento a que, en el recurso extraordinario federal, la defen","Por lo expuesto, el Tribunal resuelve: I) Declarar procedent",por_lo_expuesto,Horacio Rosatti – Juan Carlos Maqueda – Elena I. Highton de Nolasco – Ricardo Lu
344_p3368,344,cambio_outcome,otro,hace_lugar,segun_su_voto,segun_su_voto,3,3,"En consecuencia, por todos los motivos expresados, correspon","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Horacio Rosatti (según su voto)– Juan Carlos Maqueda – Elena I. Highton de Nolas
344_p3458,344,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por todo ello, concluye que la decisión apelada consagra una","Por todo lo expuesto, de conformidad con lo propiciado por e",por_todo_lo_exp,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
344_p3551,344,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"Por ello, solicitaron a la jueza federal que se excluyese a ","Por ello, se rechaza el recurso extraordinario y, con el alc",por_ello,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
344_p3600,344,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,4,"En consecuencia, revocó la sentencia y declaró la nulidad de","Por ello, se declara procedente el recurso extraordinario y ",por_ello,Horacio Rosatti - Carlos Fernando Rosenkrantz (según su voto)– Juan Carlos Maque
344_p3636,344,cambio_outcome,otro,confirma,sin_firma,sin_firma,0,0,"En consecuencia, de acuerdo con lo dispuesto por la ley 24.9","Por ello, oído el señor Procurador General de la Nación inte",por_ello,
345_p22,345,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"Por ello, solicita que se haga cesar el estado de incertidum","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz (según su voto)— Juan Carlos Maque
345_p37,345,mejora_gano_firma,otro,competencia,sin_firma,disidencia,0,4,"En consecuencia, el tema a decidir en el presente es el crit","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz (en disidencia)— Juan Carlos Maque
345_p58,345,cambio_outcome,otro,hace_lugar,unanime,unanime,4,4,"Por ello, asiste razón al recurrente en cuanto sostiene que ","Por ello, se hace lugar a la queja y se deja sin efecto el p",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Lu
345_p76,345,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, es dable concluir que se encuentran reunido","Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Lu
345_p123,345,cambio_outcome,otro,procedente,segun_su_voto,segun_su_voto,4,4,"En consecuencia, el fallo carece de la debida fundamentación","Por ello, habiendo dictaminado el señor Procurador General d",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda (según su vo
345_p270,345,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"En consecuencia, y siguiendo el criterio expuesto por esta C","Por todo lo expuesto, habiendo dictaminado el señor Procurad",por_todo_lo_exp,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Lu
345_p358,345,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, teniendo en cuenta las obligaciones que se ","Por ello, habiendo dictaminado el señor Procurador Fiscal y ",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Lu
345_p440,345,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,4,"por ello, no se verificaba la incompetencia de los tribunale","Por ello, se desestima la queja. Intímese a la recurrente a ",por_ello,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Lu
345_p549,345,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"Por ello, se tuvo presente que “reglamentar adecuadamente el","Por ello, habiendo dictaminado el señor Procurador General d",por_ello,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
