caso_id_canonico,tomo,voting_pattern,bl_voting_pattern,n_votos_baseline,bl_n_votos,n_disid_baseline,bl_n_disid,n_votos_total_a,n_disid_total_a,n_nuevos_ampliado,firma_end,firma_lines_count,por_ello_idx,inicio_votos_indiv
330_p1191,330,unanime,unanime,0,0,1,1,0,1,0,16,8,9,145
330_p1195,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,373,5,366,372
330_p1205,330,unanime,unanime,0,0,0,0,0,0,0,319,2,315,
330_p1214,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,115,6,105,114
330_p1218,330,unanime,unanime,0,0,0,0,0,0,0,84,2,74,
330_p1221,330,unanime,unanime,0,0,0,0,0,0,0,34,2,30,
330_p1222,330,unanime,unanime,0,0,0,0,0,0,0,206,2,198,
330_p1228,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,210,5,200,209
330_p1234,330,disidencia,disidencia,0,0,1,1,0,1,0,40,5,31,39
330_p1236,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p1241,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,142,5,137,141
330_p1246,330,unanime,unanime,0,0,0,0,0,0,0,96,2,88,
330_p1250,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,247,5,238,248
330_p1257,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,110,
330_p1261,330,disidencia,disidencia,0,0,0,0,0,0,0,304,5,284,
330_p1271,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1276,330,unanime,unanime,0,0,0,0,0,0,0,99,2,65,
330_p1279,330,unanime,unanime,0,0,0,0,0,0,0,264,2,260,
330_p1286,330,unanime,unanime,0,0,0,0,0,0,0,118,2,111,
330_p1289,330,unanime,unanime,0,0,0,0,0,0,0,17,4,10,
330_p1291,330,unanime,unanime,0,0,0,0,0,0,0,342,2,338,
330_p1300,330,unanime,unanime,0,0,0,0,0,0,0,110,2,102,
330_p1303,330,unanime,unanime,0,0,0,0,0,0,0,65,2,56,
330_p1305,330,unanime,unanime,0,0,0,0,0,0,0,43,2,36,
330_p1307,330,unanime,unanime,0,0,0,0,0,0,0,86,2,78,
330_p1309,330,unanime,unanime,1,1,0,0,1,0,0,102,173,98,229
330_p1325,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1332,330,disidencia,disidencia,0,0,1,1,0,1,0,103,5,99,109
330_p1336,330,disidencia,disidencia,0,0,2,2,0,2,0,268,20,260,267
330_p1350,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,210,6,201,209
330_p1356,330,disidencia,disidencia,0,0,1,1,0,1,0,350,8,344,352
330_p1366,330,unanime,unanime,0,0,0,0,0,0,0,78,3,70,
330_p1369,330,segun_su_voto,segun_su_voto,3,3,0,0,3,0,0,182,10,177,188
330_p1375,330,unanime,unanime,0,0,0,0,0,0,0,46,2,39,
330_p1377,330,unanime,unanime,0,0,0,0,0,0,0,231,2,226,
330_p1383,330,unanime,unanime,0,0,0,0,0,0,0,205,2,199,
330_p1389,330,unanime,unanime,0,0,0,0,0,0,0,142,2,135,
330_p1393,330,unanime,unanime,0,0,0,0,0,0,0,183,2,175,
330_p1398,330,disidencia,disidencia,0,0,1,1,0,1,0,148,6,134,147
330_p1402,330,unanime,unanime,0,0,0,0,0,0,0,89,2,83,
330_p1405,330,unanime,unanime,0,0,0,0,0,0,0,30,2,27,
330_p1407,330,disidencia,disidencia,0,0,1,1,0,1,0,311,5,299,310
330_p1417,330,unanime,unanime,0,0,0,0,0,0,0,198,3,192,
330_p1422,330,unanime,unanime,0,0,0,0,0,0,0,189,2,183,
330_p1427,330,mixed,mixed,1,1,1,1,1,1,0,210,9,200,209
330_p1436,330,unanime,unanime,0,0,0,0,0,0,0,444,2,439,
330_p1447,330,unanime,unanime,0,0,0,0,0,0,0,128,2,124,
330_p1451,330,unanime,unanime,0,0,0,0,0,0,0,247,2,241,
330_p1457,330,disidencia,disidencia,0,0,1,1,0,1,0,265,6,254,263
330_p1465,330,disidencia,disidencia,0,0,1,1,0,1,0,111,5,101,110
330_p1469,330,disidencia,disidencia,0,0,1,1,0,1,0,171,5,162,170
330_p1474,330,unanime,unanime,0,0,0,0,0,0,0,152,2,143,
330_p1478,330,mixed,mixed,1,1,2,2,1,2,0,278,14,270,280
330_p1491,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,186,6,179,185
330_p1497,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,187,5,180,186
330_p1503,330,unanime,unanime,0,0,0,0,0,0,0,165,2,158,
330_p1507,330,unanime,unanime,0,0,0,0,0,0,0,245,3,226,
330_p1514,330,disidencia,disidencia,0,0,1,1,0,1,0,20,5,10,19
330_p1516,330,disidencia,disidencia,0,0,1,1,0,1,0,119,14,113,118
330_p1523,330,unanime,unanime,0,0,0,0,0,0,0,35,2,32,
330_p1525,330,unanime,unanime,0,0,0,0,0,0,0,37,2,27,
330_p1526,330,unanime,unanime,0,0,0,0,0,0,0,51,3,45,
330_p1528,330,unanime,unanime,0,0,0,0,0,0,0,55,3,49,
330_p1529,330,disidencia,disidencia,0,0,1,1,0,1,0,137,8,125,135
330_p1534,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,201,5,197,202
330_p1540,330,disidencia,disidencia,0,0,1,1,0,1,0,168,4,159,167
330_p1545,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,174,5,165,179
330_p1550,330,disidencia,disidencia,0,0,2,2,0,2,0,360,14,347,358
330_p1564,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,66,6,57,68
330_p1567,330,disidencia,disidencia,0,0,1,1,0,1,0,170,6,160,175
330_p1572,330,unanime,unanime,0,0,0,0,0,0,0,203,3,197,
330_p1578,330,disidencia,disidencia,0,0,1,1,0,1,0,60,4,54,66
330_p1580,330,disidencia,disidencia,0,0,1,1,0,1,0,242,6,231,241
330_p1587,330,unanime,unanime,0,0,0,0,0,0,0,479,2,473,
330_p1599,330,unanime,unanime,0,0,0,0,0,0,0,46,2,34,
330_p1601,330,unanime,unanime,0,0,0,0,0,0,0,67,3,52,
330_p1603,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1606,330,unanime,unanime,0,0,0,0,0,0,0,73,4,68,
330_p1608,330,unanime,unanime,0,0,0,0,0,0,0,86,3,79,
330_p1610,330,unanime,unanime,0,0,0,0,0,0,0,299,2,293,
330_p1618,330,unanime,unanime,0,0,0,0,0,0,0,46,2,38,
330_p1620,330,unanime,unanime,0,0,0,0,0,0,0,95,2,84,
330_p1623,330,unanime,unanime,0,0,0,0,0,0,0,122,2,114,
330_p1626,330,unanime,unanime,0,0,0,0,0,0,0,107,2,99,
330_p1629,330,unanime,unanime,0,0,0,0,0,0,0,102,2,95,
330_p1632,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1635,330,unanime,unanime,0,0,0,0,0,0,0,281,2,274,
330_p1642,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1643,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p1644,330,unanime,unanime,0,0,0,0,0,0,0,161,2,158,
330_p1649,330,unanime,unanime,0,0,0,0,0,0,0,885,3,879,
330_p1671,330,disidencia,disidencia,0,0,1,1,0,1,0,470,10,465,471
330_p1703,330,disidencia,disidencia,0,0,1,1,0,1,0,133,5,125,138
330_p1708,330,disidencia,disidencia,0,0,1,1,0,1,0,362,7,347,360
330_p1718,330,unanime,unanime,0,0,0,0,0,0,0,152,3,145,
330_p1722,330,disidencia,disidencia,0,0,1,1,0,1,0,415,6,406,420
330_p1733,330,disidencia,disidencia,0,0,1,1,0,1,0,186,8,174,185
330_p1740,330,disidencia,disidencia,0,0,1,1,0,1,0,299,5,294,301
330_p1748,330,unanime,unanime,0,0,0,0,0,0,0,107,2,102,
330_p1751,330,disidencia,disidencia,0,0,1,1,0,1,0,87,9,83,92
330_p1759,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1762,330,unanime,unanime,0,0,0,0,0,0,0,30,2,23,
330_p1763,330,disidencia,disidencia,0,0,1,1,0,1,0,312,4,306,314
330_p1772,330,unanime,unanime,0,0,0,0,0,0,0,172,2,166,
330_p1777,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,158,10,154,160
330_p1785,330,unanime,unanime,0,0,0,0,0,0,0,11,1,9,
330_p1791,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,225,9,216,223
330_p1802,330,unanime,unanime,0,0,0,0,0,0,0,62,3,54,
330_p1804,330,unanime,unanime,0,0,0,0,0,0,0,98,3,92,
330_p1807,330,unanime,unanime,0,0,0,0,0,0,0,270,2,264,
330_p1814,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,74,
330_p1817,330,unanime,unanime,0,0,0,0,0,0,0,128,4,124,
330_p1820,330,unanime,unanime,0,0,0,0,0,0,0,108,2,101,
330_p1823,330,unanime,unanime,0,0,0,0,0,0,0,121,3,110,
330_p1827,330,unanime,unanime,0,0,0,0,0,0,0,92,2,85,
330_p1829,330,unanime,unanime,0,0,0,0,0,0,0,90,2,79,
330_p1832,330,unanime,unanime,0,0,0,0,0,0,0,168,3,158,
330_p1836,330,unanime,unanime,0,0,0,0,0,0,0,69,3,61,
330_p1838,330,disidencia,disidencia,0,0,1,1,0,1,0,133,5,129,135
330_p1844,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,125,5,119,124
330_p1849,330,unanime,unanime,0,0,0,0,0,0,0,164,2,156,
330_p1854,330,unanime,unanime,0,0,0,0,0,0,0,52,2,49,
330_p1855,330,unanime,unanime,0,0,0,0,0,0,0,1346,4,1340,
330_p1888,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1893,330,unanime,unanime,0,0,0,0,0,0,0,68,2,65,
330_p1895,330,disidencia,disidencia,0,0,1,1,0,1,0,287,4,281,293
330_p1903,330,unanime,unanime,0,0,0,0,0,0,0,141,2,133,
330_p1907,330,unanime,unanime,0,0,0,0,0,0,0,103,2,89,
330_p1910,330,disidencia,disidencia,0,0,1,1,0,1,0,152,5,141,151
330_p1915,330,unanime,unanime,0,0,0,0,0,0,0,129,2,118,
330_p1918,330,unanime,unanime,0,0,0,0,0,0,0,271,4,256,
330_p1925,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p1927,330,unanime,unanime,0,0,0,0,0,0,0,636,2,620,
330_p1943,330,unanime,unanime,0,0,0,0,0,0,0,75,2,67,
330_p1945,330,unanime,unanime,0,0,0,0,0,0,0,64,2,56,
330_p1947,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p1950,330,disidencia,disidencia,0,0,1,1,0,1,0,353,5,342,352
330_p1961,330,disidencia,disidencia,0,0,1,1,0,1,0,355,6,340,354
330_p1971,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p1975,330,disidencia,disidencia,0,0,1,1,0,1,0,450,5,446,456
330_p1987,330,unanime,unanime,0,0,0,0,0,0,0,43,2,38,
330_p1989,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,811,12,801,809
330_p2014,330,unanime,unanime,0,0,0,0,0,0,0,112,2,105,
330_p2017,330,disidencia,disidencia,0,0,1,1,0,1,0,344,11,329,343
330_p2033,330,disidencia,disidencia,0,0,1,1,0,1,0,237,6,224,235
330_p2040,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2046,330,unanime,unanime,0,0,0,0,0,0,0,33,2,30,
330_p2047,330,unanime,unanime,0,0,0,0,0,0,0,76,2,72,
330_p2049,330,disidencia,disidencia,0,0,1,1,0,1,0,344,11,330,345
330_p2059,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2061,330,unanime,unanime,0,0,0,0,0,0,0,100,4,97,
330_p2064,330,unanime,unanime,0,0,0,0,0,0,0,29,2,24,
330_p2065,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,286,6,280,285
330_p2074,330,mixed,mixed,1,1,1,1,1,1,0,137,6,127,143
330_p2081,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,226,10,218,225
330_p2090,330,disidencia,disidencia,0,0,1,1,0,1,0,96,6,89,95
330_p2093,330,disidencia,disidencia,0,0,1,1,0,1,0,252,5,246,254
330_p2101,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,299,5,291,298
330_p2112,330,disidencia,disidencia,0,0,1,1,0,1,0,93,6,89,98
330_p2115,330,disidencia,disidencia,0,0,2,2,0,2,0,76,11,69,81
330_p2122,330,unanime,unanime,0,0,0,0,0,0,0,339,4,326,
330_p2131,330,disidencia,disidencia,0,0,1,1,0,1,0,69,5,55,71
330_p2134,330,mixed,mixed,1,1,1,1,1,1,0,161,8,155,166
330_p2140,330,disidencia,disidencia,0,0,1,1,0,1,0,176,5,167,175
330_p2146,330,unanime,unanime,0,0,0,0,0,0,0,201,2,193,
330_p2151,330,disidencia,disidencia,0,0,1,1,0,1,0,414,14,406,413
330_p2168,330,disidencia,disidencia,0,0,1,1,0,1,0,437,19,428,435
330_p2180,330,disidencia,disidencia,0,0,1,1,0,1,0,214,4,204,215
330_p2186,330,disidencia,disidencia,0,0,1,1,0,1,0,212,6,206,218
330_p2192,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p2206,330,unanime,unanime,0,0,0,0,0,0,0,324,3,317,
330_p2215,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,229,6,220,228
330_p2222,330,disidencia,disidencia,0,0,1,1,0,1,0,304,6,286,302
330_p2231,330,mixed,mixed,1,1,1,1,1,1,0,56,10,50,55
330_p2234,330,disidencia,disidencia,0,0,1,1,0,1,0,183,4,176,182
330_p2241,330,disidencia,disidencia,0,0,1,1,0,1,0,57,6,48,62
330_p2245,330,disidencia,disidencia,0,0,1,1,0,1,0,139,6,133,144
330_p2249,330,unanime,unanime,0,0,0,0,0,0,0,225,2,220,
330_p2255,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,369,5,361,375
330_p2265,330,disidencia,disidencia,0,0,1,1,0,1,0,69,5,62,71
330_p2268,330,unanime,unanime,0,0,0,0,0,0,0,240,3,234,
330_p2274,330,unanime,unanime,0,0,0,0,0,0,0,117,5,106,
330_p2277,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,235,6,223,234
330_p2284,330,unanime,unanime,0,0,0,0,0,0,0,76,2,71,
330_p2286,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p2304,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,644,11,633,642
330_p2321,330,disidencia,disidencia,0,0,1,1,0,1,0,47,6,41,46
330_p2323,330,disidencia,disidencia,0,0,1,1,0,1,0,115,8,107,117
330_p2327,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,269,11,254,268
330_p2334,330,disidencia,disidencia,0,0,1,1,0,1,0,106,7,70,105
330_p2341,330,unanime,unanime,0,0,0,0,0,0,0,50,2,43,
330_p2342,330,unanime,unanime,0,0,0,0,0,0,0,69,2,61,
330_p2345,330,unanime,unanime,0,0,0,0,0,0,0,62,2,55,
330_p2347,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,135,4,126,134
330_p2351,330,disidencia,disidencia,0,0,1,1,0,1,0,154,12,149,156
330_p2361,330,mixed,mixed,1,1,1,1,1,1,0,1309,23,1285,1311
330_p2414,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2416,330,unanime,unanime,0,0,0,0,0,0,0,519,3,511,
330_p2429,330,disidencia,disidencia,0,0,1,1,0,1,0,205,7,196,204
330_p2434,330,mixed,mixed,1,1,2,2,1,2,0,266,13,260,9
330_p2442,330,unanime,unanime,0,0,0,0,0,0,0,55,2,48,
330_p2444,330,unanime,unanime,0,0,0,0,0,0,0,42,2,39,
330_p2445,330,disidencia,disidencia,0,0,1,1,0,1,0,79,9,73,78
330_p2452,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,6,,
330_p2464,330,unanime,unanime,0,0,0,0,0,0,0,224,4,218,
330_p2470,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,299,
330_p2478,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,506,4,477,507
330_p2491,330,unanime,unanime,0,0,0,0,0,0,0,80,2,74,
330_p2494,330,unanime,unanime,0,0,0,0,0,0,0,129,2,120,
330_p2498,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,151,7,142,152
330_p2507,330,unanime,unanime,0,0,0,0,0,0,0,504,3,495,
330_p2520,330,unanime,unanime,0,0,0,0,0,0,0,17,2,9,
330_p2521,330,mixed,mixed,2,2,1,1,2,1,0,196,11,188,195
330_p2527,330,unanime,unanime,0,0,0,0,0,0,0,186,2,182,
330_p2533,330,mixed,mixed,3,3,0,0,3,0,0,320,20,312,319
330_p2548,330,disidencia,disidencia,0,0,1,1,0,1,0,312,9,304,311
330_p2564,330,disidencia,disidencia,0,0,1,1,0,1,0,202,6,192,201
330_p2570,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,50,7,44,49
330_p2574,330,unanime,unanime,0,0,0,0,0,0,0,15,3,10,
330_p2575,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2584,330,unanime,unanime,0,0,0,0,0,0,0,220,5,209,
330_p2590,330,mixed,mixed,1,1,1,1,1,1,0,126,16,122,127
330_p2599,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,373,9,360,374
330_p2610,330,unanime,unanime,0,0,0,0,0,0,0,293,2,270,
330_p2617,330,unanime,unanime,0,0,0,0,0,0,0,343,3,336,
330_p2626,330,unanime,unanime,0,0,0,0,0,0,0,76,2,68,
330_p2628,330,unanime,unanime,0,0,0,0,0,0,0,62,3,56,
330_p2630,330,unanime,unanime,0,0,0,0,0,0,0,62,3,56,
330_p2632,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,147,6,139,146
330_p2637,330,unanime,unanime,0,0,0,0,0,0,0,60,2,56,
330_p2639,330,disidencia,disidencia,0,0,1,1,0,1,0,589,4,573,588
330_p2655,330,segun_su_voto,segun_su_voto,0,0,1,1,0,1,0,84,9,77,82
330_p2658,330,disidencia,disidencia,0,0,1,1,0,1,0,275,13,267,280
330_p2671,330,disidencia,disidencia,0,0,2,2,0,2,0,405,15,398,404
330_p2685,330,mixed,mixed,2,2,1,1,2,1,0,307,10,298,339
330_p2696,330,mixed,mixed,2,2,0,0,2,0,0,234,13,224,233
330_p2711,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,484,15,475,482
330_p2730,330,unanime,unanime,0,0,0,0,0,0,0,184,3,172,
330_p2735,330,unanime,unanime,0,0,0,0,0,0,0,57,2,50,
330_p2737,330,unanime,unanime,0,0,0,0,0,0,0,62,3,52,
330_p2739,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,96,
330_p2746,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2748,330,disidencia,disidencia,0,0,1,1,0,1,0,657,7,643,655
330_p2767,330,unanime,unanime,0,0,0,0,0,0,0,254,2,247,
330_p2774,330,disidencia,disidencia,0,0,2,2,0,2,0,128,13,112,126
330_p2786,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,147,7,141,148
330_p2792,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2793,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2794,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p2795,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,74,4,46,79
330_p2798,330,unanime,unanime,0,0,0,0,0,0,0,25,2,21,
330_p2799,330,unanime,unanime,0,0,0,0,0,0,0,37,2,35,
330_p2800,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,595,18,589,596
330_p2826,330,disidencia,disidencia,0,0,1,1,0,1,0,359,7,349,357
330_p2836,330,disidencia,disidencia,0,0,1,1,0,1,0,431,4,424,437
330_p2847,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2849,330,unanime,unanime,0,0,0,0,0,0,0,307,281,300,
330_p2877,330,unanime,unanime,0,0,0,0,0,0,0,584,2,576,
330_p2892,330,unanime,unanime,0,0,0,0,0,0,0,324,2,315,
330_p2900,330,unanime,unanime,0,0,0,0,0,0,0,52,2,44,
330_p2902,330,disidencia,disidencia,0,0,1,1,0,1,0,383,4,354,382
330_p2915,330,disidencia,disidencia,0,0,1,1,0,1,0,194,5,186,193
330_p2921,330,mixed,mixed,1,1,1,1,1,1,0,80,11,76,81
330_p2927,330,unanime,unanime,0,0,0,0,0,0,0,168,2,164,
330_p2932,330,unanime,unanime,0,0,0,0,0,0,0,802,4,791,
330_p2952,330,unanime,unanime,0,0,0,0,0,0,0,70,2,62,
330_p2954,330,unanime,unanime,0,0,0,0,0,0,0,86,2,75,
330_p2957,330,unanime,unanime,0,0,0,0,0,0,0,138,2,132,
330_p2961,330,unanime,unanime,0,0,0,0,0,0,0,104,2,96,
330_p2964,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p2968,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p2970,330,disidencia,disidencia,0,0,1,1,0,1,0,150,7,140,148
330_p2975,330,unanime,unanime,0,0,0,0,0,0,0,230,3,219,
330_p2981,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,388,9,380,387
330_p2992,330,unanime,unanime,0,0,0,0,0,0,0,258,3,253,
330_p2999,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,54,6,50,59
330_p3002,330,mixed,mixed,1,1,1,1,1,1,0,398,6,393,400
330_p3015,330,disidencia,disidencia,0,0,0,0,0,0,0,158,4,153,
330_p3020,330,disidencia,disidencia,0,0,1,1,0,1,0,63,6,59,64
330_p3025,330,disidencia,disidencia,0,0,1,1,0,1,0,28,5,25,34
330_p3028,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,159,6,146,158
330_p3036,330,mixed,mixed,1,1,1,1,1,1,0,183,9,178,188
330_p3045,330,mixed,mixed,1,1,1,1,1,1,0,367,10,354,366
330_p3055,330,disidencia,disidencia,0,0,1,1,0,1,0,396,6,386,395
330_p3069,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p3074,330,disidencia,disidencia,0,0,1,1,0,1,0,695,6,689,700
330_p3092,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,176,6,161,175
330_p3098,330,disidencia,disidencia,0,0,2,2,0,2,0,113,12,104,115
330_p3109,330,disidencia,disidencia,0,0,1,1,0,1,0,559,7,552,558
330_p3126,330,mixed,mixed,1,1,1,1,1,1,0,383,8,362,382
330_p3141,330,sin_firma,sin_firma,0,0,1,1,0,1,0,,5,,74
330_p3145,330,disidencia,disidencia,0,0,1,1,0,1,0,62,6,58,64
330_p3149,330,disidencia,disidencia,0,0,2,2,0,2,0,406,10,395,405
330_p3160,330,mixed,mixed,1,1,2,2,1,2,0,2589,53,2575,2591
330_p3248,330,disidencia,disidencia,0,0,2,2,2,2,2,2414,29,2410,2415
330_p3379,330,unanime,unanime,0,0,0,0,0,0,0,871,3,863,
330_p3400,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,246,8,234,245
330_p3409,330,mixed,mixed,0,0,1,1,0,1,0,231,18,221,245
330_p3422,330,disidencia,disidencia,0,0,1,1,0,1,0,52,7,47,58
330_p3426,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,226,4,214,227
330_p3432,330,mixed,mixed,1,1,1,1,1,1,0,326,16,319,5
330_p3444,330,disidencia,disidencia,0,0,1,1,0,1,0,65,5,58,64
330_p3447,330,unanime,unanime,0,0,0,0,0,0,0,309,4,298,
330_p3455,330,unanime,unanime,0,0,0,0,0,0,0,137,2,128,
330_p3458,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p3461,330,unanime,unanime,0,0,0,0,0,0,0,54,3,50,
330_p3463,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p3471,330,unanime,unanime,0,0,0,0,0,0,0,234,3,226,
330_p3477,330,unanime,unanime,0,0,0,0,0,0,0,194,3,185,
330_p3483,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,176,15,165,175
330_p3494,330,sin_firma,sin_firma,1,1,0,0,1,0,0,,4,288,4
330_p3502,330,disidencia,disidencia,0,0,1,1,0,1,0,191,5,180,190
330_p3509,330,disidencia,disidencia,0,0,2,2,0,2,0,124,8,115,123
330_p3513,330,segun_su_voto,segun_su_voto,0,0,1,1,0,1,0,205,6,202,1
330_p3519,330,disidencia,disidencia,0,0,1,1,0,1,0,174,10,169,176
330_p3526,330,disidencia,disidencia,0,0,2,2,0,2,0,382,10,372,381
330_p3537,330,unanime,unanime,0,0,0,0,0,0,0,297,2,293,
330_p3546,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,86,8,78,84
330_p3549,330,unanime,unanime,0,0,0,0,0,0,0,118,2,113,
330_p3552,330,unanime,unanime,0,0,0,0,0,0,0,180,2,175,
330_p3557,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,222,7,215,221
330_p3565,330,unanime,unanime,0,0,0,0,0,0,0,580,3,573,
330_p3579,330,unanime,unanime,0,0,0,0,0,0,0,32,3,27,
330_p3581,330,unanime,unanime,0,0,0,0,0,0,0,45,2,42,
330_p3582,330,disidencia,disidencia,0,0,2,2,0,2,0,224,9,215,223
330_p3589,330,disidencia,disidencia,0,0,1,1,0,1,0,117,10,109,115
330_p3593,330,unanime,unanime,0,0,0,0,0,0,0,614,2,594,
330_p3609,330,disidencia,disidencia,0,0,1,1,0,1,0,407,10,391,409
330_p3623,330,unanime,unanime,0,0,0,0,0,0,0,129,3,121,
330_p3627,330,unanime,unanime,0,0,0,0,0,0,0,92,3,80,
330_p3630,330,unanime,unanime,0,0,0,0,0,0,0,164,2,156,
330_p3635,330,unanime,unanime,0,0,0,0,0,0,0,189,3,180,
330_p3640,330,disidencia,disidencia,0,0,1,1,0,1,0,423,6,414,422
330_p3652,330,disidencia,disidencia,0,0,1,1,0,1,0,164,7,153,163
330_p3657,330,unanime,unanime,0,0,0,0,0,0,0,60,2,58,
330_p3659,330,unanime,unanime,0,0,0,0,0,0,0,135,2,132,
330_p3663,330,unanime,unanime,0,0,0,0,0,0,0,350,2,51,
330_p3673,330,unanime,unanime,0,0,0,0,0,0,0,275,3,269,
330_p3680,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,129,5,104,130
330_p3685,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p3714,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,4,,
330_p3722,330,unanime,unanime,0,0,0,0,0,0,0,47,3,44,
330_p3723,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,43,5,33,42
330_p3725,330,mixed,mixed,1,1,2,2,1,2,0,612,23,603,613
330_p3758,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p3764,330,unanime,unanime,0,0,0,0,0,0,0,240,2,233,
330_p3771,330,unanime,unanime,0,0,0,0,0,0,0,65,2,56,
330_p3773,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,140,
330_p3777,330,unanime,unanime,0,0,0,0,0,0,0,262,2,257,
330_p3784,330,unanime,unanime,0,0,0,0,0,0,0,72,2,66,
330_p3787,330,disidencia,disidencia,0,0,1,1,0,1,0,185,4,175,191
330_p3793,330,unanime,unanime,0,0,0,0,0,0,0,323,2,316,
