caso_id_canonico,tomo,voting_pattern,bl_voting_pattern,n_votos_baseline,bl_n_votos,n_disid_baseline,bl_n_disid,n_votos_total_a,n_disid_total_a,n_nuevos_ampliado,firma_end,firma_lines_count,por_ello_idx,inicio_votos_indiv
329_p5310,329,disidencia,disidencia,0,0,1,1,0,1,0,207,7,196,205
329_p5316,329,unanime,unanime,0,0,0,0,0,0,0,48,2,45,
329_p5317,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p5319,329,unanime,unanime,0,0,0,0,0,0,0,167,3,162,
329_p5323,329,disidencia,disidencia,0,0,1,1,0,1,0,314,6,306,319
329_p5332,329,unanime,unanime,0,0,0,0,0,0,0,23,2,20,
329_p5333,329,unanime,unanime,0,0,0,0,0,0,0,89,2,84,
329_p5336,329,unanime,unanime,0,0,0,0,0,0,0,274,2,266,
329_p5343,329,unanime,unanime,0,0,0,0,0,0,0,116,2,110,
329_p5346,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p5352,329,unanime,unanime,0,0,0,0,0,0,0,71,2,64,
329_p5354,329,unanime,unanime,0,0,0,0,0,0,0,135,3,128,
329_p5358,329,unanime,unanime,0,0,0,0,0,0,0,98,2,85,
329_p5361,329,unanime,unanime,0,0,0,0,0,0,0,95,2,85,
329_p5364,329,unanime,unanime,0,0,0,0,0,0,0,68,3,56,
329_p5366,329,unanime,unanime,0,0,0,0,0,0,0,71,2,65,
329_p5368,329,unanime,unanime,0,0,0,0,0,0,0,243,3,234,
329_p5375,329,unanime,unanime,0,0,0,0,0,0,0,78,3,69,
329_p5377,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,119,5,111,118
329_p5382,329,mixed,mixed,2,2,3,3,2,3,0,487,29,478,489
329_p5410,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,5,,
329_p5424,329,disidencia,disidencia,0,0,1,1,0,1,0,532,5,514,531
329_p5438,329,disidencia,disidencia,0,0,1,1,0,1,0,303,5,290,302
329_p5446,329,unanime,unanime,0,0,0,0,0,0,0,56,2,48,
329_p5448,329,disidencia,disidencia,0,0,1,1,0,1,0,215,6,204,214
329_p5454,329,disidencia,disidencia,0,0,1,1,0,1,0,150,6,142,149
329_p5460,329,disidencia,disidencia,0,0,1,1,0,1,0,264,7,248,262
329_p5467,329,disidencia,disidencia,0,0,2,2,0,2,0,411,12,390,410
329_p5491,329,unanime,unanime,0,0,0,0,0,0,0,33,2,30,
329_p5493,329,unanime,unanime,0,0,0,0,0,0,0,18,5,15,
329_p5496,329,unanime,unanime,0,0,0,0,0,0,0,66,3,58,
329_p5498,329,unanime,unanime,0,0,0,0,0,0,0,117,2,112,
329_p5502,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,83,5,73,82
329_p5505,329,disidencia,disidencia,0,0,1,1,0,1,0,132,7,121,131
329_p5510,329,unanime,unanime,0,0,0,0,0,0,0,85,3,77,
329_p5512,329,unanime,unanime,0,0,0,0,0,0,0,81,3,73,
329_p5514,329,unanime,unanime,0,0,0,0,0,0,0,140,2,134,
329_p5518,329,unanime,unanime,0,0,0,0,0,0,0,68,2,63,
329_p5520,329,disidencia,disidencia,0,0,1,1,0,1,0,75,10,69,74
329_p5525,329,unanime,unanime,0,0,0,0,0,0,0,128,3,123,
329_p5528,329,unanime,unanime,0,0,0,0,0,0,0,93,2,87,
329_p5531,329,disidencia,disidencia,0,0,1,1,0,1,0,119,7,110,118
329_p5534,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,219,5,211,218
329_p5543,329,unanime,unanime,0,0,0,0,0,0,0,273,2,265,
329_p5550,329,unanime,unanime,0,0,0,0,0,0,0,94,2,87,
329_p5552,329,unanime,unanime,0,0,0,0,0,0,0,88,2,77,
329_p5555,329,unanime,unanime,0,0,0,0,0,0,0,51,2,36,
329_p5556,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,420,7,411,419
329_p5567,329,unanime,unanime,0,0,0,0,0,0,0,316,4,311,
329_p5575,329,unanime,unanime,0,0,0,0,0,0,0,66,2,60,
329_p5578,329,unanime,unanime,0,0,0,0,0,0,0,42,2,39,
329_p5579,329,unanime,unanime,0,0,0,0,0,0,0,74,2,69,
329_p5581,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,146,5,142,147
329_p5586,329,unanime,unanime,0,0,0,0,0,0,0,144,3,135,
329_p5590,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,133,5,128,134
329_p5594,329,disidencia,disidencia,1,1,1,1,1,1,0,193,9,181,7
329_p5600,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,179,5,165,178
329_p5605,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p5607,329,unanime,unanime,0,0,0,0,0,0,0,140,4,136,
329_p5611,329,unanime,unanime,0,0,0,0,0,0,0,60,2,55,
329_p5613,329,unanime,unanime,0,0,0,0,0,0,0,23,3,11,
329_p5614,329,unanime,unanime,0,0,0,0,0,0,0,26,3,22,
329_p5615,329,disidencia,disidencia,0,0,1,1,0,1,0,126,5,118,132
329_p5619,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,31,5,22,30
329_p5621,329,disidencia,disidencia,0,0,1,1,0,1,0,236,7,225,235
329_p5628,329,unanime,unanime,0,0,0,0,0,0,0,796,2,780,
329_p5648,329,disidencia,disidencia,0,0,1,1,0,1,0,136,9,131,142
329_p5655,329,segun_su_voto,segun_su_voto,0,0,0,0,0,0,0,66,7,58,
329_p5658,329,unanime,unanime,0,0,0,0,0,0,0,87,3,74,
329_p5661,329,unanime,unanime,0,0,0,0,0,0,0,203,2,199,
329_p5666,329,unanime,unanime,0,0,0,0,0,0,0,143,2,139,
329_p5670,329,unanime,unanime,0,0,0,0,0,0,0,149,2,145,
329_p5675,329,unanime,unanime,0,0,0,0,0,0,0,223,2,219,
329_p5681,329,unanime,unanime,0,0,0,0,0,0,0,74,3,61,
329_p5683,329,unanime,unanime,0,0,0,0,0,0,0,80,3,68,
329_p5686,329,unanime,unanime,0,0,0,0,0,0,0,92,3,84,
329_p5689,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,89,
329_p5691,329,unanime,unanime,0,0,0,0,0,0,0,76,6,68,
329_p5694,329,unanime,unanime,0,0,0,0,0,0,0,119,3,101,
329_p5697,329,unanime,unanime,0,0,0,0,0,0,0,61,3,53,
329_p5699,329,unanime,unanime,0,0,0,0,0,0,0,111,3,102,
329_p5702,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p5705,329,unanime,unanime,0,0,0,0,0,0,0,12,5,4,
329_p5707,329,unanime,unanime,0,0,0,0,0,0,0,68,3,60,
329_p5709,329,unanime,unanime,0,0,0,0,0,0,0,55,2,46,
329_p5711,329,unanime,unanime,0,0,0,0,0,0,0,63,2,52,
329_p5713,329,unanime,unanime,0,0,0,0,0,0,0,91,3,82,
329_p5716,329,unanime,unanime,0,0,0,0,0,0,0,62,3,54,
329_p5718,329,unanime,unanime,0,0,0,0,0,0,0,67,3,59,
329_p5720,329,unanime,unanime,0,0,0,0,0,0,0,74,3,61,
329_p5722,329,unanime,unanime,0,0,0,0,0,0,0,66,2,55,
329_p5724,329,unanime,unanime,0,0,0,0,0,0,0,72,3,64,
329_p5726,329,unanime,unanime,0,0,0,0,0,0,0,76,2,70,
329_p5728,329,unanime,unanime,0,0,0,0,0,0,0,85,3,73,
329_p5731,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,91,4,85,90
329_p5734,329,unanime,unanime,0,0,0,0,0,0,0,86,2,76,
329_p5737,329,disidencia,disidencia,0,0,1,1,0,1,0,156,7,145,157
329_p5741,329,disidencia,disidencia,0,0,0,0,0,0,0,65,6,56,
329_p5745,329,disidencia,disidencia,0,0,1,1,0,1,0,62,6,56,67
329_p5749,329,unanime,unanime,0,0,0,0,0,0,0,243,3,238,
329_p5755,329,unanime,unanime,0,0,0,0,0,0,0,242,3,229,
329_p5762,329,mixed,mixed,1,1,1,1,1,1,0,253,8,245,254
329_p5769,329,segun_su_voto,segun_su_voto,1,1,1,1,1,1,0,252,8,245,4
329_p5776,329,unanime,unanime,0,0,0,0,0,0,0,32,3,24,
329_p5778,329,mixed,mixed,3,3,0,0,3,0,0,262,16,245,261
329_p5789,329,unanime,unanime,0,0,0,0,0,0,0,54,3,50,
329_p5791,329,unanime,unanime,0,0,0,0,0,0,0,80,2,76,
329_p5793,329,unanime,unanime,0,0,0,0,0,0,0,205,4,200,
329_p5798,329,unanime,unanime,0,0,0,0,0,0,0,407,2,399,
329_p5809,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,183,3,178,188
329_p5814,329,disidencia,disidencia,1,1,1,1,1,1,0,377,10,369,1
329_p5826,329,unanime,unanime,0,0,0,0,0,0,0,118,2,113,
329_p5829,329,unanime,unanime,0,0,0,0,0,0,0,230,2,221,
329_p5836,329,unanime,unanime,0,0,0,0,0,0,0,47,2,40,
329_p5837,329,unanime,unanime,0,0,0,0,0,0,0,71,3,63,
329_p5839,329,unanime,unanime,0,0,0,0,0,0,0,92,3,79,
329_p5842,329,unanime,unanime,0,0,0,0,0,0,0,69,3,57,
329_p5844,329,unanime,unanime,0,0,0,0,0,0,0,69,6,57,
329_p5846,329,unanime,unanime,0,0,0,0,0,0,0,57,3,48,
329_p5848,329,unanime,unanime,0,0,0,0,0,0,0,78,3,66,
329_p5851,329,unanime,unanime,0,0,0,0,0,0,0,86,3,77,
329_p5853,329,unanime,unanime,0,0,0,0,0,0,0,76,2,69,
329_p5855,329,unanime,unanime,0,0,0,0,0,0,0,19,4,12,
329_p5857,329,disidencia,disidencia,0,0,1,1,0,1,0,125,5,118,126
329_p5861,329,disidencia,disidencia,0,0,2,2,0,2,0,265,9,260,267
329_p5870,329,disidencia,disidencia,0,0,1,1,0,1,0,40,7,21,38
329_p5871,329,segun_su_voto,segun_su_voto,2,2,1,1,2,1,0,216,14,210,12
329_p5879,329,disidencia,disidencia,0,0,2,2,0,2,0,349,10,344,351
329_p5890,329,unanime,unanime,0,0,0,0,0,0,0,64,2,59,
329_p5892,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,135,5,129,134
329_p5896,329,unanime,unanime,0,0,0,0,0,0,0,146,2,141,
329_p5900,329,unanime,unanime,0,0,0,0,0,0,0,57,3,54,
329_p5902,329,disidencia,disidencia,0,0,1,1,0,1,0,36,7,31,38
329_p5903,329,disidencia,disidencia,0,0,1,1,0,1,0,220,8,213,295
329_p5913,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,405,18,380,406
329_p5944,329,unanime,unanime,0,0,0,0,0,0,0,139,2,132,
329_p5949,329,unanime,unanime,0,0,0,0,0,0,0,27,2,23,
329_p5950,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p5964,329,unanime,unanime,0,0,0,0,0,0,0,69,2,64,
329_p5966,329,disidencia,disidencia,0,0,1,1,0,1,0,159,7,146,157
329_p5971,329,unanime,unanime,0,0,0,0,0,0,0,62,2,57,
329_p5973,329,disidencia,disidencia,0,0,1,1,0,1,0,51,5,42,56
329_p5976,329,mixed,mixed,1,1,1,1,1,1,0,298,11,283,297
329_p5985,329,disidencia,disidencia,0,0,1,1,0,1,0,118,8,109,116
329_p5989,329,disidencia,disidencia,0,0,1,1,0,1,0,61,6,57,67
329_p5994,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,252,4,244,258
329_p6002,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,200,9,190,199
329_p6009,329,unanime,unanime,0,0,0,0,0,0,0,357,3,344,
329_p6019,329,disidencia,disidencia,0,0,1,1,0,1,0,397,6,389,399
329_p6030,329,disidencia,disidencia,0,0,1,1,0,1,0,71,5,64,76
329_p6032,329,unanime,unanime,0,0,1,1,0,1,0,40,5,32,1
329_p6033,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p6038,329,segun_su_voto,segun_su_voto,0,0,0,0,0,0,0,46,4,40,
329_p6042,329,unanime,unanime,0,0,0,0,0,0,0,63,3,55,
329_p6044,329,unanime,unanime,0,0,0,0,0,0,0,104,3,96,
329_p6047,329,unanime,unanime,0,0,0,0,0,0,0,77,2,69,
329_p6050,329,unanime,unanime,0,0,0,0,0,0,0,84,2,72,
329_p6053,329,unanime,unanime,0,0,0,0,0,0,0,87,2,83,
329_p6056,329,unanime,unanime,0,0,0,0,0,0,0,62,3,53,
329_p6058,329,unanime,unanime,0,0,0,0,0,0,0,91,3,83,
329_p6060,329,unanime,unanime,0,0,0,0,0,0,0,144,3,134,
329_p6064,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p6068,329,unanime,unanime,0,0,0,0,0,0,0,95,2,91,
329_p6071,329,unanime,unanime,0,0,0,0,0,0,0,46,2,43,
329_p6072,329,disidencia,disidencia,0,0,1,1,0,1,0,79,6,75,84
329_p6076,329,disidencia,disidencia,0,0,1,1,0,1,0,183,8,175,188
329_p6081,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p6087,329,unanime,unanime,0,0,1,1,0,1,0,108,26,87,385
330_p5,330,unanime,unanime,0,0,0,0,0,0,0,431,3,422,
330_p16,330,disidencia,disidencia,0,0,1,1,0,1,0,224,9,219,225
330_p22,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,,
330_p24,330,unanime,unanime,0,0,0,0,0,0,0,87,2,80,
330_p26,330,unanime,unanime,0,0,0,0,0,0,0,96,2,85,
330_p29,330,unanime,unanime,0,0,0,0,0,0,0,123,2,116,
330_p32,330,unanime,unanime,0,0,0,0,0,0,0,124,3,110,
330_p36,330,unanime,unanime,0,0,0,0,0,0,0,84,3,76,
330_p38,330,unanime,unanime,0,0,0,0,0,0,0,94,2,81,
330_p41,330,unanime,unanime,0,0,0,0,0,0,0,130,3,121,
330_p45,330,unanime,unanime,0,0,0,0,0,0,0,75,3,64,
330_p47,330,unanime,unanime,0,0,0,0,0,0,0,43,3,34,
330_p48,330,unanime,unanime,0,0,0,0,0,0,0,39,3,29,
330_p50,330,unanime,unanime,0,0,0,0,0,0,0,59,2,29,
330_p51,330,unanime,unanime,0,0,0,0,0,0,0,80,5,77,
330_p53,330,disidencia,disidencia,0,0,1,1,0,1,0,162,7,148,160
330_p58,330,unanime,unanime,0,0,0,0,0,0,0,37,2,34,
330_p59,330,disidencia,disidencia,0,0,1,1,0,1,0,144,6,139,150
330_p64,330,unanime,unanime,0,0,0,0,0,0,0,187,2,180,
330_p69,330,unanime,unanime,0,0,0,0,0,0,0,11,2,5,
330_p71,330,disidencia,disidencia,0,0,0,0,0,0,0,176,3,172,
330_p76,330,disidencia,disidencia,0,0,1,1,0,1,0,362,8,347,361
330_p85,330,unanime,unanime,0,0,0,0,0,0,0,70,2,66,
330_p88,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p98,330,disidencia,disidencia,0,0,1,1,0,1,0,167,6,158,169
330_p103,330,unanime,unanime,0,0,0,0,0,0,0,164,2,142,
330_p108,330,unanime,unanime,0,0,0,0,0,0,0,116,2,112,
330_p111,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,180,4,155,185
330_p119,330,unanime,unanime,0,0,0,0,0,0,0,54,3,50,
330_p120,330,unanime,unanime,0,0,0,0,0,0,0,102,2,96,
330_p124,330,unanime,unanime,0,0,0,0,0,0,0,148,2,141,
330_p128,330,unanime,unanime,0,0,0,0,0,0,0,84,3,70,
330_p130,330,unanime,unanime,0,0,0,0,0,0,0,56,2,52,
330_p132,330,unanime,unanime,0,0,0,0,0,0,0,43,2,36,
330_p133,330,unanime,unanime,0,0,0,0,0,0,0,183,2,180,
330_p138,330,unanime,unanime,0,0,0,0,0,0,0,321,2,316,
330_p147,330,unanime,unanime,0,0,0,0,0,0,0,183,2,173,
330_p152,330,unanime,unanime,0,0,0,0,0,0,0,275,2,267,
330_p159,330,unanime,unanime,0,0,0,0,0,0,0,162,2,154,
330_p164,330,disidencia,disidencia,0,0,1,1,0,1,0,159,5,150,158
330_p169,330,unanime,unanime,0,0,0,0,0,0,0,34,2,30,
330_p170,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p173,330,unanime,unanime,0,0,0,0,0,0,0,171,2,156,
330_p178,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p182,330,unanime,unanime,0,0,0,0,0,0,0,91,2,88,
330_p185,330,unanime,unanime,0,0,0,0,0,0,0,86,2,79,
330_p187,330,unanime,unanime,0,0,0,0,0,0,0,145,2,135,
330_p191,330,unanime,unanime,0,0,0,0,0,0,0,85,2,78,
330_p194,330,unanime,unanime,0,0,0,0,0,0,0,145,2,134,
330_p198,330,unanime,unanime,0,0,0,0,0,0,0,72,2,61,
330_p200,330,unanime,unanime,0,0,0,0,0,0,0,60,2,49,
330_p202,330,unanime,unanime,0,0,0,0,0,0,0,98,2,91,
330_p205,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p208,330,unanime,unanime,0,0,0,0,0,0,0,11,4,4,
330_p210,330,unanime,unanime,0,0,0,0,0,0,0,18,4,11,
330_p213,330,unanime,unanime,0,0,0,0,0,0,0,51,2,39,
330_p215,330,unanime,unanime,0,0,0,0,0,0,0,85,2,77,
330_p217,330,unanime,unanime,0,0,0,0,0,0,0,87,2,76,
330_p220,330,unanime,unanime,0,0,0,0,0,0,0,78,2,75,
330_p222,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p224,330,unanime,unanime,1,1,0,0,1,0,0,110,6,86,120
330_p228,330,unanime,unanime,0,0,0,0,0,0,0,57,2,51,
330_p230,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,178,5,167,177
330_p235,330,disidencia,disidencia,0,0,1,1,0,1,0,62,6,49,61
330_p238,330,unanime,unanime,0,0,0,0,0,0,0,71,2,66,
330_p240,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p243,330,unanime,unanime,0,0,0,0,0,0,0,97,2,92,
330_p246,330,unanime,unanime,0,0,0,0,0,0,0,105,2,98,
330_p249,330,unanime,unanime,0,0,0,0,0,0,0,84,2,77,
330_p251,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,151,5,136,153
330_p261,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,732,6,720,733
330_p284,330,unanime,unanime,0,0,0,0,0,0,0,113,3,105,
330_p287,330,unanime,unanime,0,0,0,0,0,0,0,46,2,43,
330_p289,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,127,6,119,126
330_p294,330,disidencia,disidencia,0,0,1,1,0,1,0,146,4,135,148
330_p298,330,disidencia,disidencia,0,0,1,1,0,1,0,182,6,173,181
330_p304,330,mixed,mixed,1,1,1,1,1,1,0,621,13,613,620
330_p331,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,64,4,40,65
330_p335,330,unanime,unanime,0,0,0,0,0,0,0,42,2,38,
330_p337,330,unanime,unanime,0,0,0,0,0,0,0,188,3,174,
330_p342,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,82,4,76,87
330_p345,330,disidencia,disidencia,1,1,1,1,1,1,0,433,13,428,1
330_p358,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
330_p366,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,220,5,215,226
330_p372,330,disidencia,disidencia,0,0,1,1,0,1,0,292,6,284,298
330_p380,330,disidencia,disidencia,0,0,2,2,0,2,0,469,14,453,468
330_p393,330,disidencia,disidencia,0,0,1,1,0,1,0,208,7,200,214
330_p399,330,sin_firma,sin_firma,0,0,1,1,0,1,0,,8,,1
330_p444,330,mixed,mixed,1,1,1,1,1,1,0,184,8,179,190
330_p452,330,unanime,unanime,2,2,0,0,2,0,0,624,7,620,626
330_p472,330,unanime,unanime,1,1,0,0,1,0,0,163,4,153,162
330_p478,330,unanime,unanime,0,0,0,0,0,0,0,37,2,34,
330_p479,330,disidencia,disidencia,0,0,1,1,0,1,0,176,6,170,181
330_p484,330,disidencia,disidencia,0,0,1,1,0,1,0,34,6,29,35
330_p487,330,unanime,unanime,0,0,0,0,0,0,0,72,4,63,
330_p490,330,disidencia,disidencia,0,0,1,1,0,1,0,160,5,145,158
330_p496,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,63,6,61,64
330_p499,330,disidencia,disidencia,0,0,2,2,0,2,0,222,9,210,220
330_p506,330,disidencia,disidencia,0,0,1,1,0,1,0,347,5,333,346
330_p516,330,unanime,unanime,0,0,0,0,0,0,0,51,2,41,
330_p518,330,unanime,unanime,0,0,0,0,0,0,0,38,2,36,
330_p519,330,unanime,unanime,0,0,0,0,0,0,0,26,2,23,
330_p520,330,unanime,unanime,0,0,0,0,0,0,0,107,2,100,
330_p524,330,disidencia,disidencia,0,0,1,1,0,1,0,175,9,162,172
330_p529,330,unanime,unanime,0,0,0,0,0,0,0,39,2,33,
330_p530,330,unanime,unanime,0,0,0,0,0,0,0,451,2,447,
330_p542,330,unanime,unanime,0,0,0,0,0,0,0,183,2,175,
330_p547,330,unanime,unanime,0,0,0,0,0,0,0,59,2,52,
330_p549,330,unanime,unanime,0,0,0,0,0,0,0,229,2,225,
330_p555,330,unanime,unanime,0,0,0,0,0,0,0,293,2,288,
330_p563,330,disidencia,disidencia,0,0,2,2,0,2,0,1135,16,1121,1156
330_p607,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p610,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p618,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p619,330,unanime,unanime,0,0,0,0,0,0,0,116,2,112,
330_p623,330,unanime,unanime,0,0,0,0,0,0,0,76,2,65,
330_p625,330,unanime,unanime,0,0,0,0,0,0,0,94,2,88,
330_p628,330,unanime,unanime,0,0,0,0,0,0,0,97,2,90,
330_p631,330,unanime,unanime,0,0,0,0,0,0,0,96,3,87,
330_p633,330,unanime,unanime,0,0,0,0,0,0,0,69,3,61,
330_p635,330,unanime,unanime,0,0,0,0,0,0,0,90,3,78,
330_p638,330,unanime,unanime,0,0,0,0,0,0,0,71,3,57,
330_p640,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,29,8,23,28
330_p642,330,mixed,mixed,3,3,1,1,3,1,0,1000,20,987,7
330_p685,330,disidencia,disidencia,0,0,1,1,0,1,0,224,12,216,222
330_p692,330,unanime,unanime,0,0,0,0,0,0,0,73,2,70,
330_p694,330,disidencia,disidencia,0,0,0,0,0,0,0,256,5,250,
330_p702,330,disidencia,disidencia,0,0,1,1,0,1,0,40,5,35,41
330_p704,330,disidencia,disidencia,0,0,2,2,0,2,0,257,8,240,256
330_p713,330,disidencia,disidencia,0,0,1,1,0,1,0,135,4,130,137
330_p717,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,295,6,291,300
330_p725,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,577,12,569,575
330_p743,330,unanime,unanime,0,0,0,0,0,0,0,69,3,65,
330_p745,330,unanime,unanime,0,0,0,0,0,0,0,71,3,63,
330_p747,330,unanime,unanime,0,0,0,0,0,0,0,12,3,4,
330_p748,330,disidencia,disidencia,0,0,1,1,0,1,0,589,16,584,594
330_p778,330,unanime,unanime,0,0,0,0,0,0,0,98,3,94,
330_p780,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
330_p785,330,unanime,unanime,0,0,0,0,0,0,0,153,2,143,
330_p789,330,disidencia,disidencia,0,0,1,1,0,1,0,322,5,314,323
330_p798,330,unanime,unanime,0,0,0,0,0,0,0,83,2,75,
330_p801,330,unanime,unanime,0,0,0,0,0,0,0,99,2,92,
330_p803,330,unanime,unanime,0,0,0,0,0,0,0,114,2,107,
330_p807,330,unanime,unanime,0,0,0,0,0,0,0,92,2,85,
330_p810,330,unanime,unanime,0,0,0,0,0,0,0,54,2,47,
330_p811,330,unanime,unanime,0,0,0,0,0,0,0,147,2,141,
330_p816,330,unanime,unanime,0,0,0,0,0,0,0,89,2,83,
330_p818,330,unanime,unanime,0,0,0,0,0,0,0,118,2,113,
330_p822,330,unanime,unanime,0,0,0,0,0,0,0,151,3,141,
330_p826,330,unanime,unanime,0,0,0,0,0,0,0,118,2,115,
330_p829,330,disidencia,disidencia,0,0,1,1,0,1,0,161,8,154,163
330_p834,330,mixed,mixed,1,1,1,1,1,1,0,756,14,751,758
330_p855,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,2624,21,2604,2630
330_p940,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,242,4,233,243
330_p948,330,unanime,unanime,0,0,0,0,0,0,0,58,3,54,
330_p950,330,segun_su_voto,segun_su_voto,3,3,0,0,3,0,0,134,10,119,139
330_p960,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,81,6,67,80
330_p963,330,disidencia,disidencia,0,0,1,1,0,1,0,276,8,269,278
330_p971,330,mixed,mixed,2,2,1,1,2,1,0,1116,15,1107,1118
330_p1008,330,disidencia,disidencia,0,0,1,1,0,1,0,155,5,145,154
330_p1013,330,unanime,unanime,0,0,0,0,0,0,0,84,2,81,
330_p1016,330,disidencia,disidencia,0,0,1,1,0,1,0,347,5,337,346
330_p1025,330,unanime,unanime,0,0,0,0,0,0,0,31,2,28,
330_p1026,330,mixed,mixed,1,1,1,1,1,1,0,238,9,225,237
330_p1034,330,unanime,unanime,0,0,0,0,0,0,0,28,2,25,
330_p1035,330,unanime,unanime,0,0,0,0,0,0,0,28,2,22,
330_p1036,330,unanime,unanime,0,0,0,0,0,0,0,238,2,235,
330_p1043,330,unanime,unanime,0,0,0,0,0,0,0,20,2,14,
330_p1044,330,disidencia,disidencia,0,0,1,1,0,1,0,171,6,159,170
330_p1049,330,unanime,unanime,0,0,0,0,0,0,0,216,3,209,
330_p1055,330,disidencia,disidencia,0,0,1,1,0,1,0,173,6,166,172
330_p1060,330,disidencia,disidencia,0,0,1,1,0,1,0,197,7,186,195
330_p1066,330,disidencia,disidencia,0,0,1,1,0,1,0,228,6,216,227
330_p1072,330,disidencia,disidencia,0,0,1,1,0,1,0,120,8,111,126
330_p1076,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,242,5,238,248
330_p1083,330,disidencia,disidencia,0,0,1,1,0,1,0,158,13,149,164
330_p1088,330,unanime,unanime,0,0,0,0,0,0,0,209,2,205,
330_p1094,330,unanime,unanime,0,0,0,0,0,0,0,24,2,21,
330_p1095,330,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,190,7,177,191
330_p1100,330,unanime,unanime,0,0,0,0,0,0,0,94,2,90,
330_p1103,330,unanime,unanime,0,0,0,0,0,0,0,267,2,262,
330_p1110,330,unanime,unanime,0,0,0,0,0,0,0,125,2,122,
330_p1114,330,mixed,mixed,1,1,2,2,1,2,0,641,16,634,643
330_p1135,330,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,527,8,511,533
330_p1158,330,disidencia,disidencia,0,0,1,1,0,1,0,248,14,227,246
330_p1167,330,unanime,unanime,0,0,0,0,0,0,0,86,2,79,
330_p1169,330,unanime,unanime,0,0,0,0,0,0,0,108,2,96,
330_p1172,330,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
330_p1175,330,unanime,unanime,0,0,0,0,0,0,0,133,2,126,
330_p1179,330,unanime,unanime,0,0,0,0,0,0,0,60,2,53,
330_p1181,330,unanime,unanime,0,0,0,0,0,0,0,90,2,80,
330_p1183,330,unanime,unanime,0,0,0,0,0,0,0,103,2,95,
330_p1186,330,unanime,unanime,0,0,0,0,0,0,0,72,2,64,
330_p1189,330,unanime,unanime,0,0,0,0,0,0,0,69,2,62,
