caso,zona,wc_pre,wc_post,delta_wc
331_p583,epilogo,64,0,-64
331_p583,apertura,10,5,-5
331_p600,firma,41,35,-6
331_p600,sumario,371,374,3
331_p600,header_pagina,57,56,-1
331_p600,cuerpo,1227,1067,-160
331_p600,epilogo,36,0,-36
331_p600,dispositivo,104,68,-36
331_p622,firma,121,70,-51
331_p622,epilogo,57,0,-57
331_p622,sumario,560,611,51
331_p622,dispositivo,177,310,133
331_p636,firma,553,78,-475
331_p636,sumario,1830,5109,3279
331_p636,residuo_caso_anterior,3,0,-3
331_p636,header_pagina,385,441,56
331_p636,epilogo,1436,1500,64
331_p636,dispositivo,4264,4389,125
331_p710,firma,54,45,-9
331_p710,cuerpo,1514,1475,-39
331_p710,sumario,593,596,3
331_p710,header_pagina,57,56,-1
331_p710,epilogo,24,0,-24
331_p710,dispositivo,237,65,-172
331_p718,firma,67,42,-25
331_p718,cuerpo,1479,1424,-55
331_p718,sumario,392,414,22
331_p718,voto_separado,13,4,-9
331_p718,header_pagina,120,119,-1
331_p718,epilogo,89,32,-57
331_p718,dispositivo,1879,1849,-30
331_p756,firma,67,37,-30
331_p756,sumario,281,303,22
331_p756,header_pagina,29,28,-1
331_p756,cuerpo,627,508,-119
331_p756,dispositivo,264,207,-57
331_p789,firma,49,52,3
331_p789,voto_separado,7,4,-3
331_p789,sumario,407,413,6
331_p789,cuerpo,234,210,-24
331_p789,epilogo,39,0,-39
331_p789,residuo_caso_anterior,7,0,-7
331_p789,dispositivo,261,260,-1
331_p810,firma,125,107,-18
331_p810,sumario,539,582,43
331_p810,epilogo,1890,1843,-47
331_p810,residuo_caso_anterior,13,151,138
331_p810,dispositivo,377,243,-134
331_p819,firma,72,39,-33
331_p819,cuerpo,1294,1270,-24
331_p819,sumario,692,720,28
331_p819,residuo_caso_anterior,0,136,136
331_p819,voto_separado,9,5,-4
331_p819,epilogo,46,47,1
331_p819,dispositivo,799,774,-25
331_p831,firma,81,46,-35
331_p831,sumario,930,965,35
331_p831,header_pagina,85,84,-1
331_p843,firma,23,0,-23
331_p843,sumario,452,458,6
331_p843,epilogo,306,36,-270
331_p866,firma,48,28,-20
331_p866,sumario,1222,1242,20
331_p866,residuo_caso_anterior,3,24,21
331_p886,firma,71,47,-24
331_p886,cuerpo,2571,2464,-107
331_p886,sumario,1475,1496,21
331_p886,epilogo,91,0,-91
331_p886,dispositivo,102,91,-11
331_p901,firma,103,71,-32
331_p901,sumario,701,733,32
331_p901,header_pagina,106,105,-1
331_p923,firma,55,28,-27
331_p923,sumario,365,392,27
331_p941,firma,87,40,-47
331_p941,sumario,1230,1277,47
331_p941,header_pagina,162,161,-1
331_p941,epilogo,142,112,-30
331_p96,firma,38,42,4
331_p96,cuerpo,99,87,-12
331_p96,sumario,146,153,7
331_p96,residuo_caso_anterior,2,15,13
331_p96,epilogo,29,47,18
331_p96,dispositivo,109,46,-63
331_p973,firma,62,37,-25
331_p973,sumario,183,208,25
331_p973,header_pagina,36,35,-1
331_p973,epilogo,43,0,-43
331_p978,firma,52,20,-32
331_p978,sumario,463,495,32
331_p978,residuo_caso_anterior,16,59,43
331_p978,epilogo,34,20,-14
332_p1007,firma,103,136,33
332_p1007,sumario,328,347,19
332_p1007,residuo_caso_anterior,11,20,9
332_p1007,dispositivo,197,279,82
332_p1022,firma,111,50,-61
332_p1022,sumario,210,247,37
332_p1022,cuerpo,1449,1432,-17
332_p1022,dispositivo,230,135,-95
332_p1039,firma,71,54,-17
332_p1039,sumario,1027,1044,17
332_p1039,residuo_caso_anterior,6,15,9
332_p1039,epilogo,65,45,-20
332_p1060,firma,139,49,-90
332_p1060,cuerpo,2975,2907,-68
332_p1060,sumario,1077,1101,24
332_p1060,residuo_caso_anterior,8,28,20
332_p1060,voto_separado,14,9,-5
332_p1060,epilogo,17,0,-17
332_p1060,dispositivo,174,101,-73
332_p1078,firma,45,26,-19
332_p1078,cuerpo,271,302,31
332_p1078,epilogo,116,0,-116
332_p1078,sumario,277,290,13
332_p1078,dispositivo,115,72,-43
332_p1109,firma,64,34,-30
332_p1109,cuerpo,368,838,470
332_p1109,sumario,272,299,27
332_p1109,epilogo,535,0,-535
332_p1109,dispositivo,147,130,-17
332_p111,firma,77,48,-29
332_p111,sumario,1742,1768,26
332_p111,epilogo,71,14,-57
332_p111,dispositivo,906,877,-29
332_p12,firma,58,52,-6
332_p12,cuerpo,635,548,-87
332_p12,sumario,376,387,11
332_p12,residuo_caso_anterior,8,0,-8
332_p12,epilogo,182,232,50
332_p12,dispositivo,141,41,-100
332_p1298,firma,66,49,-17
332_p1298,sumario,609,626,17
332_p1298,epilogo,54,24,-30
332_p1376,firma,40,27,-13
332_p1376,cuerpo,210,183,-27
332_p1376,sumario,283,291,8
332_p1376,epilogo,88,0,-88
332_p1376,dispositivo,171,84,-87
332_p1406,firma,67,40,-27
332_p1406,sumario,507,528,21
332_p1406,header_pagina,50,49,-1
332_p1406,epilogo,117,82,-35
332_p1406,dispositivo,106,45,-61
332_p1492,firma,43,18,-25
332_p1492,sumario,714,736,22
332_p1492,residuo_caso_anterior,10,74,64
332_p1492,epilogo,48,0,-48
332_p1492,dispositivo,130,70,-60
332_p1671,firma,107,75,-32
332_p1671,header_pagina,120,119,-1
332_p1671,epilogo,57,0,-57
332_p1671,sumario,623,649,26
332_p1671,dispositivo,218,201,-17
332_p1769,firma,152,81,-71
332_p1769,cuerpo,10571,10542,-29
332_p1769,sumario,823,899,76
332_p1769,residuo_caso_anterior,8,90,82
332_p1769,epilogo,4249,4274,25
332_p1769,dispositivo,33,50,17
332_p1835,firma,127,68,-59
332_p1835,sumario,1488,1544,56
332_p1835,residuo_caso_anterior,8,90,82
332_p1835,epilogo,79,27,-52
332_p1835,dispositivo,1106,905,-201
332_p1933,firma,51,35,-16
332_p1933,sumario,811,827,16
332_p1933,epilogo,50,19,-31
332_p1960,firma,144,16,-128
332_p1960,header_pagina,280,481,201
332_p1960,dictamen,7637,19060,11423
332_p1960,sumario,813,941,128
332_p2043,firma,211,83,-128
332_p2043,sumario,390,518,128
332_p2043,residuo_caso_anterior,0,12,12
332_p2043,epilogo,1770,1704,-66
332_p2043,apertura,12,24,12
332_p2068,firma,70,39,-31
332_p2068,cuerpo,4192,4078,-114
332_p2068,sumario,272,294,22
332_p2068,header_pagina,141,140,-1
332_p2068,epilogo,58,0,-58
332_p2068,dispositivo,79,25,-54
332_p2099,firma,62,54,-8
332_p2099,sumario,363,371,8
332_p2099,header_pagina,64,63,-1
332_p2099,epilogo,2240,2201,-39
332_p2108,firma,87,44,-43
332_p2108,sumario,479,522,43
332_p2108,residuo_caso_anterior,0,39,39
332_p2108,epilogo,142,106,-36
332_p2153,firma,27,37,10
332_p2153,sumario,839,439,-400
332_p2153,header_pagina,42,35,-7
332_p2153,cuerpo,112,69,-43
332_p2153,apertura,10,5,-5
332_p2153,residuo_caso_anterior,5,180,175
332_p2153,dispositivo,47,78,31
332_p2208,firma,76,65,-11
332_p2208,cuerpo,2798,2653,-145
332_p2208,sumario,439,467,28
332_p2208,residuo_caso_anterior,3,138,135
332_p2208,epilogo,106,57,-49
332_p2208,dispositivo,156,149,-7
332_p2237,firma,59,29,-30
332_p2237,residuo_caso_anterior,0,44,44
332_p2237,epilogo,1095,1033,-62
332_p2237,sumario,309,334,25
332_p2237,dispositivo,38,0,-38
332_p2250,firma,120,42,-78
332_p2250,sumario,673,700,27
332_p2250,epilogo,0,70,70
332_p2250,residuo_caso_anterior,8,0,-8
332_p2250,dispositivo,416,326,-90
332_p2339,firma,1029,56,-973
332_p2339,sumario,1063,3606,2543
332_p2339,cuerpo,12207,14435,2228
332_p2339,epilogo,9203,5197,-4006
332_p2339,residuo_caso_anterior,8,37,29
332_p2339,dispositivo,293,251,-42
332_p2397,firma,79,51,-28
332_p2397,sumario,338,369,31
332_p2397,residuo_caso_anterior,4,18,14
332_p2397,epilogo,570,722,152
332_p2397,dispositivo,2991,3033,42
332_p2504,firma,72,201,129
332_p2504,sumario,695,703,8
332_p2504,cuerpo,4497,4467,-30
332_p2504,epilogo,61,0,-61
332_p2504,residuo_caso_anterior,126,28,-98
332_p2633,firma,143,65,-78
332_p2633,sumario,1405,1531,126
332_p2633,residuo_caso_anterior,9,0,-9
332_p2633,header_pagina,154,161,7
332_p2633,epilogo,76,159,83
332_p2633,apertura,5,85,80
332_p2633,dispositivo,167,234,67
332_p2705,firma,77,51,-26
332_p2705,sumario,187,210,23
332_p2705,header_pagina,22,21,-1
332_p2705,cuerpo,276,256,-20
332_p2705,epilogo,125,74,-51
332_p2705,dispositivo,290,120,-170
332_p2783,firma,70,3,-67
332_p2783,header_pagina,99,98,-1
332_p2783,epilogo,1612,1413,-199
332_p2783,sumario,755,802,47
332_p2783,dispositivo,92,27,-65
332_p33,firma,65,40,-25
332_p33,cuerpo,4366,4150,-216
332_p33,sumario,849,871,22
332_p33,residuo_caso_anterior,5,11,6
332_p33,epilogo,19,0,-19
332_p33,dispositivo,100,80,-20
332_p405,firma,205,75,-130
332_p405,cuerpo,3321,3304,-17
332_p405,sumario,760,887,127
332_p405,residuo_caso_anterior,0,1,1
332_p405,epilogo,413,291,-122
332_p405,apertura,5,10,5
332_p405,dispositivo,182,160,-22
332_p433,firma,62,29,-33
332_p433,cuerpo,6914,7109,195
332_p433,sumario,756,789,33
332_p433,residuo_caso_anterior,3,80,77
332_p433,epilogo,246,28,-218
332_p466,firma,74,53,-21
332_p466,sumario,1414,1438,24
332_p466,residuo_caso_anterior,0,28,28
332_p466,epilogo,62,128,66
332_p466,dispositivo,156,203,47
332_p552,firma,150,30,-120
332_p552,sumario,1370,1490,120
332_p552,header_pagina,211,210,-1
332_p552,cuerpo,4959,9241,4282
332_p552,epilogo,4986,696,-4290
332_p700,firma,189,177,-12
332_p700,sumario,407,419,12
332_p700,epilogo,2142,2119,-23
332_p700,residuo_caso_anterior,3,73,70
332_p709,firma,84,65,-19
332_p709,sumario,887,906,19
332_p709,cuerpo,6518,7775,1257
332_p709,epilogo,1303,46,-1257
332_p709,residuo_caso_anterior,13,36,23
332_p752,firma,44,30,-14
332_p752,sumario,304,318,14
332_p752,cuerpo,898,1667,769
332_p752,epilogo,2052,1265,-787
332_p777,firma,105,67,-38
332_p777,voto_separado,16,25,9
332_p777,cuerpo,2279,2311,32
332_p777,epilogo,2003,1979,-24
332_p777,sumario,363,418,55
332_p777,dispositivo,778,662,-116
332_p837,firma,80,42,-38
332_p837,cuerpo,1671,1648,-23
332_p837,sumario,394,429,35
332_p837,residuo_caso_anterior,11,72,61
332_p837,voto_separado,26,16,-10
332_p837,epilogo,44,0,-44
332_p837,dispositivo,120,98,-22
332_p943,firma,72,20,-52
332_p943,voto_separado,9,0,-9
332_p943,sumario,246,256,10
332_p943,cuerpo,1266,1232,-34
332_p943,epilogo,25,88,63
332_p943,residuo_caso_anterior,8,0,-8
332_p943,dispositivo,88,54,-34
332_p985,firma,44,31,-13
332_p985,cuerpo,3478,3364,-114
332_p985,sumario,316,326,10
332_p985,epilogo,45,0,-45
332_p985,dispositivo,141,111,-30
333_p1023,firma,45,32,-13
333_p1023,cuerpo,6428,6295,-133
333_p1023,epilogo,70,0,-70
333_p1023,sumario,661,671,10
333_p1023,dispositivo,111,75,-36
333_p1075,firma,80,46,-34
333_p1075,sumario,310,344,34
333_p1075,residuo_caso_anterior,3,89,86
333_p1075,epilogo,407,479,72
333_p1075,dispositivo,260,255,-5
333_p1088,firma,63,42,-21
333_p1088,sumario,566,584,18
333_p1088,residuo_caso_anterior,11,56,45
333_p1088,epilogo,44,60,16
333_p1088,dispositivo,5152,4979,-173
333_p1235,firma,46,50,4
333_p1235,sumario,2641,2657,16
333_p1235,epilogo,46,113,67
333_p1235,residuo_caso_anterior,3,16,13
333_p1235,dispositivo,124,178,54
333_p1257,firma,112,40,-72
333_p1257,sumario,384,456,72
333_p1257,header_pagina,50,49,-1
333_p1257,epilogo,58,30,-28
333_p1325,firma,67,34,-33
333_p1325,sumario,133,155,22
333_p1325,residuo_caso_anterior,17,99,82
333_p1325,epilogo,95,0,-95
333_p1325,dispositivo,74,53,-21
333_p1354,sumario,232,240,8
333_p1354,residuo_caso_anterior,13,127,114
333_p1354,epilogo,84,160,76
333_p1354,dispositivo,94,138,44
333_p138,firma,45,17,-28
333_p138,cuerpo,729,674,-55
333_p138,sumario,475,500,25
333_p138,header_pagina,36,35,-1
333_p138,epilogo,52,0,-52
333_p138,dispositivo,87,44,-43
333_p1404,firma,84,91,7
333_p1404,sumario,705,731,26
333_p1404,cuerpo,9095,9105,10
333_p1404,epilogo,709,676,-33
333_p1404,apertura,8,16,8
333_p1404,residuo_caso_anterior,18,14,-4
333_p1404,dispositivo,652,728,76
333_p1613,firma,33,43,10
333_p1613,voto_separado,13,0,-13
333_p1613,cuerpo,77,67,-10
333_p1613,epilogo,250,177,-73
333_p1613,sumario,274,282,8
333_p1613,dispositivo,164,100,-64
333_p1619,firma,58,48,-10
333_p1619,voto_separado,29,42,13
333_p1619,sumario,290,299,9
333_p1619,cuerpo,301,311,10
333_p1619,epilogo,39,129,90
333_p1619,residuo_caso_anterior,3,0,-3
333_p1619,dispositivo,354,393,39
333_p1687,firma,122,67,-55
333_p1687,sumario,418,476,58
333_p1687,residuo_caso_anterior,3,28,25
333_p1687,epilogo,365,372,7
333_p1828,firma,66,40,-26
333_p1828,residuo_caso_anterior,0,64,64
333_p1828,cuerpo,2040,2874,834
333_p1828,epilogo,920,0,-920
333_p1828,sumario,303,329,26
333_p203,firma,107,29,-78
333_p203,voto_separado,17,0,-17
333_p203,sumario,212,264,52
333_p203,cuerpo,2436,2411,-25
333_p203,epilogo,46,0,-46
333_p203,dispositivo,88,71,-17
333_p2208,firma,46,40,-6
333_p2208,cuerpo,676,701,25
333_p2208,sumario,244,377,133
333_p2208,residuo_caso_anterior,114,19,-95
333_p2208,epilogo,102,32,-70
333_p2271,firma,64,53,-11
333_p2271,sumario,502,533,31
333_p2271,residuo_caso_anterior,7,55,48
333_p2271,epilogo,1203,1259,56
333_p2271,dispositivo,246,249,3
333_p2306,firma,90,83,-7
333_p2306,sumario,3191,3221,30
333_p2306,residuo_caso_anterior,0,11,11
333_p2306,epilogo,755,784,29
333_p2367,firma,70,41,-29
333_p2367,cuerpo,8997,8923,-74
333_p2367,sumario,436,447,11
333_p2367,residuo_caso_anterior,8,74,66
333_p2367,epilogo,25,0,-25
333_p2367,dispositivo,183,124,-59
333_p2410,firma,103,56,-47
333_p2410,sumario,263,318,55
333_p2410,residuo_caso_anterior,0,40,40
333_p2410,epilogo,1091,1025,-66
333_p2410,dispositivo,121,103,-18
333_p329,firma,90,60,-30
333_p329,header_pagina,29,22,-7
333_p329,cuerpo,497,456,-41
333_p329,sumario,342,369,27
333_p329,dispositivo,143,120,-23
333_p335,firma,84,63,-21
333_p335,cuerpo,2298,2272,-26
333_p335,sumario,435,447,12
333_p335,header_pagina,134,133,-1
333_p335,epilogo,1101,1057,-44
333_p335,dispositivo,154,48,-106
333_p433,firma,60,37,-23
333_p433,sumario,382,408,26
333_p433,residuo_caso_anterior,2,96,94
333_p433,epilogo,67,66,-1
333_p433,dispositivo,84,172,88
333_p633,firma,113,78,-35
333_p633,sumario,853,888,35
333_p633,header_pagina,204,203,-1
333_p699,firma,38,23,-15
333_p699,sumario,286,298,12
333_p699,header_pagina,71,70,-1
333_p699,epilogo,41,0,-41
333_p699,dispositivo,488,247,-241
333_p709,firma,64,51,-13
333_p709,cuerpo,3075,3010,-65
333_p709,sumario,468,478,10
333_p709,header_pagina,85,84,-1
333_p709,epilogo,84,50,-34
333_p709,dispositivo,260,234,-26
333_p866,firma,475,46,-429
333_p866,sumario,393,819,426
333_p866,header_pagina,338,337,-1
333_p866,epilogo,201,152,-49
333_p866,dispositivo,7968,7766,-202
333_p917,firma,70,59,-11
333_p917,cuerpo,950,815,-135
333_p917,sumario,207,228,21
333_p917,residuo_caso_anterior,5,68,63
333_p917,epilogo,31,0,-31
333_p917,dispositivo,146,83,-63
333_p935,firma,113,45,-68
333_p935,sumario,2554,2620,66
333_p935,cuerpo,15079,14941,-138
333_p935,epilogo,58,66,8
333_p935,residuo_caso_anterior,5,0,-5
333_p935,dispositivo,5702,5710,8
333_p993,firma,86,37,-49
333_p993,cuerpo,5703,5559,-144
333_p993,sumario,360,406,46
333_p993,residuo_caso_anterior,20,138,118
333_p993,epilogo,59,78,19
333_p993,dispositivo,91,68,-23
334_p1054,firma,2342,29,-2313
334_p1054,sumario,11448,14118,2670
334_p1054,residuo_caso_anterior,8,129,121
334_p1054,header_pagina,44,51,7
334_p109,firma,307,8,-299
334_p109,residuo_caso_anterior,0,200,200
334_p109,cuerpo,919,928,9
334_p109,epilogo,0,75,75
334_p109,dictamen,2273,2013,-260
334_p109,sumario,526,824,298
334_p109,dispositivo,0,37,37
334_p1172,firma,63,46,-17
334_p1172,sumario,336,353,17
334_p1172,residuo_caso_anterior,14,39,25
334_p1172,epilogo,2593,2563,-30
334_p1204,firma,66,46,-20
334_p1204,cuerpo,656,608,-48
334_p1204,sumario,418,435,17
334_p1204,epilogo,65,0,-65
334_p1204,dispositivo,147,95,-52
334_p1241,firma,74,57,-17
334_p1241,sumario,612,635,23
334_p1241,residuo_caso_anterior,19,36,17
334_p1241,epilogo,117,138,21
334_p1241,dispositivo,461,463,2
334_p1264,firma,415,399,-16
334_p1264,sumario,309,336,27
334_p1264,residuo_caso_anterior,0,14,14
334_p1264,epilogo,61,107,46
334_p1372,firma,44,26,-18
334_p1372,sumario,2001,2013,12
334_p1372,epilogo,481,339,-142
334_p1372,residuo_caso_anterior,14,145,131
334_p1372,dispositivo,100,78,-22
334_p156,firma,138,44,-94
334_p156,sumario,370,467,97
334_p156,residuo_caso_anterior,14,139,125
334_p156,epilogo,137,205,68
334_p156,dispositivo,185,209,24
334_p1644,firma,77,59,-18
334_p1644,sumario,744,821,77
334_p1644,residuo_caso_anterior,7,13,6
334_p1644,header_pagina,91,98,7
334_p1644,epilogo,86,128,42
334_p1644,dispositivo,868,931,63
334_p1673,firma,92,62,-30
334_p1673,sumario,500,530,30
334_p1673,header_pagina,127,126,-1
334_p1673,epilogo,172,133,-39
334_p1882,firma,64,44,-20
334_p1882,sumario,283,295,12
334_p1882,residuo_caso_anterior,278,368,90
334_p1882,epilogo,52,0,-52
334_p1882,dispositivo,88,46,-42
334_p196,firma,57,30,-27
334_p196,voto_separado,19,15,-4
334_p196,sumario,233,246,13
334_p196,cuerpo,259,183,-76
334_p196,epilogo,25,60,35
334_p196,residuo_caso_anterior,14,0,-14
334_p196,dispositivo,56,51,-5
334_p256,firma,70,69,-1
334_p256,sumario,253,260,7
334_p256,residuo_caso_anterior,19,107,88
334_p256,epilogo,44,93,49
334_p256,dispositivo,108,88,-20
334_p476,firma,38,31,-7
334_p476,sumario,302,310,8
334_p476,header_pagina,56,63,7
334_p476,dictamen,1157,1164,7
334_p476,residuo_caso_anterior,9,22,13
334_p626,firma,2223,1103,-1120
334_p626,sumario,829,1908,1079
334_p626,header_pagina,281,280,-1
334_p626,cuerpo,8586,8480,-106
334_p626,dispositivo,3478,3387,-91
334_p725,cuerpo,1528,1502,-26
334_p725,sumario,418,428,10
334_p725,residuo_caso_anterior,7,164,157
334_p725,voto_separado,9,5,-4
334_p725,epilogo,478,533,55
334_p725,dispositivo,146,108,-38
334_p768,firma,62,58,-4
334_p768,sumario,256,265,9
334_p768,residuo_caso_anterior,319,85,-234
334_p768,epilogo,46,406,360
334_p768,dispositivo,88,120,32
334_p799,firma,3348,2111,-1237
334_p799,sumario,1169,2436,1267
334_p799,epilogo,2891,2885,-6
334_p799,residuo_caso_anterior,6,46,40
334_p95,firma,57,39,-18
334_p95,sumario,560,573,13
334_p95,cuerpo,2133,1933,-200
334_p95,epilogo,3148,3169,21
334_p95,residuo_caso_anterior,17,0,-17
334_p95,dispositivo,74,99,25
334_p988,firma,39,28,-11
334_p988,epilogo,1967,15,-1952
334_p988,dictamen,0,2667,2667
334_p988,sumario,723,6,-717
337_p256,firma,109,67,-42
337_p256,sumario,291,333,42
337_p256,residuo_caso_anterior,865,893,28
337_p256,header_pagina,245,246,1
337_p256,epilogo,89,24,-65
339_p1727,firma,39,26,-13
339_p1727,voto_separado,12,0,-12
339_p1727,sumario,177,185,8
339_p1727,header_pagina,35,29,-6
339_p1727,cuerpo,486,453,-33
339_p1727,epilogo,64,0,-64
339_p1727,dispositivo,95,75,-20
340_p1097,firma,49,41,-8
340_p1097,sumario,133,141,8
340_p1097,header_pagina,91,90,-1
340_p1097,epilogo,55,0,-55
340_p1296,firma,583,56,-527
340_p1296,sumario,273,823,550
340_p1296,header_pagina,105,106,1
340_p1296,epilogo,120,0,-120
340_p1296,residuo_caso_anterior,12,29,17
340_p131,firma,48,24,-24
340_p131,voto_separado,9,0,-9
340_p131,sumario,107,121,14
340_p131,header_pagina,35,29,-6
340_p131,cuerpo,95,65,-30
340_p131,epilogo,44,0,-44
340_p131,residuo_caso_anterior,107,139,32
340_p131,dispositivo,85,19,-66
340_p1976,firma,93,36,-57
340_p1976,voto_separado,29,38,9
340_p1976,sumario,173,233,60
340_p1976,cuerpo,1055,1074,19
340_p1976,epilogo,78,171,93
340_p1976,residuo_caso_anterior,7,0,-7
340_p1976,dispositivo,191,211,20
340_p2029,firma,3290,274,-3016
340_p2029,sumario,11722,16938,5216
340_p2029,header_pagina,449,500,51
340_p2029,epilogo,751,965,214
340_p2029,residuo_caso_anterior,129,51,-78
340_p2029,dispositivo,850,889,39
340_p840,firma,81,48,-33
340_p840,sumario,499,543,44
340_p840,residuo_caso_anterior,66,171,105
340_p840,epilogo,52,133,81
340_p840,dispositivo,73,95,22
340_p951,firma,847,19,-828
340_p951,sumario,2726,4360,1634
340_p951,header_pagina,126,152,26
340_p951,epilogo,54,2489,2435
340_p951,residuo_caso_anterior,285,171,-114
340_p951,dispositivo,133,148,15
341_p1097,firma,46,30,-16
341_p1097,header_pagina,63,57,-6
341_p1097,epilogo,71,39,-32
341_p1097,sumario,468,484,16
341_p774,firma,5049,222,-4827
341_p774,cuerpo,4376,4401,25
341_p774,sumario,8887,13758,4871
341_p774,residuo_caso_anterior,646,0,-646
341_p774,voto_separado,23,32,9
341_p774,header_pagina,581,601,20
341_p774,epilogo,3642,5054,1412
341_p774,dispositivo,2762,2786,24
342_p1261,firma,542,182,-360
342_p1261,sumario,3957,7079,3122
342_p1261,header_pagina,189,235,46
342_p1261,epilogo,56,606,550
342_p1261,residuo_caso_anterior,483,71,-412
342_p1261,dispositivo,2002,2089,87
