caso_id,tomo,linea_abs,zona,fuente,clasificacion,texto
329_p88,329,3375,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p723,329,27520,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p1245,329,48906,atras,solo_parser,firma_juez,LORENZETTI (en disidencia parcial) — CARMEN M. ARGIBAY (según su voto).
329_p1440,329,2767,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p1938,329,21893,atras,solo_parser,otro,"EXTRADICION” que corre por cuerda, en adelante “CUADERNO”)."
329_p2413,329,39619,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p2429,329,40142,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p2450,329,41128,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p2498,329,42800,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p2563,329,45242,atras,solo_parser,posible_caratula,SAICA y/o Estado Nacional s/ demanda laboral”.
329_p2667,329,49139,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p2784,329,53454,atras,solo_parser,otro,"OSECAC, en un sitio acorde a su patología."
329_p3034,329,3118,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p3059,329,3860,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p3373,329,16484,atras,solo_parser,otro,"FONAVI, al disponerse su transferencia automática a las provincias."
329_p3986,329,40535,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p4044,329,42264,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p4106,329,44464,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p4783,329,70066,adelante,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p4944,329,2877,atras,solo_parser,firma_juez,CARMEN M. ARGIBAY (en disidencia parcial).
329_p5078,329,7365,atras,solo_parser,firma_calificador,LORENZETTI (según su voto).
329_p5094,329,7901,atras,solo_parser,posible_caratula,XXXVIII. Bear Service S.A. c/ Cervecería Modelo S.A. de C.V. –Fallos:
329_p5103,329,8283,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p5615,329,27733,adelante,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p5619,329,27733,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
329_p5861,329,36879,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p5879,329,37609,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
329_p5950,329,40268,atras,solo_parser,otro,"SACIMI y A.”, para decidir sobre su procedencia."
329_p6087,329,46194,adelante,solo_parser,posible_caratula,AKAPOL S.A.C.I.F.I.A. c/ Nación Argentina y otros:
330_p240,330,8796,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p289,330,10625,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
330_p393,330,14766,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p704,330,26888,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p971,330,38205,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
330_p1008,330,38748,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p1016,330,39208,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p1649,330,12692,atras,solo_parser,otro,ETOSS y afirman los jueces que resolvieron el caso.
330_p1649,330,12733,atras,solo_parser,otro,ETOSS 115/94 que impugna la actora.
330_p1989,330,26154,atras,solo_parser,firma_juez,MAQUEDA (según su voto) — CARMEN M. ARGIBAY (según su voto).
330_p2255,330,35829,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
330_p2361,330,40899,atras,solo_parser,otro,"XXXIV, pág. 198, respectivamente)."
330_p2836,330,58395,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p3673,330,31725,adelante,solo_parser,otro,DAÑOS Y PERJUICIOS. Responsabilidad del Estado. Casos varios.
330_p4103,330,48667,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p4435,330,4808,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
330_p4534,330,8412,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia).
330_p4633,330,12456,atras,solo_parser,firma_calificador,ARGIBAY (en disidencia parcial).
330_p4909,330,22712,atras,solo_parser,firma_calificador,ARGIBAY (según su voto).
330_p4970,330,25253,atras,solo_parser,otro,"CAPRI S.A. exclusivamente (ver, además, fs. 113 de la queja)."
330_p5095,330,30116,atras,solo_parser,otro,"CNEGH (art. 2, decreto aludido)."
330_p5257,330,36399,atras,solo_parser,otro,XXXVII. ‘Ente Regulador de la Electricidad de la Pcia. de S.E.
330_p5306,330,38834,atras,solo_parser,firma_juez,CARMEN M. ARGIBAY (en disidencia parcial).
330_p5435,330,44572,adelante,solo_parser,posible_caratula,ASSUPA c/ Provincia de San Juan y otros: p. 4234.
331_p1199,331,7863,atras,solo_parser,otro,"XXXVIII “Agrar S.A.” antes citada, considerando 8º)."
332_p66,332,2998,atras,solo_parser,otro,"SENASA en materia alimentaria, le incumbe: registrar productos y"
332_p1960,332,42088,atras,solo_parser,otro,"SEDRONAR, Presidencia de la Nación)."
333_p680,333,26656,adelante,solo_parser,otro,CPCCN) cuya denegación originó la queja–.
333_p772,333,30097,adelante,solo_parser,linea_mayus_corta,INVAP S.E. y E.N.: p. 570.
333_p772,333,30142,adelante,solo_parser,linea_mayus_corta,OBLIGACIONES DE DAR SUMAS DE DINERO (p. 78): 2.
334_p698,334,27965,adelante,solo_parser,otro,CONADECO - dto. 527/05 y otros: p. 236.
334_p698,334,27995,adelante,solo_parser,linea_mayus_corta,GCABA - ley 19.798: p. 139.
334_p698,334,28047,adelante,solo_parser,linea_mayus_corta,FUSION DE SOCIEDADES (p. 59): 1.
334_p698,334,28049,adelante,solo_parser,linea_mayus_corta,FUSION DE SOCIEDADES (p. 59): 1.
334_p698,334,28051,adelante,solo_parser,linea_mayus_corta,"COSTAS (p. 46): 1, 2."
334_p698,334,28055,adelante,solo_parser,linea_mayus_corta,RECURSO DE REPOSICION (p. 70): 1 a 3.
334_p698,334,28056,adelante,solo_parser,linea_mayus_corta,RECURSO EXTRAORDINARIO (p. 70): 1 a 4.
337_p291,337,11945,atras,solo_parser,otro,"LORES, al estatuto o a los reglamentos”."
337_p858,337,34492,atras,solo_parser,otro,"GCABA - ley 19.798”, del 2 de marzo de 2011)."
337_p877,337,35164,atras,solo_parser,posible_caratula,CIPPEC c/ EN M° Desarrollo Social dto.
337_p1006,337,4626,atras,solo_parser,otro,"OTROS VS. EL SALVADOR, sentencia del 31 de agosto de 2011)."
337_p1037,337,5725,atras,solo_parser,otro,"CREDITANSTALT S.A., a partir del mes de septiembre de 2007 (cfr."
337_p1408,337,20617,atras,solo_parser,otro,ACGSA asumió $ 42.735.000.
337_p1581,337,27657,adelante,solo_parser,posible_caratula,CIPPEC c/ EN M° Desarrollo Social dto.
338_p599,338,23236,adelante,solo_parser,posible_caratula,"MEYNET, ALVARO JAVIER s/ Queja en: CONSEJO de la"
338_p599,338,23237,adelante,solo_parser,posible_caratula,MAGISTRATURA IIda circ. s/ solicitud ley 3491 (dr. Alvaro J.
338_p652,338,26300,atras,solo_parser,posible_caratula,ACUMAR s/ ordenamiento territorial: p. 435
338_p1583,338,35141,atras,solo_parser,posible_caratula,ACUMAR s/ ordenamiento territorial: ps. 435
339_p61,339,2641,atras,solo_parser,otro,"SAFJP 008, del 29 de agosto de 2007)."
339_p633,339,23753,adelante,solo_parser,posible_caratula,MARCELO y Otros s/ Daños y perjuicios (acc. trán. c/ les.
339_p1193,339,9491,adelante,solo_parser,posible_caratula,ESTADOS UNIDOS y Otros s/ Daños y perjuicios (acc. trán.
339_p1414,339,17811,adelante,solo_parser,posible_caratula,"SABSAY, DANIEL ALBERTO s/ Su presentación en autos:"
339_p1834,339,33446,atras,solo_parser,otro,CPCCN; y doctrina de Fallos: 311:590; 320:245; 324:390; y S.C. Comp.
340_p236,340,9157,adelante,solo_parser,posible_caratula,EJÉRCITO s/ Accidente en el ámbito militar y Fzas. de Seg.
340_p991,340,1604,atras,solo_parser,otro,XXXII (Fallos: 323:4046) había reconocido el dominio al Estado Nacio-
340_p1294,340,12308,adelante,solo_parser,posible_caratula,FEDERAL s/ Accidente en el ámbito militar y Fzas. de Seg.
340_p1795,340,35068,adelante,solo_parser,posible_caratula,IMPOSITIVA s/ Recurso directo de organismo externo.
340_p1883,340,35068,adelante,solo_parser,posible_caratula,IMPOSITIVA s/ Recurso directo de organismo externo.
341_p39,341,1922,adelante,solo_parser,posible_caratula,"SAMAMÉ, EDUARDO s/ Impugnacion en autos “Unifica exptes."
341_p648,341,25097,adelante,solo_parser,posible_caratula,VECINAL SA LÍNEA 326 y Otros s/ Daños y perjuicios (acc.
341_p774,341,32510,atras,solo_parser,posible_caratula,UGOFE SA s/ Daños y perjuicios: p. 77
341_p1202,341,13207,adelante,solo_parser,posible_caratula,"ROJAS, VENANCIO s/ Infracción ley 24.270. Denunciante:"
341_p1679,341,31951,atras,solo_parser,otro,LIBOR (artículos 23.3. y 23.4.).
341_p1924,341,42294,atras,solo_parser,otro,RIPTE afecte dicho derecho (fs. 113 a 116 vta.).
341_p1965,341,43010,adelante,solo_parser,posible_caratula,EXTERIORES y CULTO s/ Cobro de apor. o contrib.
342_p826,342,32742,adelante,solo_parser,posible_caratula,EJÉRCITO s/ Personal Militar y Civil de las FFAA y de Seg.
342_p1313,342,638,adelante,solo_parser,posible_caratula,JUJUY s/ Recurso directo Ley de Educación Superior ley 24.521.
342_p1938,342,27618,adelante,solo_parser,posible_caratula,JUNTOS por el CAMBIO s/ Oficialización de candidaturas.
342_p2009,342,28662,atras,solo_parser,otro,"CAPITULO III que, en lo que aquí interesa, establecen lo siguiente:"
342_p2063,342,29989,adelante,solo_parser,posible_caratula,BUENOS AIRES s/ Incidente de incompetencia. Denunciante:
342_p2068,342,30217,adelante,solo_parser,posible_caratula,RIESGOS del TRABAJO s/ Queja expte. administrat.
343_p867,343,8091,atras,solo_parser,otro,"SUTPLA y otro”, Fallos: 342:197, considerando 6°, y “Farfán, Julio"
343_p1447,343,30109,atras,solo_parser,posible_caratula,SENASA s/ Repetición: p. 166
343_p1894,343,17512,adelante,solo_parser,posible_caratula,AUTOMOTOR nº 9 s/ Apel. de res. denegat. del registro prop.
343_p2280,343,34306,adelante,solo_parser,posible_caratula,SENASA s/ Repetición: p. 166
344_p174,344,7738,atras,solo_parser,otro,"DIADEMA DEL NORTE SA, ambas continuadoras de la primera."
344_p233,344,9469,atras,solo_parser,posible_caratula,"FESTRAM y otros s/acción de amparo, del 4 de noviembre de 2016)."
344_p672,344,26260,adelante,solo_parser,posible_caratula,ARGENTINO s/ Personal Militar y Civil de las FFAA y de Seg.
344_p1211,344,47193,atras,solo_parser,otro,"DUCCION, considerará las cotizaciones diarias de dicho precio”."
344_p2115,344,33627,atras,solo_parser,otro,MERCOSUR”. (Énfasis agregado).
344_p2601,344,53461,atras,solo_parser,posible_caratula,ADECUA c/ Banco Privado de Inversiones S.A.
344_p3442,344,32307,atras,solo_parser,otro,"CPCCN (Conf. causa “Saavedra”, Fallos: 341:39 y FSA 10813/2017/"
344_p3782,344,45696,atras,solo_parser,posible_caratula,ADECUA c/ Banco Privado de Inversiones S.A.
345_p683,345,26263,adelante,solo_parser,otro,"IOSPER, representado por la Dra. Ruth Verónica Nenutti."
346_p1015,346,10195,atras,solo_parser,otro,XXIII ‘Régimen Informativo Periódico’”.
346_p1015,346,10424,atras,solo_parser,otro,XXIII ‘Régimen Informativo Periódico’”.
346_p1564,346,31389,adelante,solo_parser,posible_caratula,ETOSS y Otros s/ Daños y perjuicios: p. 116
347_p329,347,13109,adelante,solo_parser,posible_caratula,GENERAL de JUSTICIA s/ Incidente de medida cautelar.
347_p1446,347,11105,adelante,solo_parser,posible_caratula,RIESGOS del TRABAJO y Otros s/ Accidente – ley especial.
347_p1827,347,25320,atras,solo_parser,otro,"UGOFE S.A. y, sin embargo, extendió la condena al Estado Nacional."
348_p179,348,6958,atras,solo_parser,otro,CPCCN; doctrina de Fallos: 321:3384; 327:202 y 344:701).
348_p296,348,11780,adelante,solo_parser,otro,COINO) contra la Resolución N° 107/2022 del INYM”.
348_p943,348,36637,atras,solo_parser,otro,"SACIFI y A”, (Fallos: 340:1884), disidencia del suscripto, a cuyos funda­"
348_p1511,348,58517,atras,solo_parser,otro,"CPCCN), con grave menoscabo del derecho invocado."
348_p1796,348,70068,adelante,solo_parser,posible_caratula,ONABE y otro s/ prescripción adquisitiva:
329_p5,329,145,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p5,329,159,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p5,329,173,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p5,329,185,adelante,solo_auditor,linea_mayus_corta,COMPAÑIA DE TRANSPORTE Y COMERCIO
329_p5,329,186,adelante,solo_auditor,linea_mayus_corta,INTERNACIONAL S.A.C.I.F.I.A. Y DE MANDATOS
329_p5,329,210,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p5,329,212,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p9,329,272,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p9,329,282,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p9,329,302,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p12,329,358,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p12,329,377,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p12,329,418,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p12,329,425,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p15,329,504,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p15,329,517,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p15,329,531,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p15,329,532,atras,solo_auditor,firma_juez,CARLOS MAQUEDA — E. RAÚL ZAFFARONI — CARMEN M. ARGIBAY — RICARDO
329_p15,329,549,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p15,329,564,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p15,329,568,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p15,329,577,adelante,solo_auditor,linea_mayus_corta,CLAUDIO JESUS NARVAEZ
329_p19,329,564,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p19,329,568,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p19,329,577,adelante,solo_auditor,linea_mayus_corta,CLAUDIO JESUS NARVAEZ
329_p20,329,721,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p20,329,803,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p20,329,847,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p20,329,862,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p20,329,864,atras,solo_auditor,firma_juez,RICARDO LUIS LORENZETTI (según su voto) — CARMEN M. ARGIBAY (según
329_p20,329,873,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p28,329,1110,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p28,329,1158,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p28,329,1170,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p28,329,1182,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p28,329,1225,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DE LA SEÑORA
329_p28,329,1226,atras,solo_auditor,firma_juez,MINISTRA DOCTORA DOÑA CARMEN M. ARGIBAY
329_p28,329,1263,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p28,329,1342,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p28,329,1382,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p40,329,1492,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p40,329,1571,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p40,329,1597,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p40,329,1623,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p40,329,1647,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p47,329,1647,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p47,329,1674,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p47,329,1687,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p47,329,1692,adelante,solo_auditor,linea_mayus_corta,VALERIA BEATRIZ CACERES V. PROVINCIA DE LA RIOJA
329_p47,329,1716,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p47,329,1727,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p49,329,1789,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p49,329,1832,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p49,329,1841,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p49,329,1846,adelante,solo_auditor,linea_mayus_corta,MANUEL ALBERTO JUAREZ Y OTRA V. PROVINCIA DE CATAMARCA
329_p49,329,1859,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p53,329,1980,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p53,329,2012,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p53,329,2048,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p53,329,2058,adelante,solo_auditor,linea_mayus_corta,NACION ADMINISTRADORA DE FONDOS DE JUBILACIONES
329_p53,329,2086,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2474,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2555,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2638,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2722,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2797,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p59,329,2805,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p59,329,2810,adelante,solo_auditor,linea_mayus_corta,CATALINA SCHIRRIPA DE PIEGARI
329_p59,329,2824,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p78,329,2878,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p78,329,2882,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p78,329,2887,adelante,solo_auditor,linea_mayus_corta,BANCO DE LA NACION ARGENTINA –SUC. RESISTENCIA–
329_p78,329,2905,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p80,329,2953,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p80,329,2974,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p80,329,2984,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p80,329,2990,adelante,solo_auditor,linea_mayus_corta,CARLOS ISIDORO FERRARI
329_p80,329,2998,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p80,329,3023,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p83,329,3062,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p83,329,3072,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p83,329,3075,adelante,solo_auditor,linea_mayus_corta,PAULA VERONICA DURAN
329_p83,329,3093,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p83,329,3095,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p85,329,3171,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p85,329,3180,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p85,329,3190,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p85,329,3192,adelante,solo_auditor,linea_mayus_corta,RAMON SILVANO SISTERNA V. ANSES
329_p88,329,3302,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p88,329,3315,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p88,329,3373,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p88,329,3376,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DE LA SEÑORA
329_p88,329,3377,atras,solo_auditor,firma_juez,MINISTRA DOCTORA DOÑA CARMEN M. ARGIBAY
329_p88,329,3390,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,3853,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,3928,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4013,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4090,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4138,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DEL SEÑOR
329_p94,329,4139,atras,solo_auditor,firma_juez,PRESIDENTE DOCTOR DON ENRIQUE SANTIAGO PETRACCHI
329_p94,329,4165,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4225,atras,solo_auditor,firma_apellido_solo,DISIDENCIA DEL SEÑOR MINISTRO DOCTOR DON RICARDO LUIS LORENZETTI
329_p94,329,4241,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4308,adelante,solo_auditor,linea_mayus_corta,SILVESTRE MORE
329_p94,329,4316,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p94,329,4330,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p117,329,4374,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE
329_p117,329,4375,atras,solo_auditor,firma_juez,NOLASCO — CARLOS S. FAYT (según su voto) — JUAN CARLOS MAQUEDA —
329_p117,329,4385,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p117,329,4391,adelante,solo_auditor,firma_juez,DOCTOR DON ENRIQUE SANTIAGO PETRACCHI
329_p117,329,4424,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p120,329,4447,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p120,329,4472,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p120,329,4487,adelante,solo_auditor,linea_mayus_corta,FRANCISCO SARALEGUI V. PODER EJECUTIVO NACIONAL
329_p120,329,4521,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p123,329,4770,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p123,329,4857,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p123,329,4909,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p123,329,4921,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE
329_p123,329,4922,atras,solo_auditor,firma_juez,NOLASCO — CARLOS S. FAYT — JUAN CARLOS MAQUEDA — E. RAÚL
329_p123,329,4931,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p123,329,4944,adelante,solo_auditor,linea_mayus_corta,SILVANO BORGATTI Y OTRA V. INSTITUTO DUPUYTREN S.A. Y OTROS
329_p123,329,4955,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p134,329,4955,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p134,329,4984,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p134,329,4991,adelante,solo_auditor,linea_mayus_corta,INGENIERO AUGUSTO H. SPINAZZOLA SOCIEDAD EN COMANDITA POR
329_p134,329,4992,adelante,solo_auditor,linea_mayus_corta,ACCIONES V. MUNICIPALIDAD DE LA CIUDAD DE BUENOS AIRES
329_p134,329,4998,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p135,329,5155,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p135,329,5157,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p135,329,5171,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p135,329,5174,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DE LOS SEÑORES MINISTROS
329_p135,329,5175,atras,solo_auditor,firma_juez,DOCTORES DON JUAN CARLOS MAQUEDA Y DON E. RAÚL ZAFFARONI
329_p135,329,5227,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p135,329,5237,adelante,solo_auditor,linea_mayus_corta,MIGUEL IVORRA Y OTROS
329_p135,329,5264,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p142,329,5377,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p142,329,5397,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p142,329,5416,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
