caso_id_canonico,materia,materia_capa,materia_fuente
330_p694,,pendiente_capa2,sin_ancla
330_p702,contencioso_administrativo,capa2,provincia:ca
330_p704,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p713,civil_comercial,capa1,regla:\ben lo civil\b
330_p717,,pendiente_capa2,sin_ancla
330_p725,,pendiente_capa2,sin_ancla
330_p743,,originaria,originaria
330_p745,,originaria,originaria
330_p747,contencioso_administrativo,capa2,provincia:ca
330_p748,civil_comercial,capa2,objeto(1)
330_p778,civil_comercial,capa2,objeto(1)
330_p780,,originaria,originaria
330_p785,,originaria,originaria
330_p789,penal,capa2,objeto(1)
330_p798,,pendiente_capa2,sin_ancla
330_p801,,pendiente_capa2,sin_ancla
330_p803,consumo,capa2,kw(1)
330_p807,,pendiente_capa2,sin_ancla
330_p810,,pendiente_capa2,sin_ancla
330_p811,laboral,capa2,kw(1)
330_p816,,pendiente_capa2,sin_ancla
330_p818,previsional,capa1,regla:seguridad social
330_p822,previsional,capa1,regla:seguridad social
330_p826,previsional,capa1,regla:seguridad social
330_p829,previsional,capa1,regla:seguridad social
330_p834,civil_comercial,capa1,regla:\ben lo comercial\b
330_p855,civil_comercial,capa1,regla:\ben lo civil\b
330_p940,penal,capa1,regla:criminal y correccional
330_p948,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p950,,pendiente_capa2,sin_ancla
330_p960,laboral,capa1,regla:\bdel trabajo\b
330_p963,penal,capa1,regla:casacion penal
330_p971,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1008,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1013,,pendiente_capa2,sin_ancla
330_p1016,penal,capa2,objeto(1)
330_p1025,penal,capa2,objeto(1)
330_p1026,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1034,civil_comercial,capa1,regla:\ben lo civil\b
330_p1035,civil_comercial,capa1,regla:\ben lo civil\b
330_p1036,penal,capa1,regla:casacion penal
330_p1043,penal,capa1,regla:casacion penal
330_p1044,laboral,capa1,regla:\bdel trabajo\b
330_p1049,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1055,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1060,penal,capa1,regla:criminal y correccional
330_p1066,,pendiente_capa2,sin_ancla
330_p1072,penal,capa1,regla:casacion penal
330_p1076,,pendiente_capa2,sin_ancla
330_p1083,,pendiente_capa2,sin_ancla
330_p1088,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p1094,civil_comercial,capa1,regla:\ben lo civil\b
330_p1095,penal,capa2,objeto(1)
330_p1100,,originaria,originaria
330_p1103,,originaria,originaria
330_p1110,contencioso_administrativo,capa2,provincia:ca
330_p1114,,originaria,originaria
330_p1135,,originaria,originaria
330_p1158,ambiental,capa2,norma:25675(1)
330_p1167,,pendiente_capa2,sin_ancla
330_p1169,,pendiente_capa2,sin_ancla
330_p1172,penal,capa2,norma:23737(1)
330_p1175,,pendiente_capa2,sin_ancla
330_p1179,,pendiente_capa2,sin_ancla
330_p1181,,pendiente_capa2,sin_ancla
330_p1183,civil_comercial,capa2,objeto(1)
330_p1186,penal,capa2,kw+objeto(2)
330_p1189,tributario,capa2,objeto(1)
330_p1191,previsional,capa1,regla:seguridad social
330_p1195,,pendiente_capa2,sin_ancla
330_p1205,,pendiente_capa2,sin_ancla
330_p1214,laboral,capa1,regla:\bdel trabajo\b
330_p1218,civil_comercial,capa1,regla:civil y comercial federal
330_p1221,civil_comercial,capa1,regla:civil y comercial federal
330_p1222,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1228,penal,capa1,regla:casacion penal
330_p1234,penal,capa2,objeto(1)
330_p1236,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p1241,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p1246,,pendiente_capa2,sin_ancla
330_p1250,laboral,capa1,regla:\bdel trabajo\b
330_p1257,penal,capa1,regla:criminal y correccional
330_p1261,,originaria,originaria
330_p1271,,originaria,originaria
330_p1276,contencioso_administrativo,capa2,provincia:ca
330_p1279,,originaria,originaria
330_p1286,civil_comercial,capa2,objeto(1)
330_p1289,,pendiente_capa2,sin_ancla
330_p1291,,pendiente_capa2,sin_ancla
330_p1300,civil_comercial,capa2,kw+norma:24522+objeto(3)
330_p1303,,pendiente_capa2,sin_ancla
330_p1305,civil_comercial,capa2,kw+norma:24522(2)
330_p1307,,pendiente_capa2,sin_ancla
330_p1309,previsional,capa1,regla:seguridad social
330_p1325,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p1332,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1336,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p1350,penal,capa1,regla:casacion penal
330_p1356,contencioso_administrativo,capa2,objeto(1)
330_p1366,,pendiente_capa2,sin_ancla
330_p1369,penal,capa1,regla:criminal y correccional
330_p1375,,pendiente_capa2,sin_ancla
330_p1377,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1383,civil_comercial,capa2,kw(1)
330_p1389,,pendiente_capa2,sin_ancla
330_p1393,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1398,laboral,capa1,regla:\bdel trabajo\b
330_p1402,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1405,,pendiente_capa2,sin_ancla
330_p1407,,pendiente_capa2,sin_ancla
330_p1417,contencioso_administrativo,capa2,provincia:ca
330_p1422,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1427,tributario,capa2,norma:10397(1)
330_p1436,electoral,capa1,regla:electoral
330_p1447,,pendiente_capa2,sin_ancla
330_p1451,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1457,penal,capa1,regla:casacion penal
330_p1465,penal,capa1,regla:casacion penal
330_p1469,civil_comercial,capa1,regla:\ben lo civil\b
330_p1474,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1478,penal,capa2,kw+objeto(2)
330_p1491,contencioso_administrativo,capa2,provincia:ca
330_p1497,,pendiente_capa2,sin_ancla
330_p1503,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1507,civil_comercial,capa1,regla:\ben lo civil\b
330_p1514,penal,capa1,regla:casacion penal
330_p1516,laboral,capa1,regla:\bdel trabajo\b
330_p1523,civil_comercial,capa1,regla:\ben lo civil\b
330_p1525,civil_comercial,capa1,regla:\ben lo civil\b
330_p1526,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p1528,,pendiente_capa2,sin_ancla
330_p1529,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1534,penal,capa1,regla:casacion penal
330_p1540,penal,capa1,regla:casacion penal
330_p1545,laboral,capa1,regla:\bdel trabajo\b
330_p1550,laboral,capa1,regla:\bdel trabajo\b
330_p1564,penal,capa2,objeto(1)
330_p1567,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1572,civil_comercial,capa1,regla:\ben lo civil\b
330_p1578,penal,capa1,regla:casacion penal
330_p1580,,pendiente_capa2,sin_ancla
330_p1587,,pendiente_capa2,sin_ancla
330_p1599,,originaria,originaria
330_p1601,,originaria,originaria
330_p1603,contencioso_administrativo,capa2,provincia:ca
330_p1606,,originaria,originaria
330_p1608,,pendiente_capa2,sin_ancla
330_p1610,,pendiente_capa2,sin_ancla
330_p1618,penal,capa2,norma:23737(1)
330_p1620,,pendiente_capa2,sin_ancla
330_p1623,,pendiente_capa2,sin_ancla
330_p1626,civil_comercial,capa2,kw+norma:24522(2)
330_p1629,previsional,capa1,regla:seguridad social
330_p1632,previsional,capa1,regla:seguridad social
330_p1635,previsional,capa1,regla:seguridad social
330_p1642,,pendiente_capa2,sin_ancla
330_p1643,,no_aplica,tipo_entrada=sumario_editorial
330_p1644,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1649,contencioso_administrativo,capa2,objeto(1)
330_p1671,,pendiente_capa2,sin_ancla
330_p1703,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1708,,pendiente_capa2,sin_ancla
330_p1718,contencioso_administrativo,capa2,provincia:ca
330_p1722,laboral,capa1,regla:\bdel trabajo\b
330_p1733,laboral,capa1,regla:\bdel trabajo\b
330_p1740,laboral,capa1,regla:\bdel trabajo\b
330_p1748,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1751,laboral,capa1,regla:\bdel trabajo\b
330_p1759,,no_aplica,tipo_entrada=sumario_editorial
330_p1762,civil_comercial,capa1,regla:\ben lo civil\b
330_p1763,penal,capa1,regla:penal economico
330_p1772,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1777,,sui_generis,Jurado de Enjuiciamiento de Magistrados y Funcionarios de la Provincia de Buenos
330_p1785,civil_comercial,capa1,regla:\ben lo civil\b
330_p1791,contencioso_administrativo,capa2,provincia:ca
330_p1802,,originaria,originaria
330_p1804,,pendiente_capa2,sin_ancla
330_p1807,,originaria,originaria
330_p1814,,originaria,originaria
330_p1817,civil_comercial,capa2,objeto(1)
330_p1820,penal,capa2,objeto(1)
330_p1823,ambiental,capa2,norma:24051(1)
330_p1827,,pendiente_capa2,sin_ancla
330_p1829,penal,capa2,kw(1)
330_p1832,,pendiente_capa2,sin_ancla
330_p1836,,pendiente_capa2,sin_ancla
330_p1838,previsional,capa1,regla:seguridad social
330_p1844,,pendiente_capa2,sin_ancla
330_p1849,civil_comercial,capa1,regla:civil y comercial federal
330_p1854,civil_comercial,capa1,regla:\ben lo civil\b
330_p1855,civil_comercial,capa1,regla:\ben lo comercial\b
330_p1888,laboral,capa1,regla:\bdel trabajo\b
330_p1893,,pendiente_capa2,sin_ancla
330_p1895,civil_comercial,capa1,regla:\ben lo civil\b
330_p1903,laboral,capa1,regla:\bdel trabajo\b
330_p1907,,pendiente_capa2,sin_ancla
330_p1910,laboral,capa2,kw(1)
330_p1915,,originaria,originaria
330_p1918,,originaria,originaria
330_p1925,,originaria,originaria
330_p1927,,originaria,originaria
330_p1943,,pendiente_capa2,sin_ancla
330_p1945,,pendiente_capa2,sin_ancla
330_p1947,previsional,capa1,regla:seguridad social
330_p1950,previsional,capa1,regla:seguridad social
330_p1961,penal,capa1,regla:criminal y correccional
330_p1971,penal,capa1,regla:criminal y correccional
330_p1975,civil_comercial,capa1,regla:\ben lo civil\b
330_p1987,civil_comercial,capa1,regla:\ben lo civil\b
330_p1989,laboral,capa1,regla:\bdel trabajo\b
330_p2014,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2017,contencioso_administrativo,capa2,provincia:ca
330_p2033,laboral,capa1,regla:\bdel trabajo\b
330_p2040,,pendiente_capa2,sin_ancla
330_p2046,,pendiente_capa2,sin_ancla
330_p2047,contencioso_administrativo,capa2,provincia:ca
330_p2049,,originaria,originaria
330_p2059,,originaria,originaria
330_p2061,tributario,capa2,kw(1)
330_p2064,,pendiente_capa2,sin_ancla
330_p2065,penal,capa1,regla:criminal y correccional
330_p2074,,pendiente_capa2,sin_ancla
330_p2081,,pendiente_capa2,sin_ancla
330_p2090,laboral,capa1,regla:\bdel trabajo\b
330_p2093,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2101,contencioso_administrativo,capa2,provincia:ca
330_p2112,civil_comercial,capa2,objeto(1)
330_p2115,,pendiente_capa2,sin_ancla
330_p2122,tributario,capa2,parte(1)
330_p2131,civil_comercial,capa1,regla:\ben lo civil\b
330_p2134,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2140,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p2146,laboral,capa1,regla:\bdel trabajo\b
330_p2151,laboral,capa1,regla:\bdel trabajo\b
330_p2168,civil_comercial,capa1,regla:\ben lo civil\b
330_p2180,laboral,capa1,regla:\bdel trabajo\b
330_p2186,tributario,capa2,parte(1)
330_p2192,contencioso_administrativo,capa2,provincia:ca
330_p2206,,pendiente_capa2,sin_ancla
330_p2215,,residual,Tribunal Arbitral de Obras Públicas
330_p2222,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p2231,,pendiente_capa2,sin_ancla
330_p2234,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2241,laboral,capa1,regla:\bdel trabajo\b
330_p2245,,pendiente_capa2,sin_ancla
330_p2249,,pendiente_capa2,sin_ancla
330_p2255,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p2265,penal,capa1,regla:casacion penal
330_p2268,,originaria,originaria
330_p2274,previsional,capa1,regla:seguridad social
330_p2277,penal,capa1,regla:criminal y correccional
330_p2284,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2286,,pendiente_capa2,sin_ancla
330_p2304,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p2321,,sui_generis,Consejo de la Magistratura de la Nación
330_p2323,,pendiente_capa2,sin_ancla
330_p2327,,pendiente_capa2,sin_ancla
330_p2334,contencioso_administrativo,capa2,provincia:ca
330_p2341,,pendiente_capa2,sin_ancla
330_p2342,,pendiente_capa2,sin_ancla
330_p2345,,pendiente_capa2,sin_ancla
330_p2347,contencioso_administrativo,capa2,provincia:ca
330_p2351,contencioso_administrativo,capa2,provincia:ca
330_p2361,penal,capa1,regla:casacion penal
330_p2414,,pendiente_capa2,sin_ancla
330_p2416,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p2429,penal,capa2,norma:24660(1)
330_p2434,penal,capa1,regla:criminal y correccional
330_p2442,civil_comercial,capa1,regla:\ben lo civil\b
330_p2444,,pendiente_capa2,sin_ancla
330_p2445,,pendiente_capa2,sin_ancla
330_p2452,laboral,capa1,regla:\bdel trabajo\b
330_p2464,civil_comercial,capa2,objeto(1)
330_p2470,,originaria,originaria
330_p2478,,originaria,originaria
330_p2491,,pendiente_capa2,conflicto_capa2:previsional/tributario
330_p2494,civil_comercial,capa2,norma:24522(1)
330_p2498,previsional,capa1,regla:seguridad social
330_p2507,penal,capa1,regla:criminal y correccional
330_p2520,,pendiente_capa2,sin_ancla
330_p2521,civil_comercial,capa1,regla:civil y comercial federal
330_p2527,civil_comercial,capa1,regla:civil y comercial federal
330_p2533,civil_comercial,capa2,objeto(1)
330_p2548,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2564,civil_comercial,capa1,regla:\ben lo comercial\b
330_p2570,contencioso_administrativo,capa2,provincia:ca
330_p2574,previsional,capa2,parte(1)
330_p2575,contencioso_administrativo,capa2,provincia:ca
330_p2584,contencioso_administrativo,capa2,provincia:ca
330_p2590,laboral,capa1,regla:\bdel trabajo\b
330_p2599,penal,capa1,regla:penal economico
330_p2610,,originaria,originaria
330_p2617,,originaria,originaria
330_p2626,penal,capa2,kw(1)
330_p2628,penal,capa2,kw+norma:24767(2)
330_p2630,penal,capa2,kw+norma:24767(2)
330_p2632,,pendiente_capa2,sin_ancla
330_p2637,,pendiente_capa2,sin_ancla
330_p2639,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p2655,laboral,capa1,regla:\bdel trabajo\b
330_p2658,penal,capa1,regla:casacion penal
330_p2671,laboral,capa1,regla:\bdel trabajo\b
330_p2685,laboral,capa2,kw+norma:24557(2)
330_p2696,laboral,capa2,kw(1)
330_p2711,,residual,Tribunal Arbitral de Obras Públicas de la Nación
330_p2730,penal,capa2,objeto(1)
330_p2735,,originaria,originaria
330_p2737,,originaria,originaria
330_p2739,,originaria,originaria
330_p2746,ambiental,capa2,norma:25675(1)
330_p2748,,originaria,originaria
330_p2767,,pendiente_capa2,sin_ancla
330_p2774,,pendiente_capa2,sin_ancla
330_p2786,,pendiente_capa2,sin_ancla
330_p2792,,pendiente_capa2,sin_ancla
330_p2793,penal,capa1,regla:casacion penal
330_p2794,,pendiente_capa2,sin_ancla
330_p2795,civil_comercial,capa1,regla:\ben lo civil\b
330_p2798,previsional,capa2,norma:24463+norma:26153+objeto+parte(4)
330_p2799,previsional,capa2,objeto+parte(2)
330_p2800,contencioso_administrativo,capa2,coocur:corralito_emergencia
330_p2826,,pendiente_capa2,sin_ancla
330_p2836,penal,capa2,objeto(1)
330_p2847,,originaria,originaria
330_p2849,,originaria,originaria
330_p2877,contencioso_administrativo,capa2,provincia:ca
330_p2892,civil_comercial,capa1,regla:\ben lo civil\b
330_p2900,,pendiente_capa2,sin_ancla
330_p2902,civil_comercial,capa1,regla:\ben lo civil\b
330_p2915,civil_comercial,capa1,regla:\ben lo civil\b
330_p2921,laboral,capa1,regla:\bdel trabajo\b
330_p2927,,originaria,originaria
330_p2932,,originaria,originaria
330_p2952,,pendiente_capa2,sin_ancla
330_p2954,penal,capa2,objeto(1)
330_p2957,contencioso_administrativo,capa2,provincia:ca
330_p2961,civil_comercial,capa2,objeto(1)
330_p2964,previsional,capa1,regla:seguridad social
330_p2968,previsional,capa1,regla:seguridad social
330_p2970,previsional,capa1,regla:seguridad social
330_p2975,civil_comercial,capa1,regla:civil y comercial federal
330_p2981,civil_comercial,capa1,regla:\ben lo civil\b
330_p2992,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p2999,laboral,capa2,objeto(1)
330_p3002,civil_comercial,capa1,regla:civil y comercial federal
330_p3015,tributario,capa2,norma:11683(1)
330_p3020,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3025,civil_comercial,capa1,regla:\ben lo comercial\b
330_p3028,,pendiente_capa2,sin_ancla
330_p3036,civil_comercial,capa1,regla:\ben lo civil\b
330_p3045,tributario,capa2,norma:11683+parte(2)
330_p3055,,pendiente_capa2,sin_ancla
330_p3069,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3074,civil_comercial,capa1,regla:\ben lo civil\b
330_p3092,,pendiente_capa2,sin_ancla
330_p3098,constitucional,capa2,objeto(1)
330_p3109,,originaria,originaria
330_p3126,,originaria,originaria
330_p3141,,pendiente_capa2,sin_ancla
330_p3145,previsional,capa1,regla:seguridad social
330_p3149,,pendiente_capa2,sin_ancla
330_p3160,electoral,capa1,regla:electoral
330_p3248,penal,capa1,regla:casacion penal
330_p3379,previsional,capa1,regla:seguridad social
330_p3400,previsional,capa1,regla:seguridad social
330_p3409,laboral,capa1,regla:\bdel trabajo\b
330_p3422,laboral,capa1,regla:\bdel trabajo\b
330_p3426,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3432,laboral,capa1,regla:\bdel trabajo\b
330_p3444,contencioso_administrativo,capa2,provincia:ca
330_p3447,,originaria,originaria
330_p3455,previsional,capa1,regla:seguridad social
330_p3458,previsional,capa1,regla:seguridad social
330_p3461,previsional,capa1,regla:seguridad social
330_p3463,civil_comercial,capa1,regla:\ben lo civil\b
330_p3471,civil_comercial,capa1,regla:\ben lo comercial\b
330_p3477,civil_comercial,capa1,regla:civil y comercial federal
330_p3483,civil_comercial,capa1,regla:\ben lo civil\b
330_p3494,civil_comercial,capa1,regla:\ben lo comercial\b
330_p3502,,pendiente_capa2,sin_ancla
330_p3509,penal,capa1,regla:casacion penal
330_p3513,,pendiente_capa2,sin_ancla
330_p3519,civil_comercial,capa1,regla:\ben lo comercial\b
330_p3526,penal,capa2,objeto(1)
330_p3537,,originaria,originaria
330_p3546,contencioso_administrativo,capa2,provincia:ca
330_p3549,,originaria,originaria
330_p3552,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p3557,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p3565,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3579,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3581,,pendiente_capa2,sin_ancla
330_p3582,civil_comercial,capa1,regla:\ben lo comercial\b
330_p3589,civil_comercial,capa1,regla:\ben lo civil\b
330_p3593,civil_comercial,capa1,regla:\ben lo civil\b
330_p3609,,originaria,originaria
330_p3623,contencioso_administrativo,capa2,provincia:ca
330_p3627,,pendiente_capa2,sin_ancla
330_p3630,previsional,capa1,regla:seguridad social
330_p3635,,pendiente_capa2,sin_ancla
330_p3640,penal,capa1,regla:penal economico
330_p3652,contencioso_administrativo,capa2,provincia:ca
330_p3657,civil_comercial,capa1,regla:\ben lo civil\b
330_p3659,contencioso_administrativo,capa2,provincia:ca
330_p3663,,pendiente_capa2,sin_ancla
330_p3673,penal,capa1,regla:criminal y correccional
330_p3680,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3685,,pendiente_capa2,sin_ancla
330_p3714,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3722,,pendiente_capa2,sin_ancla
330_p3723,penal,capa1,regla:casacion penal
330_p3725,civil_comercial,capa1,regla:\ben lo civil\b
330_p3758,,pendiente_capa2,sin_ancla
330_p3764,,pendiente_capa2,sin_ancla
330_p3771,civil_comercial,capa1,regla:\ben lo civil\b
330_p3773,,originaria,originaria
330_p3777,,originaria,originaria
330_p3784,laboral,capa2,norma:24557+parte(2)
330_p3787,laboral,capa1,regla:\bdel trabajo\b
330_p3793,contencioso_administrativo,capa2,provincia:ca
330_p3801,penal,capa1,regla:criminal y correccional
330_p3836,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3843,civil_comercial,capa1,regla:\ben lo civil\b
330_p3848,previsional,capa1,regla:seguridad social
330_p3853,previsional,capa1,regla:seguridad social
330_p3888,,originaria,originaria
330_p3893,contencioso_administrativo,capa2,provincia:ca
330_p3899,,originaria,originaria
330_p3904,,pendiente_capa2,sin_ancla
330_p3906,penal,capa2,norma:23737(1)
330_p3908,,originaria,originaria
330_p3977,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p3994,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p4000,,pendiente_capa2,sin_ancla
330_p4001,civil_comercial,capa1,regla:\ben lo civil\b
330_p4015,laboral,capa1,regla:\bdel trabajo\b
330_p4024,previsional,capa1,regla:seguridad social
330_p4030,,pendiente_capa2,sin_ancla
330_p4033,penal,capa2,objeto(1)
330_p4040,penal,capa1,regla:penal economico
330_p4045,contencioso_administrativo,capa2,provincia:ca
330_p4049,contencioso_administrativo,capa2,provincia:ca
330_p4055,,originaria,originaria
330_p4062,,originaria,originaria
330_p4064,contencioso_administrativo,capa2,provincia:ca
330_p4071,tributario,capa2,objeto(1)
330_p4076,,originaria,originaria
330_p4081,,pendiente_capa2,sin_ancla
330_p4084,,pendiente_capa2,sin_ancla
330_p4090,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4094,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4101,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4103,,pendiente_capa2,sin_ancla
330_p4113,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4129,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4134,,originaria,originaria
330_p4144,tributario,capa2,kw(1)
330_p4160,contencioso_administrativo,capa2,provincia:ca
330_p4170,penal,capa2,norma:24767(1)
330_p4172,penal,capa1,regla:criminal y correccional
330_p4182,,pendiente_capa2,sin_ancla
330_p4195,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4199,civil_comercial,capa1,regla:\ben lo civil\b
330_p4207,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4211,,sui_generis,Jurado de Enjuiciamiento de Magistrados y Funcionarios de la Provincia del Neuqu
330_p4216,contencioso_administrativo,capa2,provincia:ca
330_p4226,contencioso_administrativo,capa2,provincia:ca
330_p4234,,originaria,originaria
330_p4252,contencioso_administrativo,capa2,provincia:ca
330_p4256,contencioso_administrativo,capa2,provincia:ca
330_p4260,,pendiente_capa2,sin_ancla
330_p4263,previsional,capa1,regla:seguridad social
330_p4313,penal,capa1,regla:criminal y correccional
330_p4322,,pendiente_capa2,sin_ancla
330_p4328,,pendiente_capa2,sin_ancla
330_p4331,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p4337,tributario,capa2,parte(1)
330_p4338,laboral,capa1,regla:\bdel trabajo\b
330_p4345,contencioso_administrativo,capa2,provincia:ca
330_p4351,,pendiente_capa2,sin_ancla
330_p4354,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4358,penal,capa2,objeto(1)
330_p4364,civil_comercial,capa1,regla:\ben lo civil\b
330_p4365,,no_aplica,tipo_entrada=sumario_editorial
330_p4368,contencioso_administrativo,capa2,provincia:ca
330_p4372,,originaria,originaria
330_p4389,,pendiente_capa2,sin_ancla
330_p4396,,pendiente_capa2,sin_ancla
330_p4399,penal,capa2,norma:24767(1)
330_p4409,,pendiente_capa2,sin_ancla
330_p4411,civil_comercial,capa1,regla:\ben lo civil\b
330_p4413,penal,capa1,regla:casacion penal
330_p4416,penal,capa1,regla:casacion penal
330_p4422,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4429,laboral,capa1,regla:\bdel trabajo\b
330_p4435,laboral,capa1,regla:\bdel trabajo\b
330_p4443,civil_comercial,capa1,regla:\ben lo civil\b
330_p4445,penal,capa1,regla:penal economico
330_p4454,,pendiente_capa2,sin_ancla
330_p4459,laboral,capa1,regla:\bdel trabajo\b
330_p4464,civil_comercial,capa1,regla:\ben lo civil\b
330_p4465,penal,capa1,regla:casacion penal
330_p4469,,pendiente_capa2,sin_ancla
330_p4470,contencioso_administrativo,capa2,provincia:ca
330_p4471,,pendiente_capa2,sin_ancla
330_p4476,,pendiente_capa2,sin_ancla
330_p4483,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4489,civil_comercial,capa2,objeto(1)
330_p4498,contencioso_administrativo,capa2,provincia:ca
330_p4503,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4504,,pendiente_capa2,sin_ancla
330_p4509,,pendiente_capa2,sin_ancla
330_p4511,civil_comercial,capa1,regla:\ben lo civil\b
330_p4523,contencioso_administrativo,capa2,provincia:ca
330_p4526,constitucional,capa2,objeto(1)
330_p4528,previsional,capa2,norma:24463+objeto+parte(3)
330_p4530,previsional,capa1,regla:seguridad social
330_p4534,,pendiente_capa2,sin_ancla
330_p4539,penal,capa1,regla:criminal y correccional
330_p4544,,pendiente_capa2,sin_ancla
330_p4549,,pendiente_capa2,sin_ancla
330_p4554,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4564,,originaria,originaria
330_p4585,contencioso_administrativo,capa2,provincia:ca
330_p4587,electoral,capa1,regla:electoral
330_p4590,contencioso_administrativo,capa2,provincia:ca
330_p4592,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4606,,pendiente_capa2,sin_ancla
330_p4615,,pendiente_capa2,sin_ancla
330_p4632,,pendiente_capa2,sin_ancla
330_p4633,laboral,capa1,regla:\bdel trabajo\b
330_p4647,contencioso_administrativo,capa2,provincia:ca
330_p4664,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4669,,originaria,originaria
330_p4673,,originaria,originaria
330_p4678,,originaria,originaria
330_p4682,,originaria,originaria
330_p4685,previsional,capa2,norma:18037+norma:24463+norma:26153+objeto+parte(5)
330_p4687,previsional,capa1,regla:seguridad social
330_p4690,previsional,capa1,regla:seguridad social
330_p4693,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4697,civil_comercial,capa1,regla:\ben lo civil\b
330_p4703,civil_comercial,capa1,regla:\ben lo civil\b
330_p4706,laboral,capa1,regla:\bdel trabajo\b
330_p4713,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4721,laboral,capa1,regla:\bdel trabajo\b
330_p4733,civil_comercial,capa1,regla:\ben lo civil\b
330_p4735,,pendiente_capa2,sin_ancla
330_p4749,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p4770,contencioso_administrativo,capa2,provincia:ca
330_p4780,penal,capa2,objeto(1)
330_p4782,previsional,capa1,regla:seguridad social
330_p4786,previsional,capa1,regla:seguridad social
330_p4788,civil_comercial,capa1,regla:\ben lo civil\b
330_p4790,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4792,civil_comercial,capa1,regla:\ben lo civil\b
