caso_id_canonico,materia,materia_capa,materia_fuente
344_p689,,pendiente_capa2,sin_ancla
344_p692,laboral,capa1,regla:\bdel trabajo\b
344_p698,contencioso_administrativo,capa2,provincia:ca
344_p701,contencioso_administrativo,capa2,objeto(1)
344_p709,laboral,capa1,regla:\bdel trabajo\b
344_p711,laboral,capa1,regla:\bdel trabajo\b
344_p721,tributario,capa2,parte(1)
344_p724,laboral,capa1,regla:\bdel trabajo\b
344_p731,laboral,capa1,regla:\bdel trabajo\b
344_p741,laboral,capa1,regla:\bdel trabajo\b
344_p750,laboral,capa1,regla:\bdel trabajo\b
344_p757,,pendiente_capa2,conflicto_capa2:contencioso_administrativo/tributario
344_p759,,pendiente_capa2,sin_ancla
344_p769,civil_comercial,capa2,objeto(1)
344_p776,civil_comercial,capa2,objeto(1)
344_p782,civil_comercial,capa1,regla:\ben lo comercial\b
344_p791,civil_comercial,capa1,regla:\ben lo comercial\b
344_p802,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p807,,pendiente_capa2,sin_ancla
344_p809,,originaria,originaria
344_p936,,originaria,originaria
344_p980,laboral,capa1,regla:\bdel trabajo\b
344_p983,previsional,capa1,regla:seguridad social
344_p990,penal,capa1,regla:criminal y correccional
344_p997,civil_comercial,capa1,regla:\ben lo civil\b
344_p1002,contencioso_administrativo,capa2,norma:21499(1)
344_p1006,penal,capa1,regla:casacion penal
344_p1010,contencioso_administrativo,capa2,provincia:ca
344_p1013,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1030,laboral,capa1,regla:\bdel trabajo\b
344_p1033,,originaria,originaria
344_p1042,contencioso_administrativo,capa2,provincia:ca
344_p1043,tributario,capa2,objeto(1)
344_p1047,,pendiente_capa2,sin_ancla
344_p1049,,pendiente_capa2,sin_ancla
344_p1050,civil_comercial,capa2,objeto(1)
344_p1051,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
344_p1062,civil_comercial,capa1,regla:\ben lo civil\b
344_p1070,,pendiente_capa2,sin_ancla
344_p1082,penal,capa2,kw+norma:24767+objeto(3)
344_p1102,contencioso_administrativo,capa2,provincia:ca
344_p1137,,originaria,originaria
344_p1142,,pendiente_capa2,sin_ancla
344_p1146,penal,capa1,regla:criminal y correccional
344_p1149,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1151,laboral,capa2,kw+norma:20744(2)
344_p1211,,no_aplica,tipo_entrada=sumario_editorial
344_p1219,contencioso_administrativo,capa2,provincia:ca
344_p1230,tributario,capa2,coocur:tributario_disfrazado(desempate)
344_p1232,,originaria,originaria
344_p1235,,originaria,originaria
344_p1245,,originaria,originaria
344_p1252,,pendiente_capa2,sin_ancla
344_p1253,salud,capa2,objeto(1)
344_p1259,,pendiente_capa2,sin_ancla
344_p1260,electoral,capa1,regla:electoral
344_p1266,tributario,capa2,parte(1)
344_p1270,,pendiente_capa2,sin_ancla
344_p1283,laboral,capa1,regla:\bdel trabajo\b
344_p1288,laboral,capa1,regla:\bdel trabajo\b
344_p1291,contencioso_administrativo,capa2,provincia:ca
344_p1308,civil_comercial,capa1,regla:\ben lo comercial\b
344_p1315,civil_comercial,capa1,regla:\ben lo civil\b
344_p1318,contencioso_administrativo,capa2,provincia:ca
344_p1335,civil_comercial,capa1,regla:\ben lo comercial\b
344_p1336,laboral,capa2,objeto(1)
344_p1353,penal,capa1,regla:casacion penal
344_p1357,penal,capa1,regla:casacion penal
344_p1360,tributario,capa2,coocur:tributario_disfrazado
344_p1362,penal,capa1,regla:criminal y correccional
344_p1374,penal,capa1,regla:criminal y correccional
344_p1388,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1411,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1435,contencioso_administrativo,capa2,objeto(1)
344_p1438,,pendiente_capa2,sin_ancla
344_p1442,civil_comercial,capa2,objeto(1)
344_p1444,penal,capa1,regla:casacion penal
344_p1451,contencioso_administrativo,capa2,provincia:ca
344_p1458,tributario,capa2,norma:20628+parte(2)
344_p1464,civil_comercial,capa1,regla:\ben lo comercial\b
344_p1481,civil_comercial,capa1,regla:\ben lo civil\b
344_p1497,,pendiente_capa2,sin_ancla
344_p1499,civil_comercial,capa1,regla:\ben lo comercial\b
344_p1507,,pendiente_capa2,sin_ancla
344_p1509,penal,capa1,regla:casacion penal
344_p1535,civil_comercial,capa1,regla:\ben lo civil\b
344_p1539,previsional,capa1,regla:seguridad social
344_p1557,contencioso_administrativo,capa2,provincia:ca
344_p1635,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1642,ambiental,capa2,norma:24051+norma:25675(2)
344_p1657,contencioso_administrativo,capa2,provincia:ca
344_p1675,laboral,capa1,regla:\bdel trabajo\b
344_p1685,previsional,capa1,regla:seguridad social
344_p1695,,pendiente_capa2,sin_ancla
344_p1701,tributario,capa2,objeto(1)
344_p1703,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1711,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p1716,penal,capa1,regla:casacion penal
344_p1744,,pendiente_capa2,sin_ancla
344_p1757,civil_comercial,capa2,objeto(1)
344_p1763,,originaria,originaria
344_p1769,,pendiente_capa2,sin_ancla
344_p1783,civil_comercial,capa2,objeto(1)
344_p1785,civil_comercial,capa2,objeto(1)
344_p1788,previsional,capa2,norma:24241+norma:24463+parte(3)
344_p1810,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
344_p1828,,pendiente_capa2,sin_ancla
344_p1831,contencioso_administrativo,capa2,provincia:ca
344_p1835,contencioso_administrativo,capa2,provincia:ca
344_p1843,electoral,capa1,regla:electoral
344_p1845,,originaria,originaria
344_p1857,laboral,capa2,kw(1)
344_p1887,tributario,capa2,norma:11683+objeto+parte(3)
344_p1896,penal,capa1,regla:casacion penal
344_p1899,penal,capa1,regla:casacion penal
344_p1902,penal,capa1,regla:casacion penal
344_p1904,,pendiente_capa2,sin_ancla
344_p1906,laboral,capa1,regla:\bdel trabajo\b
344_p1911,penal,capa1,regla:penal economico
344_p1915,civil_comercial,capa2,objeto(1)
344_p1920,,originaria,originaria
344_p1928,,originaria,originaria
344_p1930,penal,capa2,kw(1)
344_p1936,,pendiente_capa2,sin_ancla
344_p1952,penal,capa2,objeto(1)
344_p2002,civil_comercial,capa1,regla:\ben lo civil\b
344_p2011,penal,capa1,regla:casacion penal
344_p2015,penal,capa1,regla:casacion penal
344_p2020,tributario,capa2,coocur:tributario_disfrazado(desempate)
344_p2023,laboral,capa1,regla:\bdel trabajo\b
344_p2026,laboral,capa1,regla:\bdel trabajo\b
344_p2029,laboral,capa2,objeto(1)
344_p2057,civil_comercial,capa1,regla:civil y comercial federal
344_p2062,penal,capa1,regla:criminal y correccional
344_p2080,salud,capa2,coocur:salud_amparo
344_p2086,,originaria,originaria
344_p2098,,pendiente_capa2,sin_ancla
344_p2104,previsional,capa2,parte(1)
344_p2109,,pendiente_capa2,sin_ancla
344_p2113,,pendiente_capa2,sin_ancla
344_p2115,,no_aplica,tipo_entrada=sumario_editorial
344_p2123,,pendiente_capa2,conflicto_capa2:contencioso_administrativo/tributario
344_p2172,laboral,capa2,coocur:indemniz_despido(desempate)
344_p2175,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2251,civil_comercial,capa1,regla:\ben lo comercial\b
344_p2256,civil_comercial,capa1,regla:\ben lo civil\b
344_p2307,laboral,capa1,regla:\bdel trabajo\b
344_p2339,electoral,capa1,regla:electoral
344_p2383,,pendiente_capa2,sin_ancla
344_p2384,civil_comercial,capa2,objeto(1)
344_p2393,penal,capa1,regla:casacion penal
344_p2402,penal,capa1,regla:criminal y correccional
344_p2404,civil_comercial,capa1,regla:\ben lo comercial\b
344_p2409,penal,capa1,regla:casacion penal
344_p2428,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2430,civil_comercial,capa1,regla:civil y comercial federal
344_p2441,,pendiente_capa2,sin_ancla
344_p2459,,pendiente_capa2,sin_ancla
344_p2465,,originaria,originaria
344_p2469,penal,capa1,regla:casacion penal
344_p2471,civil_comercial,capa2,objeto(1)
344_p2482,civil_comercial,capa2,objeto(1)
344_p2488,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2500,tributario,capa2,parte(1)
344_p2507,,pendiente_capa2,sin_ancla
344_p2513,,pendiente_capa2,sin_ancla
344_p2543,,originaria,originaria
344_p2559,penal,capa1,regla:criminal y correccional
344_p2573,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2581,laboral,capa1,regla:\bdel trabajo\b
344_p2591,,pendiente_capa2,sin_ancla
344_p2601,civil_comercial,capa1,regla:\ben lo comercial\b
344_p2629,civil_comercial,capa2,kw(1)
344_p2639,,pendiente_capa2,sin_ancla
344_p2644,tributario,capa2,kw(1)
344_p2647,,pendiente_capa2,sin_ancla
344_p2659,penal,capa1,regla:casacion penal
344_p2665,,pendiente_capa2,sin_ancla
344_p2669,,pendiente_capa2,sin_ancla
344_p2690,previsional,capa1,regla:seguridad social
344_p2728,tributario,capa2,norma:23548(1)
344_p2752,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2765,penal,capa2,objeto(1)
344_p2779,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2791,penal,capa2,objeto(1)
344_p2811,contencioso_administrativo,capa2,provincia:ca
344_p2830,,pendiente_capa2,sin_ancla
344_p2835,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p2849,civil_comercial,capa1,regla:civil y comercial federal
344_p2858,civil_comercial,capa1,regla:civil y comercial federal
344_p2868,civil_comercial,capa2,norma:24901(1)
344_p2901,,pendiente_capa2,sin_ancla
344_p2922,,originaria,originaria
344_p2949,civil_comercial,capa2,objeto(1)
344_p2955,civil_comercial,capa1,regla:\ben lo comercial\b
344_p2977,penal,capa1,regla:\ben lo penal\b
344_p2991,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3006,tributario,capa2,norma:11683+objeto+parte(3)
344_p3011,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3057,laboral,capa1,regla:\bdel trabajo\b
344_p3070,,originaria,originaria
344_p3078,civil_comercial,capa2,objeto(1)
344_p3095,consumo,capa2,kw+norma:24240(2)
344_p3104,,pendiente_capa2,sin_ancla
344_p3132,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3146,,pendiente_capa2,sin_ancla
344_p3156,penal,capa1,regla:casacion penal
344_p3209,constitucional,capa2,objeto(1)
344_p3230,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3249,contencioso_administrativo,capa2,provincia:ca
344_p3289,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3305,civil_comercial,capa1,regla:\ben lo civil\b
344_p3307,contencioso_administrativo,capa2,provincia:ca
344_p3330,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3345,laboral,capa1,regla:\bdel trabajo\b
344_p3368,civil_comercial,capa1,regla:civil y comercial federal
344_p3385,penal,capa2,norma:24767+objeto(2)
344_p3394,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
344_p3401,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3413,,originaria,originaria
344_p3418,contencioso_administrativo,capa2,objeto(1)
344_p3431,penal,capa2,kw(1)
344_p3438,contencioso_administrativo,capa2,objeto(1)
344_p3442,,originaria,originaria
344_p3451,civil_comercial,capa2,kw+norma:24901(2)
344_p3458,penal,capa1,regla:casacion penal
344_p3469,,pendiente_capa2,sin_ancla
344_p3472,,pendiente_capa2,sin_ancla
344_p3476,civil_comercial,capa1,regla:\ben lo civil\b
344_p3543,,pendiente_capa2,sin_ancla
344_p3547,civil_comercial,capa1,regla:\ben lo civil\b
344_p3551,electoral,capa1,regla:electoral
344_p3567,previsional,capa1,regla:seguridad social
344_p3573,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3580,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3585,penal,capa1,regla:criminal y correccional
344_p3595,,pendiente_capa2,conflicto_capa2:civil_comercial/laboral
344_p3600,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3610,,pendiente_capa2,sin_ancla
344_p3613,laboral,capa1,regla:\bdel trabajo\b
344_p3618,constitucional,capa2,objeto(1)
344_p3624,civil_comercial,capa2,objeto(1)
344_p3625,civil_comercial,capa1,regla:civil y comercial federal
344_p3636,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3683,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3689,laboral,capa1,regla:\bdel trabajo\b
344_p3695,civil_comercial,capa1,regla:\ben lo comercial\b
344_p3700,laboral,capa1,regla:\bdel trabajo\b
344_p3706,,pendiente_capa2,sin_ancla
344_p3711,,pendiente_capa2,conflicto_capa2:civil_comercial/tributario
344_p3720,penal,capa2,kw(1)
344_p3725,,originaria,originaria
344_p3741,,originaria,originaria
344_p3749,contencioso_administrativo,capa1,regla:contencioso administrativo
344_p3761,penal,capa1,regla:casacion penal
344_p3782,penal,capa1,regla:casacion penal
345_p1,,pendiente_capa2,sin_ancla
345_p12,contencioso_administrativo,capa2,objeto(1)
345_p13,,pendiente_capa2,sin_ancla
345_p18,,originaria,originaria
345_p22,,originaria,originaria
345_p37,ambiental,capa2,norma:24051+norma:25675(2)
345_p50,electoral,capa1,regla:electoral
345_p58,civil_comercial,capa1,regla:\ben lo civil\b
345_p61,,originaria,originaria
345_p76,,originaria,originaria
345_p81,laboral,capa2,objeto(1)
345_p84,civil_comercial,capa1,regla:\ben lo civil\b
345_p89,civil_comercial,capa1,regla:\ben lo comercial\b
345_p98,,no_aplica,tipo_entrada=sumario_con_link
345_p101,,no_aplica,tipo_entrada=sumario_con_link
345_p102,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p116,,pendiente_capa2,sin_ancla
345_p123,penal,capa1,regla:casacion penal
345_p137,civil_comercial,capa2,objeto(1)
345_p140,penal,capa1,regla:casacion penal
345_p154,,pendiente_capa2,sin_ancla
345_p155,,no_aplica,tipo_entrada=sumario_con_link
345_p156,,no_aplica,tipo_entrada=sumario_editorial
345_p157,,no_aplica,tipo_entrada=sumario_con_link
345_p159,,no_aplica,tipo_entrada=sumario_editorial
345_p160,,no_aplica,tipo_entrada=sumario_con_link
345_p162,,no_aplica,tipo_entrada=sumario_con_link
345_p163,penal,capa1,regla:criminal y correccional
345_p165,,pendiente_capa2,sin_ancla
345_p175,contencioso_administrativo,capa2,provincia:ca
345_p181,,no_aplica,tipo_entrada=sumario_con_link
345_p182,,no_aplica,tipo_entrada=sumario_con_link
345_p183,,no_aplica,tipo_entrada=sumario_con_link
345_p184,,no_aplica,tipo_entrada=sumario_con_link
345_p185,,no_aplica,tipo_entrada=sumario_con_link
345_p186,,no_aplica,tipo_entrada=sumario_con_link
345_p187,,no_aplica,tipo_entrada=sumario_con_link
345_p189,penal,capa1,regla:criminal y correccional
345_p191,,pendiente_capa2,sin_ancla
345_p197,contencioso_administrativo,capa2,objeto(1)
345_p202,,no_aplica,tipo_entrada=sumario_con_link
345_p203,,no_aplica,tipo_entrada=sumario_con_link
345_p204,,no_aplica,tipo_entrada=sumario_con_link
345_p217,contencioso_administrativo,capa2,provincia:ca
345_p219,,no_aplica,tipo_entrada=sumario_con_link
345_p220,civil_comercial,capa1,regla:\ben lo civil\b
345_p224,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p229,penal,capa1,regla:criminal y correccional
345_p241,laboral,capa1,regla:\bdel trabajo\b
345_p243,,no_aplica,tipo_entrada=sumario_con_link
345_p244,,no_aplica,tipo_entrada=sumario_con_link
345_p250,,no_aplica,tipo_entrada=sumario_con_link
345_p251,,no_aplica,tipo_entrada=sumario_con_link
345_p263,contencioso_administrativo,capa2,provincia:ca
345_p270,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p276,,no_aplica,tipo_entrada=sumario_con_link
345_p277,,no_aplica,tipo_entrada=sumario_con_link
345_p278,penal,capa1,regla:criminal y correccional
345_p281,,no_aplica,tipo_entrada=sumario_editorial
345_p282,,no_aplica,tipo_entrada=sumario_con_link
345_p285,contencioso_administrativo,capa2,provincia:ca
345_p291,,originaria,originaria
345_p296,,originaria,originaria
345_p297,,no_aplica,tipo_entrada=sumario_con_link
345_p298,penal,capa1,regla:casacion penal
345_p331,penal,capa1,regla:criminal y correccional
345_p337,,no_aplica,tipo_entrada=sumario_editorial
345_p338,,no_aplica,tipo_entrada=sumario_con_link
345_p348,,pendiente_capa2,sin_ancla
345_p358,civil_comercial,capa2,objeto(1)
345_p378,,pendiente_capa2,sin_ancla
345_p379,,no_aplica,tipo_entrada=sumario_con_link
345_p380,,no_aplica,tipo_entrada=sumario_con_link
345_p381,,no_aplica,tipo_entrada=sumario_con_link
345_p382,,pendiente_capa2,sin_ancla
345_p383,,no_aplica,tipo_entrada=sumario_con_link
345_p384,,no_aplica,tipo_entrada=sumario_con_link
345_p386,,no_aplica,tipo_entrada=sumario_con_link
345_p400,,no_aplica,tipo_entrada=sumario_con_link
345_p401,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p416,,no_aplica,tipo_entrada=sumario_con_link
345_p417,,pendiente_capa2,sin_ancla
345_p423,penal,capa1,regla:casacion penal
345_p430,penal,capa1,regla:casacion penal
345_p440,penal,capa1,regla:casacion penal
345_p477,contencioso_administrativo,capa2,provincia:ca
345_p482,civil_comercial,capa1,regla:\ben lo civil\b
345_p523,civil_comercial,capa1,regla:\ben lo comercial\b
345_p530,,pendiente_capa2,sin_ancla
345_p533,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
345_p549,penal,capa2,norma:23737(1)
345_p578,penal,capa2,objeto(1)
345_p582,,no_aplica,tipo_entrada=sumario_con_link
345_p583,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p599,,pendiente_capa2,sin_ancla
345_p600,,no_aplica,tipo_entrada=sumario_con_link
345_p602,,no_aplica,tipo_entrada=sumario_con_link
345_p603,,no_aplica,tipo_entrada=sumario_con_link
345_p604,,no_aplica,tipo_entrada=sumario_con_link
345_p605,,no_aplica,tipo_entrada=sumario_con_link
345_p608,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p621,penal,capa1,regla:criminal y correccional
345_p630,,pendiente_capa2,sin_ancla
345_p632,civil_comercial,capa2,objeto(1)
345_p634,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p645,civil_comercial,capa1,regla:\ben lo civil\b
345_p647,penal,capa2,objeto(1)
345_p670,,pendiente_capa2,sin_ancla
345_p683,salud,capa2,coocur:salud_amparo
345_p686,penal,capa2,kw(1)
345_p688,civil_comercial,capa2,objeto(1)
345_p694,penal,capa1,regla:criminal y correccional
345_p702,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p715,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p716,,no_aplica,tipo_entrada=sumario_con_link
345_p722,laboral,capa1,regla:\bdel trabajo\b
345_p728,laboral,capa2,kw+norma:24557+parte(3)
345_p730,,pendiente_capa2,sin_ancla
345_p783,,originaria,originaria
345_p788,,no_aplica,tipo_entrada=sumario_con_link
345_p789,,pendiente_capa2,sin_ancla
345_p800,,no_aplica,tipo_entrada=sumario_con_link
345_p801,,originaria,originaria
345_p838,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
345_p847,,originaria,originaria
345_p849,,no_aplica,tipo_entrada=sumario_con_link
345_p867,,no_aplica,tipo_entrada=sumario_con_link
345_p869,penal,capa1,regla:casacion penal
345_p876,tributario,capa2,norma:11683(1)
345_p881,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p884,civil_comercial,capa2,objeto(1)
345_p905,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p923,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
345_p936,,no_aplica,tipo_entrada=sumario_con_link
345_p937,,no_aplica,tipo_entrada=sumario_con_link
345_p938,salud,capa2,coocur:salud_amparo
345_p945,,pendiente_capa2,sin_ancla
345_p950,,no_aplica,tipo_entrada=sumario_con_link
345_p951,penal,capa1,regla:criminal y correccional
345_p1010,,no_aplica,tipo_entrada=sumario_con_link
345_p1011,penal,capa1,regla:criminal y correccional
345_p1015,contencioso_administrativo,capa2,objeto(1)
345_p1021,tributario,capa2,kw+parte(2)
345_p1025,civil_comercial,capa2,objeto(1)
345_p1034,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p1037,contencioso_administrativo,capa2,provincia:ca
345_p1042,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p1044,tributario,capa2,parte(1)
345_p1070,,originaria,originaria
345_p1079,contencioso_administrativo,capa2,norma:25871(1)
345_p1083,,no_aplica,tipo_entrada=sumario_con_link
345_p1084,,no_aplica,tipo_entrada=sumario_con_link
345_p1085,,no_aplica,tipo_entrada=sumario_con_link
345_p1086,contencioso_administrativo,capa1,regla:contencioso administrativo
345_p1098,,pendiente_capa2,sin_ancla
345_p1100,,no_aplica,tipo_entrada=sumario_con_link
