caso_id_canonico,tipo,norma,ambito,n_menciones
334_p1276,ley,25326,considerando,10
334_p1276,ley,27489,considerando,1
334_p1276,ley,8078,considerando,1
334_p1287,ley,26378,considerando,1
334_p1327,ley,25326,considerando,10
334_p1346,ley,11089,considerando,3
334_p1346,ley,11291,considerando,1
334_p1346,ley,2419,considerando,1
334_p1346,ley,24241,considerando,1
334_p1346,ley,26425,considerando,1
334_p1346,ley,4889,considerando,5
334_p1346,ley,6729,considerando,6
334_p1361,ley,11672,considerando,3
334_p1361,ley,1285,considerando,1
334_p1361,ley,23982,considerando,7
334_p1361,ley,25344,considerando,1
334_p1372,ley,23187,voto,3
334_p1372,ley,24452,voto,1
334_p1372,ley,24760,voto,1
334_p1387,ley,23592,considerando,4
334_p1412,ley,19549,considerando,1
334_p1412,ley,24521,considerando,2
334_p1437,ley,19549,considerando,1
334_p1472,ley,23548,considerando,1
334_p1580,ley,14772,considerando,1
334_p1580,ley,15336,considerando,4
334_p1580,ley,24065,considerando,8
334_p1609,ley,22262,considerando,2
334_p1609,ley,25156,considerando,5
334_p1659,ley,25126,considerando,1
334_p1659,ley,25126,voto,4
334_p1703,ley,25561,considerando,1
334_p1703,ley,25561,voto,2
334_p1754,ley,16986,caratula,1
334_p1754,ley,25675,considerando,1
334_p1754,ley,26331,considerando,5
334_p1754,ley,7107,considerando,1
334_p1754,ley,7543,considerando,4
334_p1754,ley,7543,dispositivo,1
334_p1791,ley,8085,considerando,1
334_p1808,ley,1285,considerando,1
334_p1808,ley,19549,considerando,1
334_p1808,ley,20628,considerando,1
334_p1808,ley,21526,considerando,2
334_p1821,ley,17418,considerando,1
334_p1821,ley,23184,considerando,2
334_p1821,ley,24192,considerando,1
334_p1842,ley,15336,considerando,5
334_p1876,ley,1285,considerando,1
334_p1876,ley,1285,voto,1
334_p1897,ley,22250,considerando,4
334_p1903,ley,11683,considerando,1
334_p1903,ley,1285,considerando,1
334_p1903,ley,24073,considerando,3
334_p1909,ley,19549,considerando,5
334_p1909,ley,24156,considerando,3
334_p1920,ley,24767,considerando,1
337_p23,ley,26160,considerando,4
337_p23,ley,26160,voto,3
337_p37,ley,16648,considerando,4
337_p37,ley,25188,considerando,5
337_p47,ley,16986,caratula,2
337_p47,ley,26522,considerando,1
337_p47,ley,24946,voto,1
337_p47,ley,26522,voto,1
337_p58,ley,11683,considerando,5
337_p58,ley,1285,considerando,1
337_p58,ley,11683,dispositivo,1
337_p88,ley,13577,considerando,1
337_p88,ley,22016,considerando,2
337_p88,ley,23548,considerando,1
337_p97,ley,25156,considerando,5
337_p112,ley,19549,voto,2
337_p119,ley,11683,considerando,1
337_p119,ley,1285,considerando,1
337_p119,ley,20628,considerando,1
337_p123,ley,11683,considerando,7
337_p123,ley,23349,considerando,1
337_p133,ley,1285,considerando,1
337_p133,ley,21708,considerando,1
337_p133,ley,24946,considerando,1
337_p133,ley,25561,considerando,1
337_p133,ley,25565,considerando,1
337_p133,ley,26017,considerando,1
337_p149,ley,24522,considerando,3
337_p149,ley,25284,considerando,5
337_p154,ley,23226,considerando,1
337_p154,ley,24241,considerando,1
337_p154,ley,24411,considerando,7
337_p154,ley,24441,considerando,1
337_p154,ley,24823,considerando,5
337_p166,ley,16986,caratula,2
337_p166,ley,16986,considerando,1
337_p166,ley,24937,considerando,2
337_p166,ley,26080,considerando,5
337_p166,ley,26855,considerando,1
337_p166,ley,26080,voto,3
337_p166,ley,26855,voto,2
337_p196,ley,24240,caratula,2
337_p196,ley,24240,considerando,2
337_p205,ley,1029,voto,1
337_p205,ley,1355,voto,1
337_p205,ley,24240,voto,9
337_p205,ley,25065,voto,3
337_p222,ley,10592,considerando,1
337_p222,ley,26378,considerando,1
337_p234,ley,21526,considerando,2
337_p234,ley,24144,considerando,1
337_p234,ley,26739,considerando,2
337_p234,ley,8293,considerando,6
337_p234,ley,9376,considerando,2
337_p234,ley,9912,considerando,5
337_p256,ley,16986,caratula,2
337_p256,ley,25152,considerando,1
337_p256,ley,25326,considerando,15
337_p256,ley,26097,considerando,1
337_p256,ley,25326,voto,4
337_p291,ley,17811,voto,5
337_p291,ley,19549,voto,1
337_p307,ley,25790,voto,2
337_p315,ley,13560,considerando,1
337_p315,ley,19551,considerando,1
337_p315,ley,24285,considerando,4
337_p315,ley,24522,considerando,2
337_p315,ley,24285,voto,1
337_p329,ley,24449,considerando,2
337_p329,ley,26361,considerando,2
337_p339,ley,24411,considerando,2
337_p339,ley,25967,considerando,4
337_p346,ley,11683,considerando,7
337_p346,ley,24769,considerando,3
337_p354,ley,13569,considerando,1
337_p354,ley,23077,considerando,1
337_p354,ley,25990,considerando,5
337_p365,ley,20744,considerando,1
337_p365,ley,23041,considerando,7
337_p373,ley,11683,considerando,2
337_p373,ley,19550,considerando,1
337_p373,ley,23458,considerando,1
337_p373,ley,23982,considerando,1
337_p373,ley,24073,considerando,2
337_p373,ley,24463,considerando,2
337_p373,ley,24578,considerando,1
337_p388,ley,22415,considerando,3
337_p388,ley,25148,considerando,4
337_p388,ley,25561,considerando,2
337_p388,ley,25645,considerando,5
337_p388,ley,25918,considerando,1
337_p388,ley,26519,considerando,1
337_p388,ley,25561,voto,2
337_p448,ley,17811,considerando,2
337_p469,ley,21499,considerando,2
337_p486,ley,11683,considerando,2
337_p486,ley,1285,considerando,1
337_p486,ley,20631,considerando,2
337_p486,ley,21526,considerando,2
337_p492,ley,16986,caratula,1
337_p505,ley,24660,considerando,3
337_p505,ley,26855,considerando,1
337_p518,ley,11683,considerando,5
337_p518,ley,23660,considerando,3
337_p518,ley,24447,considerando,3
337_p530,ley,1285,considerando,1
337_p530,ley,21708,considerando,1
337_p530,ley,23473,considerando,2
337_p530,ley,23848,considerando,1
337_p530,ley,24463,considerando,12
337_p530,ley,24655,considerando,1
337_p530,ley,24463,dispositivo,2
337_p530,ley,1285,voto,2
337_p530,ley,13998,voto,1
337_p530,ley,14467,voto,1
337_p530,ley,24463,voto,2
337_p548,ley,1285,considerando,1
337_p548,ley,21708,considerando,1
337_p548,ley,1285,voto,2
337_p548,ley,21708,voto,2
337_p580,ley,24754,considerando,1
337_p580,ley,24901,considerando,1
337_p590,ley,24946,considerando,1
337_p611,ley,26485,considerando,1
337_p627,ley,16986,considerando,1
337_p627,ley,25675,considerando,4
337_p627,ley,26331,considerando,1
337_p627,ley,9814,considerando,1
337_p647,ley,1258,considerando,1
337_p647,ley,23101,considerando,1
337_p647,ley,24674,considerando,5
337_p647,ley,26474,considerando,1
337_p647,ley,2774,considerando,1
337_p647,ley,3764,considerando,2
337_p654,ley,26862,considerando,1
337_p675,ley,24043,caratula,2
337_p675,ley,24043,considerando,1
337_p692,ley,11683,considerando,7
337_p692,ley,1285,considerando,1
337_p692,ley,20628,considerando,1
337_p692,ley,24769,considerando,1
337_p703,ley,19640,considerando,4
337_p703,ley,25561,considerando,6
337_p703,ley,26217,considerando,4
337_p712,ley,22804,considerando,5
337_p712,ley,24049,considerando,8
337_p712,ley,4762,considerando,1
337_p748,ley,24642,considerando,3
337_p753,ley,24240,considerando,4
337_p753,ley,24946,considerando,1
337_p762,ley,24240,considerando,4
337_p762,ley,24946,considerando,1
337_p771,ley,16986,caratula,2
337_p771,ley,24314,considerando,1
337_p822,ley,13405,considerando,1
337_p822,ley,13529,considerando,1
337_p822,ley,21526,considerando,1
337_p822,ley,22172,considerando,1
337_p822,ley,9618,considerando,1
337_p843,ley,13642,considerando,2
337_p843,ley,25675,considerando,1
337_p843,ley,25676,considerando,1
337_p843,ley,26168,considerando,4
337_p850,ley,1285,considerando,1
337_p850,ley,17091,considerando,1
337_p858,ley,19789,considerando,1
337_p858,ley,19798,considerando,8
337_p858,ley,22016,considerando,3
337_p858,ley,4470,considerando,1
337_p877,ley,16986,caratula,2
337_p877,ley,26095,caratula,2
337_p877,ley,16986,considerando,1
337_p877,ley,24076,considerando,2
337_p877,ley,26095,considerando,4
337_p939,ley,1285,considerando,1
337_p948,ley,20628,considerando,1
337_p948,ley,20631,considerando,1
337_p948,ley,25063,considerando,1
337_p948,ley,20628,voto,1
337_p948,ley,25063,voto,1
337_p966,ley,23660,caratula,2
337_p966,ley,22250,considerando,3
337_p966,ley,23660,considerando,15
337_p966,ley,23661,considerando,13
337_p966,ley,24013,considerando,1
337_p966,ley,25371,considerando,2
337_p993,ley,11683,considerando,1
337_p993,ley,20628,considerando,3
337_p993,ley,24043,voto,2
337_p1006,ley,24043,caratula,1
337_p1006,ley,24043,considerando,7
337_p1006,ley,24436,considerando,1
337_p1013,ley,1285,considerando,5
337_p1013,ley,14467,considerando,1
337_p1013,ley,21708,considerando,5
337_p1013,ley,23928,considerando,5
337_p1013,ley,25561,considerando,1
337_p1013,ley,26536,considerando,1
337_p1013,ley,4055,considerando,5
337_p1013,ley,21708,dispositivo,1
337_p1024,ley,16986,considerando,1
337_p1024,ley,20680,considerando,2
337_p1024,ley,24240,considerando,3
337_p1024,ley,26361,considerando,1
337_p1024,ley,16986,voto,1
337_p1024,ley,24240,voto,1
337_p1037,ley,18038,considerando,1
337_p1037,ley,19549,considerando,1
337_p1037,ley,24241,considerando,2
337_p1037,ley,25994,considerando,1
337_p1042,ley,24156,considerando,2
337_p1042,ley,24241,considerando,2
337_p1042,ley,24447,considerando,1
337_p1042,ley,24557,considerando,2
337_p1042,ley,25345,considerando,6
337_p1042,ley,25401,considerando,4
337_p1081,ley,7050,considerando,5
337_p1095,ley,24043,caratula,2
337_p1108,ley,16986,considerando,2
337_p1108,ley,4444,considerando,1
337_p1117,ley,25063,considerando,1
337_p1117,ley,25414,considerando,1
337_p1117,ley,26982,considerando,1
337_p1136,ley,23982,considerando,1
337_p1136,ley,25827,considerando,3
337_p1136,ley,25967,considerando,1
337_p1136,ley,26546,considerando,4
337_p1136,ley,26728,considerando,1
337_p1142,ley,1285,considerando,1
337_p1142,ley,23592,considerando,1
337_p1142,ley,1285,voto,1
337_p1142,ley,23592,voto,2
337_p1152,ley,16986,caratula,2
337_p1174,ley,11723,considerando,2
337_p1174,ley,12965,considerando,1
337_p1174,ley,17336,considerando,1
337_p1174,ley,20345,considerando,1
337_p1174,ley,26032,considerando,1
337_p1174,ley,11723,voto,2
337_p1217,ley,24767,considerando,1
337_p1217,ley,25126,considerando,2
337_p1234,ley,23982,considerando,8
337_p1234,ley,25646,considerando,1
337_p1234,ley,25967,considerando,2
337_p1234,ley,26546,considerando,1
337_p1234,ley,26728,considerando,3
337_p1263,ley,23548,considerando,2
337_p1263,ley,8034,considerando,1
337_p1263,ley,8149,considerando,1
337_p1277,ley,24241,considerando,1
337_p1277,ley,26417,considerando,1
337_p1289,ley,11922,considerando,1
337_p1307,ley,25561,considerando,1
337_p1307,ley,25565,considerando,1
337_p1307,ley,25725,considerando,1
337_p1307,ley,26017,considerando,1
337_p1307,ley,26078,considerando,2
337_p1323,ley,24521,considerando,8
337_p1323,ley,24521,voto,3
337_p1337,ley,21965,considerando,1
337_p1337,ley,25164,considerando,2
337_p1337,ley,6581,considerando,5
337_p1361,ley,13928,considerando,1
337_p1361,ley,14192,considerando,1
337_p1361,ley,18284,considerando,1
337_p1361,ley,24240,considerando,1
337_p1361,ley,25675,considerando,1
337_p1375,ley,25561,considerando,6
337_p1375,ley,25790,considerando,1
337_p1393,ley,17319,considerando,1
337_p1393,ley,24076,considerando,9
337_p1393,ley,25561,considerando,1
337_p1403,ley,23551,caratula,2
337_p1403,ley,23551,considerando,1
337_p1408,ley,13064,considerando,2
337_p1408,ley,17804,considerando,2
337_p1420,ley,25612,considerando,1
337_p1420,ley,25675,considerando,7
337_p1439,ley,16986,considerando,1
337_p1439,ley,23919,considerando,1
337_p1439,ley,24375,considerando,1
337_p1439,ley,25675,considerando,2
337_p1439,ley,26815,considerando,1
337_p1439,ley,9603,considerando,1
337_p1447,ley,16986,considerando,1
337_p1447,ley,24521,considerando,1
337_p1447,ley,25675,considerando,3
337_p1451,ley,23981,considerando,2
337_p1451,ley,26795,considerando,1
337_p1464,ley,10397,considerando,1
337_p1464,ley,13404,considerando,1
337_p1464,ley,13613,considerando,4
337_p1464,ley,14333,considerando,1
337_p1464,ley,14357,considerando,3
337_p1464,ley,14394,considerando,1
337_p1491,ley,19550,considerando,1
337_p1494,ley,23548,considerando,1
337_p1503,ley,1285,considerando,2
337_p1503,ley,19550,considerando,2
337_p1503,ley,2747,considerando,1
337_p1511,ley,19550,considerando,6
337_p1511,ley,23966,considerando,3
337_p1511,ley,25063,considerando,1
337_p1511,ley,25585,considerando,7
337_p1521,ley,18037,considerando,1
337_p1521,ley,18464,considerando,1
337_p1521,ley,18037,voto,1
337_p1521,ley,18464,voto,1
337_p1530,ley,16338,considerando,1
337_p1530,ley,16638,considerando,1
337_p1530,ley,24432,considerando,1
337_p1540,ley,26639,considerando,3
337_p1548,ley,23660,considerando,1
337_p1548,ley,23661,considerando,2
337_p1555,ley,20744,considerando,1
337_p1555,ley,23898,considerando,1
337_p1555,ley,24557,considerando,1
337_p1564,ley,24241,considerando,4
337_p1564,ley,26425,considerando,13
337_p1564,ley,26425,dispositivo,1
337_p1564,ley,26425,voto,3
337_p1581,ley,19101,considerando,3
338_p29,ley,22431,considerando,2
338_p29,ley,24658,considerando,1
338_p40,ley,24240,dispositivo,1
338_p48,ley,22802,considerando,4
338_p68,ley,23098,considerando,2
338_p80,ley,25675,considerando,7
338_p88,ley,13512,considerando,1
338_p88,ley,20628,considerando,1
338_p102,ley,17285,considerando,4
338_p113,ley,1285,considerando,1
338_p113,ley,19549,considerando,4
338_p113,ley,21391,considerando,1
338_p113,ley,21708,considerando,1
338_p123,ley,23349,considerando,1
338_p123,ley,24522,considerando,1
338_p130,ley,1559,considerando,3
338_p141,ley,13965,considerando,1
338_p141,ley,23660,considerando,1
338_p141,ley,23661,considerando,1
338_p141,ley,13945,dispositivo,1
338_p148,ley,24241,considerando,3
338_p155,ley,14467,considerando,2
338_p155,ley,6070,considerando,2
338_p161,ley,1285,considerando,1
338_p161,ley,21708,considerando,1
338_p169,ley,11683,considerando,5
338_p169,ley,1285,considerando,1
338_p176,ley,25156,caratula,2
338_p193,ley,25743,caratula,1
338_p203,ley,23548,considerando,1
338_p203,ley,24760,considerando,1
338_p212,ley,4233,considerando,1
338_p221,ley,23551,considerando,3
338_p234,ley,22262,considerando,9
338_p234,ley,24307,considerando,1
338_p234,ley,25156,considerando,8
338_p234,ley,4055,considerando,1
338_p234,ley,25156,voto,1
338_p234,ley,26993,voto,1
338_p249,ley,5233,considerando,1
338_p249,ley,7469,considerando,4
338_p249,ley,8340,considerando,1
338_p249,ley,8917,considerando,1
338_p249,ley,7469,voto,1
338_p284,ley,1285,considerando,6
338_p284,ley,14467,considerando,5
338_p284,ley,26855,considerando,1
338_p298,ley,21526,considerando,5
338_p298,ley,24144,considerando,1
338_p298,ley,24485,considerando,2
338_p313,ley,18588,considerando,1
338_p313,ley,19640,considerando,4
338_p340,ley,26061,caratula,2
338_p349,ley,26167,considerando,2
338_p349,ley,26497,considerando,6
338_p353,ley,1285,considerando,2
338_p362,ley,12103,considerando,1
338_p362,ley,14294,considerando,1
338_p362,ley,19549,considerando,1
338_p362,ley,21809,considerando,1
338_p362,ley,22351,considerando,7
338_p362,ley,25675,considerando,1
338_p386,ley,26476,voto,4
338_p399,ley,4917,considerando,2
338_p399,ley,4917,dispositivo,1
338_p404,ley,25675,considerando,1
338_p412,ley,23109,considerando,2
338_p412,ley,23848,considerando,3
338_p412,ley,24892,considerando,4
338_p412,ley,24892,dispositivo,1
338_p419,ley,26831,caratula,1
338_p419,ley,1285,considerando,1
338_p432,ley,23737,caratula,1
338_p435,ley,25675,considerando,4
338_p435,ley,26168,considerando,3
338_p435,ley,25675,voto,2
338_p435,ley,26168,voto,3
338_p451,ley,19549,considerando,1
338_p451,ley,25344,considerando,1
338_p453,ley,11683,considerando,2
338_p453,ley,20628,considerando,3
338_p463,ley,24051,caratula,1
338_p463,ley,24051,considerando,4
338_p474,ley,26425,considerando,1
338_p488,ley,22431,considerando,1
338_p488,ley,24901,considerando,5
338_p493,ley,18345,caratula,1
338_p493,ley,14250,considerando,1
338_p493,ley,14786,considerando,1
338_p493,ley,18345,considerando,2
338_p505,ley,1285,considerando,1
338_p505,ley,23349,considerando,1
338_p508,ley,26685,considerando,1
338_p508,ley,26685,voto,2
338_p515,ley,6843,considerando,1
338_p515,ley,8142,considerando,2
338_p525,ley,24241,caratula,2
338_p534,ley,24028,considerando,2
338_p539,ley,23109,considerando,4
338_p556,ley,24193,considerando,2
338_p556,ley,26061,considerando,2
338_p556,ley,2611,considerando,1
338_p556,ley,26378,considerando,1
338_p556,ley,26529,considerando,15
338_p556,ley,26742,considerando,7
338_p556,ley,26855,considerando,1
338_p556,ley,26994,considerando,1
338_p556,ley,27044,considerando,1
338_p556,ley,27077,considerando,1
338_p599,ley,26546,considerando,2
338_p601,ley,3491,caratula,2
338_p601,ley,7050,voto,1
338_p613,ley,16443,considerando,1
338_p613,ley,20774,considerando,2
338_p613,ley,21965,considerando,2
338_p613,ley,23898,voto,1
338_p628,ley,26571,considerando,6
338_p628,ley,26571,voto,3
338_p651,ley,1285,considerando,2
338_p651,ley,14467,considerando,2
338_p651,ley,4055,considerando,1
338_p652,ley,17801,considerando,1
338_p652,ley,19587,considerando,2
338_p652,ley,21414,considerando,1
338_p652,ley,24028,considerando,1
338_p699,ley,12836,considerando,4
338_p699,ley,13436,considerando,1
338_p699,ley,21839,considerando,1
338_p699,ley,12836,dispositivo,1
338_p706,ley,18248,considerando,4
338_p706,ley,26618,considerando,1
338_p706,ley,26994,considerando,2
338_p706,ley,27077,considerando,1
338_p706,ley,18248,dispositivo,1
338_p711,ley,23737,caratula,2
338_p711,ley,23737,considerando,2
338_p714,ley,25320,considerando,1
338_p724,ley,1285,considerando,5
338_p724,ley,16986,considerando,1
338_p724,ley,20744,considerando,1
338_p724,ley,23774,considerando,1
338_p724,ley,24013,considerando,7
338_p724,ley,24463,considerando,1
338_p724,ley,25323,considerando,1
338_p724,ley,25587,considerando,1
338_p724,ley,26025,considerando,1
338_p724,ley,26790,considerando,1
338_p724,ley,4055,considerando,2
338_p724,ley,1285,dispositivo,1
338_p748,ley,22449,considerando,1
338_p748,ley,22742,considerando,6
338_p748,ley,22992,considerando,1
338_p757,ley,25561,caratula,2
338_p767,ley,4459,considerando,2
338_p779,ley,23660,considerando,1
338_p779,ley,26862,considerando,4
338_p793,ley,1285,considerando,1
338_p793,ley,16986,considerando,1
338_p793,ley,25243,considerando,1
338_p799,ley,1285,considerando,1
338_p802,ley,13286,considerando,1
338_p811,ley,25675,considerando,2
338_p815,ley,23848,considerando,2
338_p815,ley,16986,dispositivo,1
338_p823,ley,24557,considerando,1
338_p830,ley,25688,considerando,1
338_p830,ley,26168,considerando,2
338_p830,ley,25675,voto,1
338_p830,ley,26168,voto,1
338_p837,ley,24071,considerando,1
338_p845,ley,23548,considerando,1
338_p845,ley,24076,considerando,1
338_p875,ley,25520,considerando,1
338_p902,ley,15336,considerando,2
338_p902,ley,24156,considerando,1
338_p902,ley,26566,considerando,3
338_p902,ley,7543,considerando,1
338_p921,ley,22802,caratula,2
338_p921,ley,22802,considerando,1
338_p923,ley,23898,considerando,3
338_p923,ley,23898,dispositivo,1
338_p927,ley,23548,considerando,1
338_p942,ley,1285,considerando,2
338_p942,ley,21708,considerando,1
338_p942,ley,23344,considerando,2
338_p942,ley,24240,considerando,3
338_p949,ley,24018,considerando,3
338_p949,ley,16986,dispositivo,1
338_p962,ley,17319,considerando,13
338_p962,ley,21778,considerando,1
338_p962,ley,23678,considerando,1
338_p962,ley,25561,considerando,2
338_p962,ley,26197,considerando,1
338_p962,ley,27007,considerando,1
338_p991,ley,24043,caratula,2
338_p991,ley,24043,considerando,1
338_p993,ley,10526,considerando,1
338_p993,ley,9686,considerando,1
338_p1009,ley,24241,considerando,6
338_p1017,ley,24241,considerando,6
338_p1017,ley,24463,considerando,1
338_p1017,ley,24241,dispositivo,1
338_p1048,ley,12988,considerando,4
338_p1048,ley,20091,considerando,3
338_p1060,ley,1168,considerando,2
338_p1060,ley,14315,considerando,1
338_p1060,ley,14408,considerando,1
338_p1060,ley,1532,considerando,2
338_p1060,ley,17324,considerando,1
338_p1060,ley,18500,considerando,2
338_p1060,ley,2001,considerando,1
338_p1060,ley,22683,considerando,1
338_p1060,ley,3906,considerando,2
338_p1060,ley,9375,considerando,1
338_p1084,ley,16986,caratula,2
338_p1084,ley,24076,considerando,2
338_p1084,ley,26095,considerando,2
338_p1084,ley,26784,considerando,2
338_p1092,ley,16986,considerando,1
338_p1092,ley,24241,considerando,5
338_p1092,ley,26222,considerando,1
338_p1092,ley,26417,considerando,1
338_p1092,ley,26425,considerando,5
338_p1104,ley,19550,considerando,2
338_p1104,ley,20705,considerando,2
338_p1104,ley,21622,considerando,2
338_p1104,ley,25164,considerando,1
338_p1110,ley,12432,considerando,6
338_p1110,ley,26687,considerando,5
338_p1110,ley,12432,dispositivo,1
338_p1110,ley,26687,voto,1
338_p1156,ley,11682,considerando,2
338_p1156,ley,11683,considerando,1
338_p1156,ley,18229,considerando,1
338_p1156,ley,20628,considerando,4
338_p1171,ley,23551,considerando,1
338_p1183,ley,11720,considerando,2
338_p1183,ley,23922,considerando,1
338_p1183,ley,24051,considerando,17
338_p1183,ley,25675,considerando,1
338_p1183,ley,5965,considerando,1
338_p1216,ley,1285,considerando,1
338_p1216,ley,14467,considerando,1
338_p1216,ley,24937,considerando,2
338_p1216,ley,26372,considerando,1
338_p1216,ley,26376,considerando,1
338_p1216,ley,26855,considerando,2
338_p1216,ley,27145,considerando,8
338_p1248,ley,10996,considerando,2
338_p1252,ley,17418,considerando,1
338_p1258,ley,16986,considerando,1
338_p1258,ley,19550,considerando,2
338_p1258,ley,24156,considerando,1
338_p1258,ley,25326,considerando,1
338_p1258,ley,25675,considerando,1
338_p1258,ley,25831,considerando,3
338_p1258,ley,26741,considerando,7
338_p1291,ley,23551,considerando,3
338_p1291,ley,24660,considerando,1
338_p1299,ley,17418,considerando,2
338_p1304,ley,24557,considerando,1
338_p1304,ley,26773,considerando,2
338_p1325,ley,18038,considerando,6
338_p1325,ley,23987,considerando,4
338_p1325,ley,24241,considerando,2
338_p1325,ley,6449,considerando,1
338_p1344,ley,24240,considerando,1
338_p1344,ley,26361,considerando,2
338_p1347,ley,25191,considerando,3
338_p1347,ley,26727,considerando,2
338_p1356,ley,11725,considerando,1
338_p1356,ley,11879,considerando,1
338_p1356,ley,12139,considerando,1
338_p1356,ley,12143,considerando,1
338_p1356,ley,12147,considerando,1
338_p1356,ley,12956,considerando,1
338_p1356,ley,14060,considerando,1
338_p1356,ley,20221,considerando,1
338_p1356,ley,23548,considerando,4
338_p1356,ley,24130,considerando,1
338_p1356,ley,24241,considerando,1
338_p1356,ley,24307,considerando,2
338_p1356,ley,24309,considerando,2
338_p1356,ley,24468,considerando,1
338_p1356,ley,24625,considerando,1
338_p1356,ley,25235,considerando,1
338_p1356,ley,25239,considerando,1
338_p1356,ley,25400,considerando,1
338_p1356,ley,26078,considerando,9
338_p1356,ley,26417,considerando,1
338_p1356,ley,26425,considerando,3
338_p1356,ley,26078,dispositivo,1
338_p1389,ley,23349,considerando,2
338_p1389,ley,23548,considerando,8
338_p1389,ley,24130,considerando,1
338_p1389,ley,24309,considerando,1
338_p1389,ley,24855,considerando,1
338_p1389,ley,24977,considerando,1
338_p1389,ley,25085,considerando,2
338_p1389,ley,25235,considerando,1
338_p1389,ley,25344,considerando,1
338_p1389,ley,25400,considerando,1
338_p1389,ley,25413,considerando,3
338_p1389,ley,25414,considerando,6
338_p1389,ley,25514,considerando,1
338_p1389,ley,25570,considerando,5
338_p1389,ley,25967,considerando,1
338_p1389,ley,23349,dispositivo,1
338_p1431,ley,24240,caratula,2
338_p1444,ley,23551,voto,1
338_p1444,ley,23660,voto,2
338_p1455,ley,10191,considerando,1
338_p1455,ley,10542,considerando,1
338_p1455,ley,14333,considerando,3
338_p1455,ley,14357,considerando,1
338_p1455,ley,24441,considerando,1
338_p1455,ley,26994,considerando,1
338_p1455,ley,9020,considerando,1
338_p1477,ley,1285,considerando,2
338_p1477,ley,16986,considerando,3
338_p1477,ley,21078,considerando,1
338_p1477,ley,25603,considerando,2
338_p1492,ley,24240,considerando,4
338_p1492,ley,26573,considerando,1
338_p1492,ley,24240,dispositivo,1
338_p1498,ley,23548,considerando,1
338_p1498,ley,24625,considerando,1
338_p1498,ley,24977,considerando,1
338_p1498,ley,25239,considerando,1
338_p1498,ley,26078,considerando,4
338_p1517,ley,23098,considerando,2
338_p1517,ley,23984,considerando,1
338_p1517,ley,24588,considerando,2
338_p1524,ley,24240,voto,6
338_p1524,ley,26361,voto,2
338_p1545,ley,22520,considerando,2
338_p1545,ley,25877,considerando,1
338_p1551,ley,24767,considerando,1
338_p1575,ley,23849,considerando,1
338_p1575,ley,23857,considerando,1
338_p1575,ley,26165,considerando,1
339_p61,ley,24241,considerando,6
339_p61,ley,26417,considerando,3
339_p61,ley,26425,considerando,2
339_p90,ley,1285,considerando,1
339_p90,ley,19419,considerando,1
339_p94,ley,23708,considerando,1
339_p94,ley,24767,considerando,2
339_p94,ley,25126,considerando,1
339_p94,ley,27148,considerando,1
339_p94,ley,27149,considerando,1
339_p111,ley,24051,caratula,1
339_p111,ley,24051,considerando,3
339_p115,ley,24521,caratula,2
339_p115,ley,24521,considerando,3
339_p142,ley,25675,considerando,3
339_p142,ley,25675,voto,1
339_p155,ley,23551,considerando,2
339_p160,ley,22421,caratula,1
339_p160,ley,22344,considerando,1
339_p160,ley,22421,considerando,4
339_p168,ley,22421,caratula,1
339_p168,ley,22344,considerando,1
339_p168,ley,22421,considerando,2
339_p173,ley,22344,considerando,1
339_p173,ley,22421,considerando,4
339_p183,ley,1285,considerando,1
339_p183,ley,14467,considerando,1
339_p183,ley,4055,considerando,1
339_p189,ley,16986,caratula,2
339_p189,ley,24016,considerando,2
339_p189,ley,24241,considerando,1
339_p189,ley,24463,considerando,1
339_p189,ley,16986,dispositivo,1
339_p201,ley,25675,considerando,1
339_p216,ley,1285,considerando,2
339_p216,ley,21708,considerando,1
339_p216,ley,21839,considerando,2
339_p216,ley,24432,considerando,1
339_p219,ley,18037,considerando,1
339_p219,ley,24463,considerando,1
339_p225,ley,12346,considerando,2
339_p230,ley,25344,considerando,2
339_p230,ley,7153,considerando,1
339_p234,ley,16986,caratula,2
339_p245,ley,16986,caratula,2
339_p245,ley,26689,considerando,1
339_p259,ley,21839,considerando,1
339_p260,ley,11683,considerando,10
339_p260,ley,1285,considerando,1
339_p260,ley,15265,considerando,1
339_p260,ley,19549,considerando,1
339_p267,ley,23660,considerando,1
339_p267,ley,24241,considerando,2
339_p267,ley,24700,considerando,1
339_p274,ley,20744,considerando,1
339_p274,ley,23898,considerando,2
339_p274,ley,8904,considerando,1
339_p276,ley,23511,considerando,1
339_p276,ley,26485,considerando,1
339_p290,ley,23660,considerando,1
339_p290,ley,23661,considerando,1
339_p290,ley,24901,considerando,1
339_p307,ley,23737,caratula,2
339_p307,ley,23737,considerando,3
339_p316,ley,24488,considerando,3
339_p323,ley,24018,considerando,4
339_p323,ley,24018,voto,4
339_p349,ley,26994,considerando,1
339_p353,ley,25675,considerando,1
339_p353,ley,25688,considerando,1
339_p357,ley,23982,considerando,1
339_p357,ley,25344,considerando,1
339_p357,ley,27198,considerando,1
339_p359,ley,20744,considerando,1
339_p359,ley,22250,considerando,1
339_p359,ley,25250,considerando,6
339_p359,ley,25877,considerando,3
339_p372,ley,20744,considerando,1
339_p389,ley,23661,considerando,1
339_p389,ley,24901,considerando,2
339_p405,ley,23696,considerando,2
339_p414,ley,11672,considerando,1
339_p414,ley,23982,considerando,1
