caso_id_canonico,disposicion,reenvia,parte_ganadora,via_recurso,multi_recurso,es_revision_fondo,admisibilidad,causa_inadmisibilidad,es_queja
329_p5,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p9,no_fondo,no,no_aplica,recurso_ordinario,si,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p12,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p15,revoca,si,recurrente_gana,,no,si,admite,,1
329_p19,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p20,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p28,deja_sin_efecto,si,recurrente_gana,,no,si,admite,,1
329_p40,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p47,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p49,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p53,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p59,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p78,no_revision_procesal,no,no_aplica,,no,no,no_aplica,,0
329_p80,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p83,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p85,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p88,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p94,deja_sin_efecto,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p117,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p120,nulidad,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p123,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p134,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p135,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p142,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p147,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p149,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p158,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p163,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p165,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p167,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p171,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p175,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p177,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p182,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p184,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p187,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p201,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p206,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p212,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p215,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p218,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p222,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p224,no_fondo,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p229,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p231,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p234,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p237,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p239,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p241,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p243,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p244,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p292,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p297,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,0
329_p300,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p304,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p309,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p314,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p317,no_fondo,no,no_aplica,,no,no,sin_marcador,,1
329_p318,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p324,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p326,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p329,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p330,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p335,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p342,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p349,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p353,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p358,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p370,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p373,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p381,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p383,no_revision_procesal,no,no_aplica,,no,no,inadmite,RESOLUCION_NO_RECURRIBLE,0
329_p385,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p429,nulidad,si,recurrente_gana,recurso_extraordinario,si,si,admite,,0
329_p431,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,admite,,1
329_p432,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p437,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p440,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p445,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
329_p463,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p471,nulidad_concesion,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p472,nulidad_concesion,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p473,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p491,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p493,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p495,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p500,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p502,deja_sin_efecto,si,recurrente_gana,,no,si,admite,,1
329_p510,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p513,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p518,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p526,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p530,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p537,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p542,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p545,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p548,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p551,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p553,no_revision_procesal,no,no_aplica,,no,no,no_aplica,,0
329_p560,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p565,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p568,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p570,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p573,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
329_p576,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p584,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p595,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
329_p617,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p619,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p620,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p622,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p623,no_fondo,no,no_aplica,recurso_extraordinario,no,no,admite,,1
329_p624,revoca,si,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p629,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p634,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p639,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p646,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p669,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p679,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p689,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p695,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p710,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p716,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p717,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p723,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p730,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p734,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p741,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p743,no_fondo,no,no_aplica,recurso_ordinario,si,no,sin_marcador,,0
329_p752,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p753,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p755,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p759,no_fondo,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p772,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p776,no_revision_procesal,no,no_aplica,,no,no,no_aplica,,0
329_p780,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p783,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p789,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p792,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p803,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p805,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p809,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p833,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p838,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p840,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p845,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p847,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p851,no_revision_competencia,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p857,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p860,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p863,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p865,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p868,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p872,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p879,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p888,revoca,si,recurrente_gana,,no,si,admite,,0
329_p892,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p899,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p904,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p906,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p909,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p926,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p928,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p937,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p942,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p951,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p955,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p959,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p963,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p972,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p976,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
329_p984,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p988,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p989,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,ART_280,1
329_p991,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p993,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p997,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1002,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1007,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
329_p1012,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1019,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
329_p1022,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1024,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1028,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1030,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1033,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1035,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1040,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1045,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1049,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p1053,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1066,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1092,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
329_p1180,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1191,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1209,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1219,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1224,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1226,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1236,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1241,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1243,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1245,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p1301,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p1303,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1305,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1306,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p1307,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1309,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p1310,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1311,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1317,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p1324,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1328,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1330,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
329_p1332,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1336,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1338,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1341,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1343,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1348,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1350,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1375,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1377,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1380,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1383,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1385,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
329_p1389,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1391,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1397,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1399,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
329_p1417,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p1425,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p1434,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1436,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1440,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p1447,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1473,confirma,no,recurrente_pierde,,no,si,admite,,0
329_p1480,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1487,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,1
329_p1488,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p1490,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p1493,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p1501,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1506,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1514,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1521,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1522,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p1538,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1539,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,admite,,1
329_p1541,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1554,nulidad,no,recurrente_gana,,no,no,no_aplica,,0
329_p1568,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p1586,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p1603,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1609,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1611,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1619,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p1622,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1626,nulidad_concesion,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p1628,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p1631,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p1638,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1655,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1661,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1669,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p1671,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1672,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1673,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1675,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p1684,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1690,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1693,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1696,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1699,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p1703,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
329_p1714,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,sin_marcador,,0
329_p1715,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1723,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1756,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1758,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p1762,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1767,deja_sin_efecto,si,recurrente_gana,,no,si,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1779,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1787,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p1794,nulidad,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1805,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p1812,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1821,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p1826,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p1831,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1834,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1836,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1839,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1843,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1847,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1853,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p1857,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1859,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p1862,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
329_p1875,no_revision_procesal,no,no_aplica,,no,no,no_aplica,,0
329_p1881,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
329_p1898,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p1905,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1908,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1910,nulidad,no,recurrente_gana,,no,no,admite,,0
329_p1912,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1915,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1917,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1921,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1924,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p1928,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p1930,confirma,no,recurrente_pierde,,no,si,admite,,0
329_p1933,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p1936,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p1938,confirma,no,recurrente_pierde,,no,si,admite,,0
329_p1951,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p1963,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p1969,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p1972,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,CADUCIDAD_INSTANCIA,0
329_p1974,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
